,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
IT0 0 X Store,43.513,59.608,525.111,18.893,178.738,40.593,55.5,22.961,18.283,32.833,109.202,15.224,232.839,63.856,142.665,94.768,76.056,39.065,29.629,176.947,27.016,1452.657,18.716,31.193,123.85,18.266,102.842,26.852,67.652,19.13,32.043,65.355,18.45,41.348,25.323,41.017,40.256,45.578,124.595,236.779,527.903,75.788,507.138,79.502,52.42,218.062,36.565,22.985,96.269,207.865,72.562,18.257,84.886,26.265,1077.832,74.436,19.414,467.828,127.345,55.399,36.599,132.519,60.733,104.294,459.656,513.203,48.059,20.695,61.105,26.637,26.995,18.271,18.654,70.693,622.154,36.928,39.93,54.805,70.626,63.354,18.241,38.48,52.541,115.622,72.465,39.755,19.141,147.458,32.546,346.846,36.115,63.016,70.898,80.841,83.428,55.455,17.506,149.921,15.216,750.499,69.352,89.789,598.433,34.601,26.747
IT1 0 X Store,42.682,43.394,172.675,18.856,90.486,40.25,46.878,22.224,18.266,30.929,100.435,15.189,191.774,60.566,119.41,85.21,62.062,37.452,28.655,145.036,28.718,984.59,18.818,26.16,115.47,18.244,65.827,26.664,45.587,19.744,29.101,58.98,18.372,40.452,27.054,40.284,40.349,39.038,110.407,165.118,388.24,59.916,443.877,73.529,45.741,217.805,36.189,21.808,76.662,97.367,56.256,18.177,91.79,24.774,694.846,66.519,19.911,427.727,85.118,53.38,33.94,100.563,56.85,81.072,396.792,324.29,37.593,18.983,52.838,25.804,26.71,18.266,19.074,69.244,358.739,37.146,40.018,46.698,62.354,49.395,17.939,35.615,44.462,100.488,68.099,39.525,19.578,108.973,33.098,396.091,34.762,62.345,56.267,23.874,71.216,55.39,18.224,145.181,15.191,725.178,65.831,85.908,687.257,36.771,27.168
LT6 0 X Store,39.365,21.4,49.225,18.876,137.93,15.206,16.117,18.603,18.286,21.185,3.21,3.054,43.877,11.762,127.729,18.949,14.357,6.415,4.769,20.018,6.086,139.082,18.23,11.717,32.989,18.266,30.534,11.126,9.424,13.416,19.12,27.389,33.057,15.192,24.674,13.165,6.454,129.041,69.24,220.951,504.518,232.435,57.392,56.734,10.352,88.513,14.064,11.147,22.7,899.389,11.628,18.261,27.698,16.36,1015.2,32.334,3.104,331.994,65.799,20.529,15.209,120.012,60.548,95.263,15.863,137.613,20.005,19.58,3.131,18.645,9.736,23.128,10.249,46.453,187.877,9.442,15.234,51.164,27.684,29.289,18.254,3.138,20.415,32.964,27.733,15.217,51.444,39.496,17.581,33.558,90.574,27.736,56.04,50.56,19.139,27.43,9.327,59.566,3.023,297.624,29.645,35.986,49.016,35.406,9.034
LU0 0 X Store,40.64,47.102,89.592,18.806,42.395,40.186,40.327,20.963,18.805,31.567,17.548,15.191,79.52,27.581,56.31,49.637,35.584,17.632,12.754,67.932,12.695,302.596,18.875,18.937,47.183,18.265,58.019,12.631,27.504,15.144,27.384,30.677,18.337,40.327,15.548,7.495,16.053,42.726,47.252,62.155,206.236,58.388,45.39,45.089,27.024,46.418,16.47,14.447,41.406,84.349,38.061,18.272,41.361,27.751,232.951,26.787,15.191,62.898,69.161,11.364,38.051,43.798,27.381,36.707,25.035,87.575,40.566,18.885,15.439,15.267,5.186,18.259,18.578,44.737,150.028,21.374,40.113,52.504,35.34,30.025,18.254,15.272,22.363,25.474,35.442,39.811,19.117,45.042,19.814,94.341,36.147,31.46,57.212,20.597,41.012,15.399,17.97,29.915,15.184,141.161,22.438,19.456,56.391,19.829,15.08
LV6 0 X Store,39.279,21.325,49.098,18.878,126.766,15.207,16.014,18.632,18.284,21.72,5.36,3.061,46.743,12.646,124.04,20.365,14.322,6.69,4.875,23.025,6.095,87.026,18.236,12.045,39.195,18.266,30.256,11.19,9.429,13.739,19.117,27.417,32.835,15.201,24.688,13.514,6.466,128.251,60.639,220.75,486.01,226.852,33.951,56.71,10.618,78.149,14.198,11.558,21.467,873.399,12.928,18.262,27.687,16.496,1009.758,32.468,3.082,240.401,65.502,21.463,15.212,119.631,60.539,95.075,14.636,114.133,19.955,19.507,4.81,19.357,9.955,22.944,10.346,46.834,174.695,9.404,15.237,50.491,27.643,31.078,18.257,5.205,21.762,32.85,27.687,15.223,51.985,37.124,18.234,27.686,89.92,28.007,55.306,48.031,20.536,27.438,9.488,56.214,3.024,244.092,29.734,35.977,47.201,35.312,9.075
ME0 0 X Store,45.737,187.121,1583.456,32.015,259.578,40.424,58.134,45.397,18.493,25.089,270.701,29.624,235.574,62.619,214.704,92.989,125.544,39.938,31.877,177.833,25.44,1522.56,30.862,47.337,183.301,18.265,322.726,27.714,58.874,27.943,74.836,61.111,18.295,41.16,24.737,43.024,36.095,48.708,220.439,285.632,843.229,94.356,879.868,93.385,70.134,309.971,37.669,23.333,166.991,447.716,83.229,18.252,265.514,20.436,1412.638,106.479,55.456,916.626,226.939,58.12,32.92,149.378,62.982,114.922,1143.77,817.332,138.434,71.587,151.376,36.055,26.974,18.254,23.716,82.465,1321.619,40.524,40.136,83.137,95.613,93.737,17.649,106.849,78.614,189.894,147.742,39.343,18.384,290.88,31.712,1448.413,35.978,54.444,114.543,320.423,120.659,57.786,20.012,203.38,26.988,1058.42,94.182,99.449,1194.674,34.196,25.209
MK0 0 X Store,45.399,190.97,1597.185,18.946,256.721,40.425,57.968,46.552,18.269,24.849,126.559,18.583,134.362,50.21,207.747,58.333,80.772,38.251,30.377,96.247,25.769,773.534,31.504,47.09,111.493,18.324,326.63,27.464,37.394,29.447,77.173,55.233,18.289,40.946,22.199,38.834,30.951,48.902,224.12,235.187,825.702,95.335,872.343,91.305,45.319,270.704,37.377,22.471,107.641,452.625,51.387,18.138,238.145,19.983,1127.514,103.01,25.974,918.997,225.606,51.883,33.402,124.885,53.565,94.06,478.223,804.83,141.688,33.683,66.471,37.828,25.948,18.246,23.662,80.15,870.568,26.479,40.307,82.35,86.446,94.461,12.885,50.916,80.571,187.558,133.701,39.463,18.392,187.316,29.782,1264.315,36.42,54.523,113.233,123.008,66.071,62.99,20.18,173.936,18.251,929.045,91.948,88.626,672.91,30.268,17.125
NL0 0 X Store,42.188,51.237,158.25,18.831,42.218,40.321,41.848,20.86,18.335,32.215,15.775,15.191,62.513,16.899,44.809,31.661,42.084,9.917,9.131,47.287,8.413,77.222,19.207,18.601,45.371,18.268,80.624,4.738,21.961,15.125,26.807,28.058,18.355,40.327,13.9,3.039,12.781,40.996,21.11,81.398,45.184,46.146,40.951,40.68,34.72,11.848,6.659,10.47,44.029,56.052,27.941,18.274,31.475,28.605,141.024,18.416,15.198,55.906,75.229,3.633,38.872,60.351,34.833,55.172,17.179,91.291,40.931,18.938,15.538,15.257,3.03,18.275,18.49,22.73,48.023,24.689,40.151,53.787,28.437,19.121,18.251,15.253,18.894,36.303,31.475,40.039,19.376,46.921,15.904,51.26,34.648,12.759,62.093,18.884,35.358,15.218,18.161,8.95,15.213,21.963,15.189,5.636,61.879,18.926,16.254
NO3 0 X Store,66.856,209.897,1847.631,170.063,1961.591,146.999,395.236,50.351,140.371,33.402,379.569,33.552,302.915,77.75,386.426,116.097,157.732,45.456,33.762,238.743,25.591,2159.725,32.767,67.853,241.095,81.452,362.2,26.197,71.469,27.968,82.192,67.417,43.632,215.664,26.013,44.093,36.646,179.106,363.396,325.231,1416.573,365.733,1635.64,137.109,83.07,333.85,35.56,24.399,199.175,1841.413,105.41,48.16,324.133,24.89,1642.192,160.593,67.861,1552.803,355.481,58.925,33.317,165.975,67.807,127.883,1760.193,1386.396,153.714,306.615,210.282,35.735,27.442,31.696,28.773,125.688,1674.959,46.901,67.548,126.453,104.901,134.625,28.193,141.407,111.518,316.639,166.979,40.891,68.598,362.461,34.857,1819.76,141.259,69.425,178.166,1575.347,169.883,74.309,23.107,219.815,32.703,1139.56,145.871,102.471,1915.136,35.892,28.186
PL0 0 X Store,50.706,35.337,95.44,18.842,39.843,40.121,40.812,19.538,18.305,32.46,22.198,15.216,46.028,14.316,8.129,23.89,25.658,7.017,5.008,24.15,8.771,62.605,18.611,15.96,54.251,18.267,52.649,6.035,19.395,7.304,23.306,26.939,18.355,37.391,10.589,3.032,12.441,41.367,19.043,62.391,9.273,50.372,56.383,6.047,20.057,7.278,6.035,11.948,31.299,59.81,29.07,18.264,35.217,25.132,181.035,19.638,15.256,60.247,101.686,3.207,36.575,44.971,23.87,36.699,36.127,127.142,30.242,19.353,17.429,11.644,3.035,18.272,15.161,6.039,132.141,13.167,37.18,66.63,31.118,16.304,18.252,16.909,16.311,28.754,32.353,37.001,18.99,41.542,15.375,36.772,33.729,6.038,83.401,19.122,41.246,15.389,12.112,6.724,15.191,11.381,16.376,4.382,60.72,13.75,10.004
PT0 0 X Store,50.846,78.04,456.769,140.062,288.044,35.782,69.975,50.37,117.276,35.364,16.281,15.188,176.272,64.995,167.952,71.532,61.041,45.569,35.144,120.731,28.08,1058.466,33.884,40.002,176.795,68.938,108.852,28.011,63.185,16.441,64.713,63.204,34.68,37.057,27.924,47.008,39.031,111.965,101.707,263.46,553.697,170.203,581.245,93.281,43.755,142.2,38.493,29.53,82.293,606.697,85.656,42.707,99.554,27.19,1203.548,65.619,15.193,353.238,216.385,63.335,33.505,146.632,69.643,117.89,69.752,891.269,67.859,241.61,15.199,21.086,29.59,25.432,33.567,88.611,622.629,39.501,35.321,87.785,66.792,49.546,25.709,15.194,44.83,118.537,71.866,34.2,54.141,137.351,44.652,437.425,84.751,68.356,113.756,1131.164,115.402,35.236,29.472,101.933,15.182,473.363,54.076,74.045,993.145,38.891,32.55
RO0 0 X Store,43.422,187.655,1535.51,59.453,267.62,40.448,59.875,47.984,35.458,24.036,210.228,23.361,176.223,50.829,243.597,71.411,87.558,37.205,30.703,128.378,26.994,1056.001,32.141,46.023,131.284,19.113,318.169,27.705,54.677,29.058,78.352,59.879,18.286,41.196,23.714,40.264,38.298,47.036,212.868,243.021,961.508,88.142,1036.585,100.682,48.19,282.609,37.668,24.914,116.511,425.649,63.005,13.633,256.639,19.15,1193.019,115.583,42.468,878.473,214.196,53.574,33.594,128.751,54.702,97.446,877.307,776.497,140.541,113.353,112.595,36.739,26.777,18.247,23.882,89.054,949.337,27.868,40.301,77.646,90.772,90.027,11.856,82.917,76.857,216.239,139.401,39.587,18.378,205.384,32.93,1367.086,34.518,54.222,106.505,467.313,82.681,58.606,20.283,184.739,20.712,971.977,101.227,91.998,807.414,31.616,17.499
RS0 0 X Store,45.608,191.951,1616.646,36.863,282.861,40.457,63.428,47.141,19.238,24.992,211.719,23.926,159.922,46.451,239.665,65.26,101.283,35.802,29.011,119.27,25.689,972.287,31.451,50.933,150.634,18.253,329.513,27.53,53.917,28.896,77.751,61.191,18.29,41.651,23.489,37.097,35.349,49.443,241.788,273.86,949.201,97.688,1114.039,101.509,55.857,262.15,37.271,24.665,134.732,466.438,69.725,18.246,266.331,20.173,1342.3,125.203,43.317,993.876,228.137,49.582,33.746,143.328,59.702,109.826,875.493,819.431,141.941,78.372,115.672,36.673,25.138,18.247,24.642,89.722,1056.97,32.039,40.341,82.879,93.762,100.849,17.325,83.784,85.467,238.387,145.271,39.462,18.376,233.392,32.851,1441.438,36.624,55.64,114.34,304.587,95.703,61.964,20.529,168.392,21.319,901.925,111.37,84.729,924.101,32.409,19.988
SE3 0 X Store,50.138,58.527,580.773,18.96,1966.215,148.687,402.398,19.068,18.302,32.639,366.541,36.537,32.303,6.369,29.104,11.086,40.976,3.286,3.189,15.006,3.135,205.321,18.273,54.337,13.068,18.268,114.778,3.499,6.761,10.243,25.402,64.138,36.867,216.23,20.37,33.39,4.53,155.88,251.8,175.933,130.513,319.976,479.013,15.088,24.251,242.3,3.941,23.443,62.514,1484.041,9.539,18.257,280.485,25.161,915.21,53.091,72.149,1052.207,251.438,45.024,33.435,85.061,37.527,68.168,1624.555,1007.667,40.674,27.814,207.507,12.051,20.754,26.511,26.31,12.383,550.465,14.187,67.824,87.19,98.888,95.738,18.241,143.109,80.164,94.915,147.674,41.327,57.778,116.806,33.775,1490.468,112.662,7.306,123.534,97.828,9.77,24.7,20.284,158.144,34.386,835.299,46.666,77.657,39.635,24.531,9.191
SI0 0 X Store,45.982,183.223,1544.511,22.581,295.561,40.673,72.452,46.009,18.255,24.452,234.667,28.512,188.387,59.552,166.02,76.289,110.022,42.75,32.217,135.86,26.537,1164.262,30.962,41.132,145.018,18.29,315.59,25.592,57.168,29.384,75.462,58.295,17.739,48.699,24.619,39.124,37.54,49.618,193.039,246.725,636.957,91.356,892.955,79.977,66.192,248.815,34.638,23.42,144.367,429.188,68.588,18.23,250.907,19.332,1185.419,99.483,53.137,821.065,219.11,51.74,31.632,130.587,56.951,100.075,974.357,813.963,136.686,47.536,131.804,37.19,25.746,17.593,22.683,71.869,1067.907,39.876,39.752,79.424,92.194,81.369,17.935,96.384,69.508,188.752,142.303,38.562,18.181,241.108,31.284,1339.269,35.367,53.242,110.025,186.878,93.11,55.576,19.609,155.868,26.034,879.066,87.702,84.779,901.212,32.786,25.475
SK0 0 X Store,46.276,60.252,697.899,19.024,328.573,40.194,54.647,20.519,18.266,29.287,83.99,15.883,105.366,27.929,149.312,42.009,50.505,16.557,12.504,72.034,19.357,620.561,18.467,40.622,73.443,18.271,121.926,18.517,32.901,18.01,27.42,51.366,18.274,40.271,13.452,15.895,26.084,45.845,180.408,156.618,662.926,78.312,669.783,62.653,32.28,111.875,23.834,22.615,70.711,345.95,42.418,18.255,104.152,24.524,749.722,71.36,18.508,765.15,203.509,21.2,36.496,79.836,32.082,59.354,379.681,737.721,43.166,32.626,43.745,22.555,10.314,18.239,22.668,54.446,531.22,22.366,40.008,74.936,57.877,77.763,18.249,30.351,65.707,130.996,66.894,39.63,18.482,113.995,30.597,562.952,33.76,37.73,101.581,128.419,47.881,36.132,19.658,69.932,15.519,387.778,62.056,39.395,404.871,18.079,15.557
