,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
ES0 0 CCGT,-23.875,-36.103,-43.8,-32.644,-34.29,-32.029,-40.551,-39.861,-29.19,-40.814,-41.638,-38.365,-34.334,-42.284,-43.6,-33.761,-33.738,-35.319,-36.691,-30.162,-113.455,-78.358,-58.839,-79.235,-90.921,-51.112,-8.319,-41.534,-61.043,-7.461,-29.781,-64.081,-72.13,-81.761,-73.415,-80.752,-71.893,-46.997,-26.858,-7.767,-55.754,-95.622,-100.292,-108.659,-42.47,-72.336,-65.257,-92.508,-11.667,-87.516,-61.251,-101.702,-82.445,-12.769,-62.241,-8.533,-83.648,-11.957,-72.696,-7.84,-71.299,-44.205,-80.511
ES2 0 CCGT,-41.497,-58.038,-66.082,-49.348,-49.015,-47.709,-64.764,-67.726,-46.082,-64.183,-72.631,-52.637,-55.35,-58.171,-67.337,-58.939,-65.474,-58.257,-52.983,-53.347,-160.161,-136779.312,-137398.504,-107.413,-128.539,-137504.827,-137011.284,-58.587,-88.617,-10.865,-46.817,-137289.075,-137316.259,-123.707,-110.653,-117.488,-105.754,-137229.263,-137630.636,-137227.283,-137488.501,-137.015,-138.914,-150.599,-137505.62,-105.364,-95.505,-131.671,-16.012,-126.431,-137474.203,-137.366,-122.236,-137268.467,-137436.205,-137084.943,-137401.29,-136987.435,-137356.33,-137117.819,-94.912,-137511.373,-137368.854
FI3 0 CCGT,-23.487,-35.665,-38.724,-33.528,-33.214,-29.2,-38.455,-38.834,-26.65,-41.127,-40.719,-37.554,-33.819,-40.143,-42.626,-34.872,-37.188,-33.885,-35.68,-30.372,-48.591,-117.441,-94.778,-34.876,-38.854,-84.018,-13.242,-19.008,-25.229,-3.383,-29.702,-103.775,-111.845,-37.562,-30.77,-33.373,-30.302,-70.756,-43.383,-11.627,-88.835,-45.733,-45.206,-49.509,-71.164,-29.573,-30.048,-41.573,-5.48,-41.946,-95.06,-43.058,-35.382,-19.615,-98.402,-13.248,-132.721,-19.092,-111.945,-12.504,-33.417,-72.831,-126.172
FR0 0 CCGT,-5101062.341,-4240679.329,-4251987.605,-5207874.666,-4945931.371,-4760568.4,-5091962.633,-4547331.85,-4407161.317,-4239814.468,-4628599.809,-5186848.496,-5123177.248,-5210394.102,-4279468.969,-4240776.723,-4237200.665,-4889108.473,-5212839.807,-5017987.385,-79.991,-83.601,-63.477,-50.521,-55.196,-53.513,-8.601,-29.795,-38.745,-4.537,-5212276.716,-68.699,-80.849,-51.762,-41.45,-51.519,-47.447,-53.168,-26.891,-8.307,-61.427,-63.719,-62.753,-71.075,-42.259,-44.532,-43.628,-60.703,-7.542,-63.79,-65.559,-69.412,-51.961,-14.669,-64.526,-9.356,-91.235,-12.438,-78.476,-8.538,-46.548,-44.953,-85.001
GB4 0 CCGT,-1874.446,-7207.95,-8153.255,-3327.777,-3360.172,-3823.827,-2887.245,-4719.181,-3573.421,-7296.834,-4625.84,-2935.889,-2520.973,-4217.116,-5587.85,-5875.312,-10251.949,-5220.019,-3490.076,-3800.144,-178.54,-87.202,-77.332,-121.214,-152.709,-71.25,-10.752,-68.957,-81.919,-12.808,-2160.73,-84.571,-95.084,-142.859,-111.015,-142.168,-124.407,-54.322,-32.347,-9.163,-76.757,-154.732,-149.413,-180.49,-57.95,-123.681,-115.853,-134.625,-19.02,-116.277,-79.258,-161.611,-123.31,-16.704,-85.079,-10.452,-110.259,-15.513,-91.926,-9.617,-89.508,-61.449,-104.063
GB5 0 CCGT,-5580351.884,-6404384.458,-6402076.173,-4971112.957,-5772367.725,-6071696.281,-5623155.804,-6375287.665,-6393315.54,-6403788.173,-6316220.464,-5049162.811,-5424942.017,-4918257.614,-6400375.217,-6402461.474,-6414616.823,-5871205.191,-5208538.223,-5672727.782,-87.524,-63.953,-50.443,-55.977,-60.349,-45.773,-6.989,-31.239,-40.526,-4.904,-5277025.133,-55.495,-65.816,-56.769,-44.973,-56.488,-50.945,-39.052,-22.291,-6.331,-49.041,-66.335,-66.389,-78.474,-35.626,-48.583,-46.6,-64.497,-8.11,-65.373,-53.952,-76.017,-55.259,-11.536,-55.735,-7.571,-76.178,-10.192,-65.661,-6.651,-48.557,-37.706,-68.65
GR0 0 CCGT,-12.093,-18.03,-21.555,-17.593,-17.309,-15.904,-20.154,-20.107,-14.697,-19.289,-21.077,-20.615,-17.503,-21.652,-21.527,-16.671,-16.487,-17.469,-18.972,-15.119,-46.168,-50.358,-37.711,-31.864,-34.45,-31.967,-5.503,-17.704,-22.951,-3.139,-15.942,-42.693,-47.513,-34.421,-26.722,-30.526,-27.493,-30.528,-16.937,-5.203,-35.382,-42.482,-40.516,-45.834,-26.836,-26.827,-27.092,-38.385,-4.854,-39.855,-38.583,-40.055,-32.263,-8.757,-38.556,-5.668,-53.561,-7.975,-44.418,-5.178,-30.473,-27.763,-50.308
HR0 0 CCGT,-48.895,-71.017,-79.791,-67.947,-66.367,-62.183,-80.245,-78.064,-54.166,-81.215,-83.957,-77.68,-70.905,-82.702,-86.688,-68.238,-74.001,-72.158,-77.562,-59.838,-64.921,-114.916,-87.933,-45.602,-51.443,-76.947,-12.437,-25.143,-33.076,-4.52,-61.349,-96.741,-106.433,-49.691,-40.105,-44.311,-39.862,-68.967,-39.933,-11.818,-84.097,-60.634,-58.928,-65.208,-65.67,-39.792,-39.132,-54.596,-7.049,-55.545,-89.177,-57.258,-47.48,-19.315,-92.187,-12.729,-123.935,-17.897,-104.466,-11.943,-42.708,-65.908,-116.847
HU0 0 CCGT,-39.619,-64.19,-73.694,-57.041,-55.548,-54.002,-66.557,-68.923,-49.333,-70.523,-73.38,-63.132,-59.198,-68.78,-75.502,-60.711,-65.031,-62.52,-62.587,-52.4,-54.123,-77.85,-58.929,-36.816,-40.551,-50.047,-8.328,-20.222,-27.078,-3.583,-49.414,-65.224,-73.181,-38.931,-30.849,-35.161,-31.896,-46.618,-26.273,-7.884,-55.517,-48.571,-44.801,-52.007,-42.676,-31.032,-30.104,-44.5,-5.551,-46.051,-61.12,-46.618,-37.495,-13.441,-60.445,-8.681,-84.745,-12.087,-70.663,-7.928,-34.853,-43.523,-77.882
IE4 0 CCGT,-1535036.199,-1610701.661,-1600499.691,-1524173.75,-1549941.832,-1556597.574,-1536740.552,-1568160.607,-1570763.719,-1610175.087,-1559382.755,-1522261.968,-1530489.515,-1521836.253,-1582908.136,-1612310.511,-1606723.853,-1552659.607,-1526385.02,-1539761.149,-398.896,-242.694,-615.13,-296.128,-348.644,-963.712,-60.622,-155.04,-191.89,-31.973,-1524275.138,-604.461,-497.226,-320.048,-290.391,-351.944,-290.541,-162.89,-159.407,-22.043,-903.643,-348.261,-361.933,-414.241,-645.967,-297.417,-267.285,-302.469,-45.804,-239.524,-843.186,-383.352,-277.224,-94.85,-1062.328,-41.131,-1206.238,-88.008,-1041.027,-31.471,-194.524,-752.911,-1148.534
IT0 0 CCGT,-7557206.794,-7240325.817,-7243183.671,-7834038.881,-7443418.914,-7331396.465,-7519597.952,-7306319.845,-7266670.483,-7239756.382,-7315466.158,-7774054.502,-7630333.839,-7880970.143,-7256261.961,-7238085.62,-7246655.154,-7365867.126,-7666420.295,-7502990.208,-3293681.434,-304.451,-227.755,-3324196.029,-3294101.762,-221.819,-31.211,-3296533.298,-3360301.92,-3313745.402,-7645191.339,-247.395,-291.432,-3289822.477,-3365420.6,-3290858.395,-3299734.052,-184.039,-105.108,-28.282,-221.258,-3317794.021,-3343528.186,-3297700.979,-174.044,-3289870.839,-3286757.179,-3327796.596,-3306549.863,-3369875.345,-251.609,-3304883.25,-3326640.586,-48.566,-255.095,-34.13,-330.365,-43.865,-305.745,-31.241,-3384323.992,-176.44,-316.234
IT1 0 CCGT,-86.961,-110.12,-129.052,-145.219,-106.475,-103.359,-132.921,-117.953,-83.576,-129.498,-133.253,-137.34,-135.978,-167.193,-124.396,-113.005,-124.293,-133.415,-142.574,-103.428,-108.99,-75.276,-58.541,-81.143,-94.17,-48.78,-8.247,-43.48,-59.469,-8.124,-111.926,-64.505,-70.591,-87.308,-79.027,-81.221,-73.038,-45.67,-25.659,-7.777,-54.564,-102.558,-105.751,-113.673,-42.703,-72.418,-69.006,-92.849,-12.452,-89.279,-59.375,-98.671,-85.672,-13.378,-59.562,-8.296,-81.594,-11.938,-66.941,-7.783,-77.679,-42.263,-77.259
LT6 0 CCGT,-71.168,-99.166,-109.336,-106.074,-92.769,-84.287,-107.312,-104.603,-72.315,-109.514,-115.453,-109.892,-104.562,-129.701,-107.689,-92.926,-111.307,-108.569,-102.079,-91.562,-53.8,-110.068,-85.217,-39.019,-43.562,-75.818,-12.4,-20.584,-28.635,-3.862,-86.599,-95.874,-104.89,-41.591,-34.439,-37.468,-33.141,-66.767,-38.769,-11.556,-81.862,-51.852,-50.517,-54.781,-64.168,-33.673,-33.063,-46.84,-6.056,-46.254,-85.668,-47.228,-40.15,-18.508,-88.008,-12.285,-119.189,-17.392,-100.39,-11.53,-36.865,-64.663,-114.316
LU0 0 CCGT,-1583358.135,-1659026.711,-1660941.604,-1555087.555,-1601170.662,-1615005.27,-1594682.424,-1607021.571,-1630309.008,-1659239.182,-1593938.688,-1552142.981,-1575389.426,-1555637.585,-1656629.966,-1658852.216,-1660102.508,-1611684.537,-1562963.167,-1601297.818,-81.912,-257.208,-203.932,-59.203,-64.868,-184.871,-27.043,-32.003,-42.516,-5.807,-1574016.155,-217.292,-242.906,-61.227,-52.495,-56.957,-52.017,-151.854,-93.192,-24.129,-186.728,-74.859,-73.412,-82.178,-164.319,-51.39,-49.655,-68.896,-8.883,-68.16,-211.887,-73.467,-59.744,-41.234,-226.093,-28.496,-291.447,-38.81,-254.924,-26.705,-53.61,-152.393,-260.733
LV6 0 CCGT,-71.115,-98.951,-108.596,-105.578,-92.538,-83.832,-106.917,-103.923,-71.876,-109.586,-115.039,-109.435,-104.289,-129.078,-106.922,-92.765,-111.183,-108.319,-101.839,-91.09,-52.028,-108.324,-84.196,-37.931,-42.615,-75.12,-12.268,-20.091,-27.902,-3.801,-86.414,-94.366,-103.801,-40.73,-34.083,-36.516,-32.367,-65.901,-38.266,-11.386,-80.533,-50.826,-49.702,-53.52,-63.343,-32.992,-32.202,-45.509,-5.933,-44.728,-84.303,-45.851,-39.296,-18.201,-87.018,-12.162,-116.863,-17.237,-99.146,-11.377,-35.897,-63.944,-112.42
ME0 0 CCGT,-30.283,-44.236,-51.046,-43.087,-41.817,-38.892,-49.838,-49.157,-34.785,-49.38,-52.314,-49.631,-44.115,-52.215,-53.769,-42.273,-44.753,-44.8,-47.859,-37.257,-60.245,-99.795,-74.723,-42.124,-48.068,-64.053,-10.674,-23.609,-31.002,-4.208,-38.838,-83.108,-90.967,-46.09,-37.696,-41.194,-37.284,-59.194,-33.715,-10.265,-72.238,-57.253,-54.642,-60.29,-55.723,-37.028,-36.743,-50.809,-6.545,-51.886,-76.829,-52.758,-44.489,-17.03,-77.562,-10.832,-106.908,-15.346,-88.474,-10.239,-39.869,-55.858,-99.89
MK0 0 CCGT,-19.564,-28.879,-33.842,-28.477,-27.594,-26.231,-32.606,-31.948,-23.044,-31.333,-33.878,-32.702,-28.773,-34.672,-34.582,-27.007,-27.714,-28.95,-31.124,-24.626,-54.106,-60.436,-46.645,-37.932,-42.653,-38.497,-6.61,-21.05,-27.655,-3.841,-25.445,-50.581,-55.771,-41.051,-32.694,-36.114,-32.989,-36.906,-20.524,-6.359,-44.358,-52.188,-46.404,-54.222,-34.024,-32.346,-30.062,-45.957,-5.774,-46.926,-47.487,-45.983,-39.454,-10.867,-46.989,-6.547,-66.198,-9.426,-53.641,-6.227,-36.274,-33.979,-60.953
NL0 0 CCGT,-4088870.919,-3815038.417,-3821594.631,-4213482.356,-4049069.175,-4023474.154,-4057111.14,-3877214.324,-3850043.215,-3814738.118,-3917133.602,-4230522.937,-4123046.565,-4207173.508,-3847461.08,-3815015.584,-3824610.522,-4042908.028,-4215461.901,-4066728.828,-75.945,-117.509,-92.225,-49.658,-53.148,-84.642,-12.719,-27.573,-36.097,-4.506,-4188012.869,-100.788,-117.704,-50.819,-40.595,-49.18,-44.245,-72.402,-41.177,-11.459,-86.599,-60.786,-59.113,-70.162,-66.399,-42.676,-42.59,-57.495,-7.227,-60.786,-97.6,-66.051,-48.429,-20.398,-97.578,-13.894,-133.952,-18.703,-114.16,-12.403,-45.883,-68.977,-123.616
NO3 0 CCGT,-3.903,-5.819,-6.707,-5.68,-5.463,-4.764,-6.274,-6.456,-4.613,-5.845,-6.711,-6.577,-5.356,-6.818,-6.605,-5.389,-5.084,-5.344,-5.766,-4.961,-19.299,-22.439,-16.613,-13.177,-14.057,-12.941,-2.438,-7.424,-9.356,-1.322,-5.351,-19.028,-21.256,-14.578,-10.168,-11.729,-10.687,-14.146,-7.19,-2.395,-15.608,-19.679,-16.983,-19.251,-11.222,-10.682,-11.432,-16.876,-2.117,-18.016,-17.253,-15.698,-13.135,-4.243,-16.489,-2.556,-24.547,-3.585,-19.345,-2.297,-12.996,-11.814,-22.012
PL0 0 CCGT,-3359656.846,-3306977.077,-3309004.386,-3324576.69,-3345563.888,-3333556.329,-3347854.496,-3316347.038,-3318789.978,-3307286.99,-3322335.371,-3327286.401,-3352778.7,-3324192.295,-3313548.552,-3307115.955,-3304029.16,-3330673.363,-3333940.998,-3344325.259,-79.221,-206.183,-160.013,-50.724,-55.656,-146.438,-21.67,-29.031,-37.811,-4.599,-3348784.854,-171.57,-200.46,-51.683,-41.105,-51.104,-46.347,-127.62,-69.908,-19.78,-159.653,-63.193,-62.235,-71.422,-111.24,-44.774,-43.593,-59.965,-7.541,-63.936,-164.828,-68.377,-50.56,-33.605,-166.111,-22.832,-227.678,-31.067,-203.475,-21.033,-47.062,-118.481,-217.915
PT0 0 CCGT,-23.743,-35.933,-43.66,-32.467,-34.073,-31.939,-40.299,-39.575,-29.059,-40.731,-41.386,-38.146,-34.192,-42.055,-43.38,-33.648,-33.573,-35.15,-36.534,-29.961,-110.623,-78.175,-58.79,-77.609,-89.523,-51.117,-8.25,-40.551,-59.599,-7.451,-29.608,-63.99,-71.267,-80.993,-72.823,-78.732,-70.256,-45.834,-26.817,-7.768,-54.886,-94.686,-99.34,-106.943,-43.404,-71.765,-65.301,-90.271,-11.499,-85.393,-61.824,-99.003,-81.348,-12.903,-62.713,-8.577,-84.28,-11.916,-72.534,-7.785,-70.111,-44.53,-79.882
RO0 0 CCGT,-14.981,-21.956,-26.625,-21.349,-21.446,-19.717,-25.145,-24.593,-18.018,-23.919,-25.579,-25.288,-21.664,-26.933,-26.536,-20.363,-20.106,-21.596,-23.483,-18.62,-49.702,-65.587,-49.313,-34.029,-37.349,-41.817,-7.084,-18.896,-24.772,-3.286,-19.575,-55.02,-61.234,-36.626,-28.269,-32.388,-29.559,-39.764,-22.083,-6.68,-47.755,-45.264,-42.957,-48.538,-34.491,-28.621,-28.944,-41.257,-5.144,-42.902,-50.328,-42.599,-34.604,-11.159,-50.126,-7.198,-69.968,-10.244,-58.706,-6.684,-32.483,-36.501,-66.113
RS0 0 CCGT,-21.214,-31.278,-37.156,-30.333,-29.923,-28.011,-35.414,-34.809,-25.148,-34.371,-36.592,-35.281,-30.888,-37.532,-37.885,-29.306,-29.845,-31.186,-33.501,-26.513,-60.99,-89.16,-66.847,-41.811,-46.5,-58.268,-9.682,-23.319,-31.083,-4.141,-27.437,-74.341,-82.515,-45.316,-36.571,-40.881,-37.314,-52.392,-30.316,-9.212,-64.979,-56.164,-53.22,-59.726,-48.879,-36.193,-36.163,-50.535,-6.324,-51.518,-68.864,-52.952,-43.662,-15.33,-69.171,-9.822,-95.151,-13.902,-78.623,-9.078,-39.791,-50.453,-89.038
SE3 0 CCGT,-6.122,-9.156,-10.541,-8.72,-8.798,-7.561,-9.885,-10.177,-7.245,-9.656,-10.608,-10.203,-8.428,-10.505,-10.579,-8.606,-8.184,-8.437,-8.923,-7.768,-39.242,-37.143,-27.884,-27.348,-30.605,-22.871,-4.036,-15.174,-20.308,-2.706,-8.155,-31.624,-35.189,-29.875,-23.639,-26.38,-23.812,-23.178,-12.294,-3.904,-26.732,-37.599,-35.47,-39.29,-19.313,-23.754,-24.034,-33.836,-4.271,-34.044,-28.494,-33.938,-28.494,-6.647,-28.169,-4.17,-40.264,-5.866,-32.606,-3.828,-26.123,-20.332,-37.281
SI0 0 CCGT,-4493511.248,-4461223.608,-4462983.563,-4553556.242,-4469542.904,-4461162.389,-4479825.268,-4452672.187,-4464496.449,-4462011.706,-4459129.114,-4558603.698,-4501187.794,-4558708.217,-4458539.892,-4461945.764,-4452700.516,-4452758.374,-4561361.897,-4469742.894,-97.728,-304.653,-229.919,-70.232,-81.703,-218.417,-33.285,-38.12,-51.49,-7.001,-4532369.248,-256.699,-281.378,-76.257,-65.55,-71.538,-63.238,-183.002,-110.723,-32.038,-231.213,-90.328,-91.216,-99.143,-183.837,-63.285,-61.421,-82.719,-10.746,-81.857,-226.317,-88.528,-74.675,-47.384,-254.289,-34.624,-320.04,-45.955,-276.435,-33.166,-63.918,-176.82,-306.736
SK0 0 CCGT,-2144210.516,-2156358.075,-2154424.676,-2161961.463,-2141330.28,-2146492.853,-2139431.429,-2153235.618,-2156642.423,-2156199.728,-2157052.645,-2162525.275,-2143299.38,-2167199.584,-2154230.904,-2156501.401,-2155801.492,-2156780.786,-2160023.906,-2140359.029,-75.968,-294.664,-237.058,-53.246,-58.921,-214.974,-32.475,-28.626,-40.538,-5.159,-2144207.392,-250.791,-270.025,-55.613,-46.852,-51.438,-46.449,-171.188,-108.949,-27.454,-219.175,-68.19,-68.561,-74.338,-186.993,-46.064,-44.41,-63.031,-8.02,-63.963,-241.049,-67.912,-54.677,-44.741,-249.422,-30.713,-325.743,-45.17,-287.873,-28.957,-50.895,-182.677,-321.36
AL0 0 coal,-0.721,-1.012,-1.34,-1.021,-1.109,-1.003,-1.214,-1.269,-0.937,-1.115,-1.27,-1.244,-1.013,-1.26,-1.295,-0.998,-0.976,-1.023,-1.115,-0.903,-19.318,-19.293,-13.795,-12.423,-17.847,-12.634,-1.753,-7.555,-10.419,-1.195,-0.951,-15.586,-16.281,-12.826,-14.414,-16.155,-14.281,-11.615,-5.702,-1.853,-12.444,-15.202,-17.631,-16.408,-11.66,-15.016,-10.842,-13.463,-1.668,-13.757,-15.31,-17.619,-15.078,-2.994,-16.426,-1.807,-21.051,-2.241,-18.746,-1.986,-9.82,-11.395,-19.196
AT0 0 coal,-0.737,-1.037,-1.389,-1.042,-1.138,-1.037,-1.248,-1.307,-0.967,-1.139,-1.301,-1.271,-1.033,-1.294,-1.341,-1.025,-0.993,-1.038,-1.139,-0.932,-19.295,-20.139,-14.399,-12.392,-17.787,-13.156,-1.832,-7.541,-10.394,-1.192,-0.967,-16.258,-17.017,-12.786,-14.341,-16.111,-14.24,-12.123,-5.955,-1.934,-12.998,-15.146,-17.576,-16.361,-12.117,-14.963,-10.823,-13.445,-1.665,-13.749,-15.962,-17.579,-15.047,-3.13,-17.099,-1.892,-21.955,-2.35,-19.542,-2.071,-9.81,-11.87,-20.025
BA0 0 coal,-0.765,-1.077,-1.422,-1.082,-1.175,-1.064,-1.289,-1.348,-0.993,-1.187,-1.347,-1.318,-1.074,-1.337,-1.379,-1.061,-1.036,-1.085,-1.181,-0.959,-19.775,-19.909,-14.233,-12.709,-18.271,-13.007,-1.81,-7.735,-10.652,-1.223,-1.008,-16.089,-16.806,-13.121,-14.764,-16.567,-14.612,-11.991,-5.873,-1.914,-12.823,-15.578,-18.09,-16.778,-12.02,-15.374,-11.102,-13.764,-1.706,-14.07,-15.801,-18.021,-15.433,-3.09,-16.943,-1.865,-21.721,-2.315,-19.336,-2.05,-10.035,-11.749,-19.816
BE0 0 coal,-0.754,-1.068,-1.425,-1.067,-1.166,-1.067,-1.28,-1.344,-0.992,-1.166,-1.334,-1.301,-1.057,-1.327,-1.381,-1.053,-1.017,-1.062,-1.167,-0.957,-19.549,-20.436,-14.615,-12.534,-18.004,-13.369,-1.858,-7.64,-10.512,-1.205,-0.99,-16.496,-17.263,-12.938,-14.498,-16.308,-14.404,-12.298,-6.048,-1.962,-13.201,-15.348,-17.804,-16.554,-12.31,-15.145,-10.958,-13.6,-1.684,-13.913,-16.213,-17.785,-15.224,-3.174,-17.363,-1.918,-22.29,-2.38,-19.846,-2.102,-9.924,-12.053,-20.313
BG0 0 coal,-0.725,-1.016,-1.353,-1.027,-1.115,-1.01,-1.223,-1.28,-0.945,-1.121,-1.277,-1.252,-1.018,-1.27,-1.307,-1.004,-0.978,-1.027,-1.122,-0.909,-19.456,-19.522,-13.956,-12.499,-17.961,-12.786,-1.773,-7.605,-10.482,-1.202,-0.956,-15.769,-16.475,-12.903,-14.5,-16.28,-14.376,-11.754,-5.774,-1.875,-12.596,-15.292,-17.748,-16.504,-11.79,-15.12,-10.919,-13.541,-1.677,-13.843,-15.494,-17.731,-15.173,-3.028,-16.608,-1.828,-21.3,-2.266,-18.966,-2.009,-9.874,-11.528,-19.424
CH0 0 coal,-0.729,-1.025,-1.375,-1.031,-1.126,-1.024,-1.235,-1.293,-0.956,-1.127,-1.286,-1.257,-1.022,-1.28,-1.325,-1.014,-0.981,-1.027,-1.127,-0.921,-19.136,-19.489,-13.944,-12.291,-17.637,-12.725,-1.773,-7.48,-10.309,-1.182,-0.957,-15.738,-16.466,-12.688,-14.227,-15.983,-14.125,-11.737,-5.762,-1.872,-12.59,-15.021,-17.42,-16.234,-11.734,-14.841,-10.739,-13.333,-1.652,-13.64,-15.462,-17.436,-14.925,-3.029,-16.552,-1.83,-21.261,-2.272,-18.91,-2.005,-9.732,-11.493,-19.378
CZ0 0 coal,-0.769,-1.083,-1.454,-1.087,-1.185,-1.087,-1.304,-1.363,-1.009,-1.19,-1.356,-1.324,-1.08,-1.354,-1.4,-1.07,-1.036,-1.084,-1.189,-0.972,-20.042,-20.689,-14.799,-12.86,-18.485,-13.526,-1.882,-7.84,-10.789,-1.237,-1.007,-16.706,-17.482,-13.267,-14.891,-16.721,-14.778,-12.453,-6.124,-1.988,-13.361,-15.781,-18.314,-16.979,-12.453,-15.543,-11.234,-13.957,-1.729,-14.26,-16.41,-18.24,-15.629,-3.215,-17.568,-1.944,-22.567,-2.413,-20.076,-2.128,-10.187,-12.196,-20.559
DE0 0 coal,-0.739,-1.043,-1.393,-1.044,-1.142,-1.042,-1.252,-1.314,-0.97,-1.141,-1.305,-1.274,-1.036,-1.297,-1.348,-1.029,-0.995,-1.041,-1.141,-0.935,-19.611,-20.415,-14.603,-12.571,-18.067,-13.349,-1.858,-7.668,-10.548,-1.208,-0.97,-16.495,-17.268,-12.978,-14.542,-16.365,-14.454,-12.3,-6.047,-1.961,-13.208,-15.395,-17.862,-16.604,-12.279,-15.194,-10.991,-13.648,-1.689,-13.97,-16.186,-17.841,-15.271,-3.174,-17.324,-1.919,-22.265,-2.383,-19.803,-2.1,-9.957,-12.027,-20.292
DK0 0 coal,-0.704,-0.99,-1.319,-0.992,-1.084,-0.984,-1.184,-1.24,-0.918,-1.093,-1.239,-1.213,-0.985,-1.228,-1.271,-0.98,-0.951,-0.992,-1.083,-0.881,-18.551,-18.557,-13.283,-11.932,-17.107,-12.149,-1.69,-7.251,-10.0,-1.147,-0.926,-15.007,-15.685,-12.335,-13.818,-15.491,-13.701,-11.185,-5.496,-1.785,-12.005,-14.551,-16.866,-15.775,-11.193,-14.393,-10.418,-12.936,-1.606,-13.227,-14.746,-16.915,-14.479,-2.883,-15.779,-1.743,-20.267,-2.166,-18.025,-1.91,-9.458,-10.96,-18.481
DK3 0 coal,-0.643,-0.903,-1.193,-0.91,-0.994,-0.885,-1.08,-1.136,-0.839,-0.991,-1.135,-1.111,-0.897,-1.117,-1.154,-0.894,-0.867,-0.908,-0.99,-0.806,-18.136,-18.739,-13.42,-11.693,-16.763,-12.292,-1.706,-7.088,-9.809,-1.125,-0.852,-15.159,-15.835,-12.067,-13.564,-15.198,-13.43,-11.296,-5.545,-1.802,-12.108,-14.217,-16.498,-15.438,-11.332,-14.117,-10.189,-12.673,-1.571,-12.94,-14.874,-16.576,-14.179,-2.91,-15.968,-1.758,-20.45,-2.182,-18.204,-1.93,-9.245,-11.07,-18.661
EE6 0 coal,-0.727,-1.026,-1.349,-1.029,-1.12,-1.004,-1.222,-1.278,-0.944,-1.133,-1.279,-1.254,-1.021,-1.268,-1.306,-1.012,-0.988,-1.031,-1.12,-0.911,-18.873,-19.384,-13.874,-12.173,-17.466,-12.725,-1.763,-7.384,-10.217,-1.171,-0.96,-15.671,-16.369,-12.548,-14.13,-15.818,-13.974,-11.682,-5.745,-1.864,-12.509,-14.858,-17.26,-16.06,-11.728,-14.699,-10.597,-13.192,-1.637,-13.469,-15.388,-17.249,-14.774,-3.008,-16.501,-1.818,-21.141,-2.255,-18.824,-1.996,-9.631,-11.447,-19.3
ES0 0 coal,-0.725,-1.019,-1.362,-1.024,-1.117,-1.018,-1.224,-1.282,-0.949,-1.121,-1.278,-1.249,-1.016,-1.271,-1.314,-1.007,-0.976,-1.024,-1.119,-0.911,-19.404,-18.999,-13.584,-12.45,-17.883,-12.427,-1.726,-7.583,-10.437,-1.197,-0.952,-15.345,-16.037,-12.863,-14.404,-16.191,-14.296,-11.445,-5.618,-1.824,-12.272,-15.253,-17.684,-16.461,-11.46,-15.044,-10.876,-13.511,-1.674,-13.812,-15.084,-17.661,-15.112,-2.948,-16.162,-1.781,-20.737,-2.206,-18.465,-1.955,-9.854,-11.216,-18.905
