,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
SE3 0 OCGT,9.022,11.242,9.84,8.456,11.853,8.475,7.684,11.158,11.366,10.673,8.074,9.899,8.808,10.539,51.79,83.322,72.692,7.144,7.864,10.042,56.561,7.955,8.93,50.311,8.784,35.248,69.051,530.201,72.196,29.5,517.738,9.342,441.647,8.579,183.131,404.699,68.72,293.316,452.477,7.82,159.553,322.694,73.935,57.654,483.489,299.157,40.592,408.54,5.452,54.146,65.833
SI0 0 OCGT,15.268,19.332,16.834,14.149,19.566,12.693,13.21,18.593,19.321,17.159,12.647,16.303,15.017,16.629,56315.882,55059.856,56035.45,56203.096,56455.839,16.342,82.206,55265.692,56536.886,56240.49,14.842,56345.666,56112.207,583.843,56232.323,53.317,480.746,56435.704,474.051,14.791,256.482,433.282,56100.304,358.091,568.161,56483.08,450.532,403.578,56110.08,56003.221,486.88,445.379,59.372,469.203,55894.418,61.489,95.497
SK0 0 OCGT,52539.763,52407.13,58625.077,52457.962,52786.535,56926.913,52800.777,52811.592,53341.938,35607.396,48635.22,52440.45,52776.972,36466.305,2503.589,1629.77,3205.464,402.931,960.629,55351.3,14.446,244.11,934.312,2713.544,52421.963,2033.291,3010.93,118.241,3019.58,14.589,115.672,965.367,89.924,52723.243,51.068,103.872,3103.295,65.116,117.169,1016.584,110.066,127.599,3098.361,2510.711,100.261,169.719,8.35,76.027,84.517,10.372,12.352
AL0 0 CCGT,-20.536,-25.085,-23.852,-17.889,-27.385,-16.991,-18.194,-26.013,-26.734,-26.612,-17.529,-21.629,-19.907,-30.127,-39.585,-64.13,-50.606,-6.377,-6.314,-21.922,-6.939,-6.234,-6.008,-35.582,-18.517,-28.318,-42.85,-54.869,-56.488,-4.856,-45.585,-7.297,-30.999,-20.671,-19.625,-44.745,-55.457,-25.96,-47.725,-5.905,-25.786,-26.161,-55.06,-43.221,-43.723,-55.073,-3.793,-37.566,-4.833,-3.727,-6.924
AT0 0 CCGT,-265496.136,-264652.117,-307522.396,-262852.4,-263395.72,-308049.664,-262947.401,-264181.724,-268769.141,-500794.131,-356689.505,-264388.836,-263819.112,-586841.842,-87.485,-141.883,-117.462,-13.935,-13.575,-267689.84,-7.616,-13.607,-13.693,-79.928,-261839.19,-67.958,-99.276,-60.676,-119.597,-5.557,-51.621,-16.978,-37.224,-263001.714,-21.48,-49.159,-128.583,-31.592,-57.201,-13.874,-28.985,-29.919,-121.718,-100.63,-48.78,-67.106,-4.443,-43.458,-10.953,-4.331,-8.214
BA0 0 CCGT,-42.641,-53.958,-49.488,-37.057,-57.656,-38.45,-36.242,-54.272,-53.06,-51.317,-36.214,-45.576,-40.845,-53.398,-48.484,-79.473,-62.136,-7.883,-7.744,-47.112,-7.522,-7.841,-7.45,-43.876,-37.891,-35.431,-54.138,-61.544,-67.844,-5.126,-46.473,-9.091,-34.65,-41.6,-21.877,-45.089,-69.435,-29.159,-53.797,-7.346,-28.499,-28.24,-65.645,-54.633,-44.5,-61.305,-4.116,-42.009,-5.991,-4.029,-7.442
BE0 0 CCGT,-8991033.557,-8984895.822,-8728056.319,-8999015.602,-9001859.93,-8512065.526,-9011514.301,-8999614.487,-8993796.058,-8379505.269,-8508378.626,-8983034.712,-8995609.801,-8397805.146,-309.971,-524.704,-441.638,-45.483,-48.177,-8881434.569,-9.806,-49.117,-56.459,-319.338,-9003854.714,-256.14,-378.371,-77.922,-415.648,-7.158,-67.486,-59.198,-48.292,-8998549.919,-28.122,-63.176,-473.527,-41.25,-76.432,-49.513,-38.046,-40.041,-463.307,-352.742,-63.514,-85.313,-5.917,-56.999,-43.464,-5.594,-10.786
BG0 0 CCGT,-21.019,-25.791,-24.724,-18.38,-28.521,-17.148,-18.786,-27.249,-27.753,-27.283,-17.859,-22.204,-20.639,-29.613,-44.019,-71.149,-55.597,-6.961,-6.904,-22.496,-6.704,-6.875,-6.536,-39.324,-18.983,-31.004,-48.263,-53.263,-62.177,-4.732,-44.038,-8.045,-30.715,-21.439,-19.18,-42.825,-61.071,-25.835,-47.335,-6.644,-24.719,-24.894,-60.113,-48.7,-41.781,-54.965,-3.734,-37.3,-5.343,-3.691,-6.819
CH0 0 CCGT,-105.207,-142.789,-123.129,-101.548,-146.869,-104.099,-94.482,-142.448,-132.214,-125.375,-96.367,-125.048,-103.142,-117.147,-42.288,-66.6,-53.688,-6.927,-6.497,-120.936,-7.079,-6.414,-6.237,-36.495,-93.997,-30.852,-46.589,-56.953,-57.86,-5.081,-47.799,-8.294,-34.321,-109.84,-19.744,-46.076,-60.253,-29.358,-52.95,-6.616,-26.731,-27.476,-57.323,-46.054,-45.214,-62.992,-4.063,-40.29,-5.104,-3.922,-7.557
CZ0 0 CCGT,-5653862.188,-5657310.51,-5581646.851,-5653554.869,-5652076.016,-5611064.197,-5647848.763,-5652488.464,-5660454.667,-5626980.154,-5646115.048,-5659204.412,-5652637.487,-5772299.58,-168.531,-292.141,-232.194,-25.628,-26.049,-5642846.436,-10.054,-27.236,-27.79,-163.656,-5651499.63,-133.37,-198.19,-80.531,-228.676,-7.231,-69.287,-32.103,-49.845,-5652574.926,-28.733,-64.913,-248.634,-41.672,-75.989,-26.728,-38.629,-41.219,-238.936,-198.538,-65.583,-85.786,-5.898,-56.708,-23.098,-5.79,-10.922
DE0 0 CCGT,-4666744.788,-4668983.369,-4600128.567,-4666512.108,-4663152.072,-4753207.711,-4660733.07,-4664495.09,-4653205.283,-5000850.358,-4744404.295,-4669801.954,-4665511.085,-4987677.888,-146.523,-234.545,-205.571,-23.181,-22.382,-4664675.505,-9.294,-23.347,-23.414,-135.568,-4664964.227,-117.713,-167.891,-76.154,-195.995,-6.741,-64.794,-30.006,-47.245,-4666281.233,-25.853,-61.163,-220.366,-40.599,-69.981,-24.423,-35.761,-37.269,-212.071,-171.552,-59.858,-86.562,-5.368,-53.784,-18.02,-5.223,-10.159
DK0 0 CCGT,-66.947,-90.222,-75.262,-63.646,-91.91,-64.551,-58.948,-87.653,-83.761,-62.68,-55.225,-77.579,-64.59,-54.797,-25.98,-42.836,-33.831,-4.38,-4.099,-76.974,-6.382,-4.164,-3.906,-22.033,-60.172,-19.576,-28.932,-50.048,-36.353,-4.489,-43.164,-5.107,-28.816,-69.42,-18.162,-41.267,-35.907,-24.414,-45.306,-3.954,-23.839,-24.558,-35.509,-29.794,-41.237,-51.234,-3.63,-34.667,-3.145,-3.493,-6.628
DK3 0 CCGT,-8.189,-10.13,-9.053,-7.685,-10.402,-6.611,-7.348,-9.819,-10.749,-10.504,-7.282,-8.716,-8.136,-10.155,-32.279,-50.072,-40.406,-5.176,-5.101,-8.712,-5.816,-4.992,-4.815,-28.976,-8.161,-22.362,-36.438,-46.145,-45.498,-4.042,-39.533,-5.992,-26.335,-8.211,-16.351,-38.14,-44.593,-21.682,-39.567,-4.805,-21.231,-21.37,-43.946,-34.037,-37.173,-46.972,-3.186,-31.656,-3.773,-3.261,-5.847
EE6 0 CCGT,-59.34,-75.355,-68.701,-54.661,-74.59,-69.298,-48.095,-70.76,-71.464,-76.583,-63.097,-66.32,-57.045,-77.474,-58.855,-97.803,-76.972,-9.085,-9.313,-70.147,-7.043,-9.39,-9.277,-54.203,-54.465,-42.207,-68.268,-56.374,-82.604,-4.932,-48.302,-10.84,-32.087,-56.35,-20.177,-45.333,-81.955,-26.371,-48.8,-8.928,-25.917,-27.14,-81.103,-65.545,-45.361,-55.607,-3.848,-37.597,-7.023,-3.973,-7.173
ES0 0 CCGT,-30.457,-39.124,-36.822,-27.64,-42.225,-25.33,-27.703,-40.828,-40.404,-36.423,-25.311,-33.537,-30.197,-42.095,-48.792,-84.9,-66.081,-7.991,-7.714,-33.663,-14.122,-7.872,-7.695,-44.337,-27.49,-37.301,-55.42,-112.173,-68.121,-10.425,-97.998,-9.496,-71.647,-31.897,-40.784,-91.764,-69.54,-57.434,-105.507,-7.543,-55.872,-60.375,-67.096,-56.795,-92.271,-112.196,-8.359,-78.816,-6.627,-8.733,-15.283
ES2 0 CCGT,-53.047,-64.775,-56.322,-46.599,-61.79,-56.861,-44.816,-60.016,-68.511,-48.516,-41.161,-55.808,-48.195,-50.62,-137468.689,-136759.634,-137435.95,-136933.932,-137026.52,-58.478,-18.402,-137048.797,-137051.728,-137554.961,-46.761,-137546.351,-137481.276,-157.314,-137419.651,-14.32,-125.854,-136944.114,-99.714,-49.579,-56.021,-131.047,-137404.6,-79.03,-140.908,-136982.652,-78.83,-86.651,-137386.079,-137421.132,-124.146,-157.08,-11.211,-110.658,-136782.351,-12.899,-19.847
FI3 0 CCGT,-29.707,-38.77,-33.568,-28.978,-38.398,-29.697,-25.413,-35.623,-37.672,-36.372,-28.238,-32.911,-28.781,-35.637,-77.179,-124.983,-108.008,-12.183,-12.161,-34.134,-6.705,-12.859,-12.559,-73.847,-28.367,-59.715,-91.387,-53.461,-108.025,-4.697,-44.793,-14.897,-30.872,-29.521,-18.714,-42.346,-110.912,-25.99,-47.72,-12.146,-25.147,-25.995,-109.654,-93.224,-42.452,-53.4,-3.753,-36.359,-8.748,-3.682,-7.121
FR0 0 CCGT,-4239309.483,-4239461.824,-4695673.359,-4238750.75,-4240824.899,-5098757.614,-4240063.487,-4239359.041,-4274601.952,-5392478.177,-5258707.013,-4239925.276,-4239372.076,-5280816.284,-52.876,-82.776,-70.604,-8.914,-8.171,-4359098.225,-9.106,-7.973,-8.355,-45.908,-4241480.045,-41.271,-58.75,-75.098,-71.24,-6.617,-61.545,-11.047,-46.924,-4239838.625,-25.234,-58.469,-77.74,-40.069,-69.902,-8.358,-35.377,-36.371,-72.632,-58.021,-57.184,-81.905,-5.315,-53.313,-6.593,-5.105,-10.162
GB4 0 CCGT,-6142.937,-7326.161,-3797.506,-5305.067,-5431.952,-3335.855,-4070.468,-6407.284,-5071.018,-1266.526,-3717.101,-7040.497,-6268.334,-1008.457,-66.848,-96.304,-89.937,-10.08,-10.583,-5194.115,-23.43,-9.801,-10.775,-64.336,-4956.612,-48.8,-78.968,-186.144,-95.726,-13.606,-159.357,-12.405,-120.463,-6538.425,-67.226,-155.046,-94.892,-92.676,-170.41,-10.163,-68.1,-89.27,-96.547,-72.255,-155.552,-157.596,-13.662,-133.194,-6.197,-14.993,-24.54
GB5 0 CCGT,-6400763.472,-6404723.52,-6154964.294,-6400530.131,-6397120.221,-5587556.678,-6394778.302,-6397772.947,-6394811.95,-3988894.244,-4860232.775,-6403703.951,-6399989.156,-3405273.642,-41.814,-67.013,-56.907,-7.148,-6.616,-6385947.05,-9.64,-6.265,-7.071,-38.215,-6396830.102,-33.995,-48.961,-79.523,-57.148,-6.891,-67.124,-8.562,-51.222,-6398951.351,-28.16,-62.908,-62.321,-43.129,-77.471,-6.47,-34.339,-39.903,-57.935,-47.779,-61.725,-85.586,-6.063,-57.778,-5.174,-5.774,-11.022
GR0 0 CCGT,-15.906,-19.375,-18.351,-13.934,-20.97,-12.703,-14.149,-20.003,-20.984,-20.67,-13.586,-16.659,-15.505,-21.484,-32.666,-54.139,-42.969,-5.325,-5.116,-16.787,-6.181,-5.151,-4.884,-28.692,-14.525,-23.901,-36.552,-48.436,-46.183,-4.399,-41.241,-6.326,-28.321,-16.184,-17.553,-39.649,-45.677,-23.643,-43.018,-5.005,-22.617,-22.723,-44.371,-36.466,-38.726,-50.161,-3.475,-33.981,-4.057,-3.382,-6.398
HR0 0 CCGT,-61.794,-79.931,-71.559,-53.748,-84.469,-58.246,-51.544,-78.155,-74.891,-71.366,-52.087,-66.887,-58.939,-76.204,-74.584,-126.243,-99.474,-11.661,-11.751,-70.119,-8.8,-12.006,-11.722,-69.365,-54.586,-54.961,-85.035,-69.618,-103.338,-6.186,-58.315,-13.76,-40.491,-59.638,-24.951,-56.034,-105.29,-33.813,-62.193,-11.233,-32.692,-33.528,-104.31,-84.847,-55.646,-69.437,-4.925,-48.277,-9.388,-4.888,-9.076
HU0 0 CCGT,-55.095,-69.785,-62.881,-48.667,-71.241,-47.876,-46.215,-68.342,-68.089,-58.244,-44.032,-59.655,-52.256,-59.196,-50.443,-82.628,-65.493,-8.087,-7.941,-61.603,-6.868,-7.878,-7.704,-45.067,-49.499,-37.167,-55.411,-55.35,-69.389,-4.864,-44.987,-9.508,-32.369,-54.112,-19.83,-43.545,-71.279,-27.397,-49.565,-7.685,-25.807,-26.111,-69.05,-56.632,-42.45,-58.397,-3.852,-38.737,-6.4,-3.792,-7.007
IE4 0 CCGT,-1612374.058,-1610583.472,-1549287.43,-1611901.129,-1612669.896,-1532615.914,-1614330.808,-1612034.219,-1577792.082,-1515201.007,-1517517.169,-1610999.52,-1611993.438,-1529011.46,-766.233,-299.764,-1091.872,-47.874,-126.796,-1565333.899,-52.454,-46.528,-88.845,-882.524,-1612608.074,-586.518,-1084.073,-414.264,-961.776,-33.072,-370.748,-138.271,-285.814,-1611862.907,-160.487,-353.783,-1066.785,-207.526,-388.211,-119.346,-149.201,-241.423,-992.969,-466.553,-357.404,-332.312,-33.077,-301.303,-16.078,-36.04,-57.829
IT0 0 CCGT,-7238588.65,-7239489.583,-7303286.699,-7237297.688,-7233990.248,-7567572.511,-7231197.285,-7235361.912,-7242689.529,-8480159.794,-7895379.816,-7239675.514,-7236606.456,-9191816.427,-190.508,-316.303,-261.464,-28.794,-29.483,-7271188.233,-3287370.263,-29.204,-32.384,-179.518,-7235234.33,-150.888,-219.121,-3295265.562,-249.717,-3467312.742,-3289225.932,-36.881,-3290278.648,-7236528.749,-3303952.249,-3288434.047,-281.863,-3289015.785,-3298202.591,-31.111,-3607738.723,-3384365.977,-274.402,-221.403,-3288791.01,-3327270.467,-3287327.412,-3288263.382,-26.903,-3287332.445,-3287150.04
IT1 0 CCGT,-97.337,-125.349,-111.105,-87.529,-119.411,-120.021,-80.456,-120.522,-115.173,-147.219,-116.216,-111.473,-85.589,-171.224,-49.484,-82.562,-66.814,-8.0,-7.79,-105.032,-15.603,-7.991,-7.647,-44.841,-83.065,-36.554,-55.73,-120.605,-69.767,-10.965,-106.155,-9.277,-71.728,-92.888,-44.562,-99.463,-69.506,-58.66,-109.129,-7.503,-64.335,-67.246,-68.049,-55.944,-100.118,-114.886,-8.54,-82.297,-6.209,-8.669,-16.056
LT6 0 CCGT,-82.752,-104.335,-96.495,-75.941,-100.939,-104.01,-66.216,-96.748,-99.205,-107.562,-93.64,-92.656,-79.232,-108.997,-72.754,-122.379,-98.451,-11.214,-11.46,-98.874,-7.429,-11.861,-11.686,-67.566,-74.84,-52.734,-83.454,-60.217,-103.058,-5.244,-50.594,-13.483,-34.102,-78.139,-21.277,-47.724,-103.245,-28.218,-51.564,-11.314,-27.392,-28.623,-102.037,-82.932,-47.542,-59.773,-4.125,-40.169,-8.788,-4.216,-7.634
LU0 0 CCGT,-1659637.789,-1659153.896,-1604952.403,-1658227.171,-1658755.955,-1583651.707,-1658555.426,-1659155.605,-1657842.391,-1579080.483,-1568433.404,-1658766.141,-1659342.846,-1466798.01,-161.24,-278.014,-228.957,-25.007,-25.191,-1639414.449,-10.931,-26.586,-27.506,-165.306,-1658470.279,-128.478,-199.477,-86.113,-216.327,-7.732,-75.186,-30.03,-52.76,-1659312.61,-32.389,-69.317,-237.306,-42.224,-79.259,-24.931,-40.973,-44.384,-231.744,-193.224,-68.406,-86.516,-6.171,-59.894,-21.421,-6.062,-11.46
LV6 0 CCGT,-82.521,-104.332,-95.862,-75.793,-100.63,-103.996,-66.032,-96.367,-98.709,-107.054,-93.343,-92.481,-78.871,-108.496,-71.58,-121.449,-97.443,-11.115,-11.291,-98.543,-7.301,-11.722,-11.562,-66.351,-74.658,-52.034,-82.376,-58.571,-101.755,-5.15,-49.835,-13.308,-33.355,-77.768,-20.901,-46.904,-101.443,-27.464,-50.642,-11.078,-26.93,-28.166,-100.45,-82.318,-46.797,-57.872,-4.036,-39.079,-8.75,-4.144,-7.473
ME0 0 CCGT,-39.09,-49.186,-44.991,-33.904,-52.407,-34.893,-33.09,-49.203,-48.386,-46.796,-33.049,-41.358,-37.046,-46.304,-63.941,-107.294,-85.085,-10.161,-10.168,-42.542,-8.174,-10.287,-10.022,-58.39,-34.72,-47.252,-71.245,-65.156,-89.389,-5.729,-54.437,-11.81,-37.651,-37.998,-23.159,-52.663,-90.506,-31.499,-57.186,-9.706,-30.636,-31.493,-90.427,-71.96,-51.897,-65.559,-4.494,-44.598,-7.983,-4.479,-8.325
MK0 0 CCGT,-25.422,-31.118,-29.68,-22.108,-33.656,-21.757,-22.015,-31.802,-32.334,-33.063,-22.05,-26.73,-24.247,-37.157,-39.423,-64.812,-50.916,-6.494,-6.357,-27.24,-7.264,-6.317,-6.048,-35.283,-22.724,-28.628,-43.373,-58.59,-56.542,-5.001,-45.169,-7.393,-32.887,-25.187,-21.215,-44.514,-56.387,-27.535,-50.219,-5.983,-27.087,-27.79,-54.35,-43.437,-42.473,-58.525,-3.903,-39.889,-4.818,-3.9,-7.105
NL0 0 CCGT,-3812864.205,-3814740.457,-3960650.328,-3811038.567,-3810455.141,-4099860.015,-3807794.747,-3808412.834,-3813373.026,-4091887.54,-4255740.738,-3815634.51,-3811214.424,-3706375.989,-77.27,-118.915,-103.448,-12.446,-11.805,-3860967.185,-8.845,-11.949,-12.628,-69.603,-3809572.668,-60.228,-88.795,-71.392,-103.187,-6.451,-62.277,-15.139,-44.238,-3809043.797,-25.713,-58.638,-112.514,-37.36,-68.697,-12.1,-33.589,-36.133,-108.967,-87.542,-58.129,-76.848,-5.374,-51.94,-8.627,-5.122,-9.675
NO3 0 CCGT,-5.242,-6.357,-5.672,-4.677,-6.48,-3.834,-4.681,-6.094,-6.739,-6.82,-4.43,-5.451,-5.164,-6.662,-14.633,-22.985,-18.423,-2.548,-2.294,-5.38,-2.675,-2.215,-2.116,-12.173,-5.162,-10.524,-15.673,-21.572,-20.248,-1.877,-17.252,-2.925,-11.355,-5.148,-7.287,-17.084,-20.589,-9.784,-17.376,-2.215,-9.212,-8.25,-19.737,-15.71,-16.258,-22.683,-1.432,-14.616,-1.718,-1.407,-2.628
PL0 0 CCGT,-3308315.831,-3307175.582,-3330394.216,-3309028.399,-3309722.241,-3352698.21,-3311411.345,-3310454.629,-3311552.667,-3315499.162,-3350382.946,-3306312.925,-3309483.092,-3205271.459,-130.734,-215.371,-183.27,-20.688,-20.0,-3315745.28,-9.093,-19.882,-21.737,-119.644,-3310052.755,-102.464,-149.273,-73.896,-173.886,-6.681,-62.139,-26.375,-46.169,-3309066.82,-25.897,-58.946,-195.319,-39.088,-69.576,-20.831,-35.133,-36.801,-183.172,-150.579,-57.717,-81.751,-5.399,-52.991,-15.017,-5.187,-10.173
PT0 0 CCGT,-30.325,-38.987,-36.656,-27.519,-42.077,-25.184,-27.578,-40.762,-40.223,-36.216,-25.149,-33.416,-30.067,-41.875,-49.64,-84.4,-64.73,-7.899,-7.855,-33.493,-14.121,-7.865,-7.653,-45.458,-27.384,-36.87,-55.855,-110.369,-69.149,-10.321,-99.259,-9.226,-69.843,-31.723,-40.92,-92.488,-69.668,-56.086,-104.694,-7.611,-54.876,-60.452,-67.47,-56.853,-93.816,-110.285,-8.281,-77.745,-6.643,-8.683,-15.073
RO0 0 CCGT,-19.286,-23.602,-22.641,-16.822,-25.97,-15.526,-17.373,-24.901,-25.679,-25.105,-16.438,-20.388,-18.996,-26.795,-41.854,-69.696,-56.173,-6.89,-6.568,-20.517,-6.469,-6.692,-6.476,-36.821,-17.498,-31.329,-46.417,-52.255,-59.19,-4.621,-42.405,-8.178,-29.654,-19.785,-18.221,-41.544,-59.204,-25.156,-45.293,-6.381,-23.963,-23.888,-58.479,-47.744,-40.398,-52.958,-3.654,-36.392,-5.195,-3.563,-6.723
RS0 0 CCGT,-27.502,-33.855,-32.178,-23.845,-36.906,-23.138,-23.992,-35.169,-35.432,-34.466,-23.255,-29.038,-26.594,-36.861,-57.55,-97.047,-75.589,-9.162,-9.125,-29.572,-8.01,-9.183,-8.992,-51.852,-24.651,-41.828,-63.752,-63.359,-81.384,-5.656,-53.326,-10.666,-36.887,-27.421,-22.822,-52.037,-80.781,-30.881,-56.328,-8.692,-29.553,-31.114,-81.173,-64.089,-50.776,-64.918,-4.457,-44.143,-7.199,-4.45,-8.192
SE3 0 CCGT,-8.065,-9.905,-8.889,-7.434,-10.216,-6.271,-7.246,-9.656,-10.554,-10.396,-7.016,-8.48,-7.991,-10.062,-24.048,-39.094,-31.593,-4.04,-3.765,-8.492,-5.32,-3.767,-3.636,-21.08,-8.008,-17.608,-26.724,-42.907,-33.712,-3.774,-35.736,-4.738,-24.483,-8.058,-14.848,-34.532,-34.006,-20.431,-36.606,-3.674,-19.477,-19.517,-32.927,-26.727,-33.593,-43.459,-2.951,-29.139,-2.877,-2.978,-5.5
SI0 0 CCGT,-4462891.69,-4461027.281,-4467805.84,-4465214.388,-4468279.097,-4482058.626,-4471940.296,-4468579.259,-4463093.054,-4721482.609,-4565141.482,-4461217.518,-4466765.968,-4982208.891,-191.562,-348.253,-280.242,-28.888,-30.506,-4454716.588,-13.392,-33.154,-34.588,-193.619,-4467271.609,-146.222,-238.028,-106.148,-256.478,-9.348,-89.6,-34.848,-64.083,-4467001.079,-38.547,-85.095,-283.441,-52.321,-95.641,-29.226,-51.253,-55.228,-282.658,-224.454,-85.694,-102.475,-7.541,-73.399,-25.397,-7.588,-13.918
SK0 0 CCGT,-2157255.39,-2156769.578,-2155797.318,-2156637.115,-2157467.538,-2142059.398,-2158023.723,-2156907.197,-2155166.675,-2216846.146,-2169218.632,-2156504.094,-2156845.312,-2202043.647,-184.756,-341.102,-265.005,-27.993,-29.466,-2155671.586,-9.767,-31.175,-30.977,-187.532,-2157149.787,-144.04,-224.1,-77.645,-267.671,-7.22,-67.631,-35.006,-46.918,-2157149.396,-28.488,-63.668,-272.758,-38.586,-71.052,-29.778,-38.461,-40.076,-267.851,-229.663,-63.258,-82.011,-5.613,-53.979,-25.041,-5.706,-10.28
AL0 0 coal,-1.0,-1.17,-1.217,-0.856,-1.285,-0.733,-0.909,-1.173,-1.361,-1.25,-0.829,-0.964,-0.98,-1.246,-12.783,-18.311,-15.8,-1.685,-1.911,-0.978,-1.917,-1.914,-1.676,-12.081,-0.92,-9.064,-14.337,-17.553,-16.104,-1.595,-15.096,-2.024,-12.92,-0.996,-7.278,-14.019,-18.304,-9.705,-17.676,-1.955,-10.286,-14.236,-17.686,-13.829,-14.537,-21.003,-1.226,-12.536,-1.498,-1.294,-2.322
AT0 0 coal,-1.019,-1.194,-1.253,-0.882,-1.313,-0.745,-0.93,-1.197,-1.401,-1.278,-0.85,-0.986,-1.008,-1.265,-13.325,-19.113,-16.476,-1.765,-1.992,-0.998,-1.913,-1.997,-1.749,-12.566,-0.943,-9.467,-14.951,-17.52,-16.794,-1.595,-15.05,-2.118,-12.9,-1.025,-7.25,-13.981,-19.073,-9.687,-17.639,-2.038,-10.273,-14.173,-18.431,-14.425,-14.505,-20.955,-1.222,-12.506,-1.563,-1.292,-2.315
BA0 0 coal,-1.059,-1.241,-1.292,-0.91,-1.364,-0.778,-0.963,-1.247,-1.444,-1.32,-0.879,-1.023,-1.04,-1.307,-13.191,-18.875,-16.295,-1.74,-1.973,-1.039,-1.96,-1.975,-1.727,-12.458,-0.976,-9.355,-14.803,-17.957,-16.621,-1.634,-15.447,-2.091,-13.233,-1.055,-7.453,-14.338,-18.886,-9.927,-18.08,-2.018,-10.523,-14.582,-18.242,-14.274,-14.878,-21.566,-1.254,-12.821,-1.546,-1.326,-2.379
BE0 0 coal,-1.044,-1.223,-1.288,-0.904,-1.348,-0.761,-0.954,-1.23,-1.44,-1.308,-0.87,-1.011,-1.035,-1.296,-13.524,-19.413,-16.725,-1.788,-2.021,-1.022,-1.935,-2.026,-1.777,-12.763,-0.966,-9.606,-15.186,-17.732,-17.043,-1.615,-15.233,-2.148,-13.058,-1.052,-7.337,-14.147,-19.372,-9.803,-17.844,-2.069,-10.388,-14.342,-18.706,-14.632,-14.684,-21.265,-1.237,-12.657,-1.589,-1.308,-2.346
BG0 0 coal,-1.005,-1.175,-1.228,-0.861,-1.294,-0.735,-0.914,-1.181,-1.373,-1.255,-0.833,-0.969,-0.988,-1.25,-12.936,-18.531,-15.983,-1.704,-1.933,-0.983,-1.928,-1.936,-1.695,-12.218,-0.926,-9.17,-14.515,-17.66,-16.293,-1.606,-15.184,-2.047,-13.013,-1.003,-7.321,-14.1,-18.522,-9.767,-17.784,-1.979,-10.348,-14.33,-17.889,-13.992,-14.626,-21.161,-1.233,-12.614,-1.516,-1.303,-2.336
CH0 0 coal,-1.008,-1.181,-1.24,-0.872,-1.299,-0.737,-0.92,-1.184,-1.386,-1.264,-0.841,-0.974,-0.997,-1.25,-12.902,-18.506,-15.951,-1.707,-1.928,-0.987,-1.898,-1.933,-1.692,-12.17,-0.933,-9.158,-14.486,-17.388,-16.261,-1.581,-14.926,-2.049,-12.796,-1.014,-7.187,-13.869,-18.471,-9.608,-17.495,-1.974,-10.189,-14.061,-17.836,-13.967,-14.39,-20.76,-1.213,-12.406,-1.512,-1.282,-2.296
CZ0 0 coal,-1.061,-1.246,-1.31,-0.918,-1.37,-0.777,-0.969,-1.252,-1.461,-1.333,-0.886,-1.029,-1.051,-1.321,-13.689,-19.665,-16.932,-1.812,-2.046,-1.042,-1.985,-2.051,-1.798,-12.917,-0.981,-9.724,-15.37,-18.19,-17.252,-1.658,-15.637,-2.176,-13.385,-1.07,-7.539,-14.515,-19.601,-10.051,-18.308,-2.094,-10.662,-14.718,-18.933,-14.818,-15.068,-21.885,-1.269,-12.963,-1.608,-1.34,-2.41
DE0 0 coal,-1.022,-1.197,-1.259,-0.884,-1.318,-0.745,-0.934,-1.202,-1.408,-1.283,-0.852,-0.988,-1.012,-1.269,-13.51,-19.4,-16.719,-1.791,-2.019,-1.001,-1.94,-2.024,-1.777,-12.737,-0.946,-9.596,-15.168,-17.793,-17.031,-1.62,-15.272,-2.15,-13.101,-1.029,-7.353,-14.186,-19.352,-9.839,-17.898,-2.067,-10.433,-14.377,-18.691,-14.621,-14.72,-21.344,-1.242,-12.697,-1.583,-1.312,-2.353
DK0 0 coal,-0.974,-1.143,-1.188,-0.843,-1.257,-0.71,-0.89,-1.147,-1.336,-1.212,-0.81,-0.944,-0.961,-1.194,-12.312,-17.686,-15.216,-1.626,-1.84,-0.953,-1.845,-1.842,-1.614,-11.604,-0.903,-8.727,-13.811,-16.882,-15.517,-1.532,-14.498,-1.952,-12.406,-0.98,-6.968,-13.476,-17.603,-9.324,-16.987,-1.882,-9.883,-13.638,-16.996,-13.326,-13.978,-20.029,-1.177,-12.036,-1.439,-1.244,-2.226
DK3 0 coal,-0.897,-1.043,-1.088,-0.771,-1.148,-0.653,-0.816,-1.043,-1.226,-1.113,-0.741,-0.861,-0.88,-1.099,-12.424,-17.811,-15.371,-1.639,-1.858,-0.87,-1.802,-1.862,-1.632,-11.747,-0.832,-8.808,-13.973,-16.508,-15.664,-1.497,-14.187,-1.97,-12.159,-0.891,-6.818,-13.163,-17.79,-9.13,-16.625,-1.901,-9.688,-13.385,-17.182,-13.434,-13.652,-19.538,-1.151,-11.776,-1.456,-1.219,-2.177
