,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
LT6 0 offwind-dc,1643900.217,1643677.361,1637238.048,1643395.277,1643464.658,1634013.9,1643494.123,1643576.014,1643074.194,1586839.046,1606627.252,1643859.957,1643619.754,1588434.616,2882991.608,2891728.375,2885830.896,2808823.63,2827831.255,1643207.132,2894224.232,2830442.463,2829778.807,2880403.032,1643463.827,2880826.966,2880614.289,2906799.258,2885724.3,2896560.085,2907310.105,2815917.073,2906986.831,1643534.299,2907089.078,2909099.473,2883664.245,2909549.994,2907829.623,2833170.918,2912705.582,2900880.251,2883309.574,2884486.03,2904550.261,2904821.605,2896288.571,2909440.011,2852513.501,2896551.329,2900274.391
LV6 0 offwind-ac,45.774,63.35,52.656,49.24,63.168,44.702,36.246,55.27,66.366,70.373,49.252,58.236,46.551,61.605,1081.988,1104.152,1155.408,141.996,162.552,54.242,137.795,161.023,114.539,1016.561,51.718,744.813,1165.871,1235.939,1374.15,106.947,1024.17,171.046,894.41,46.09,491.422,968.217,1526.403,678.748,1234.717,167.504,717.648,1069.877,1472.398,1167.177,999.377,1273.737,86.288,884.519,119.266,92.048,156.998
LV6 0 offwind-dc,165.246,209.79,163.514,159.32,194.681,168.83,141.17,182.918,198.307,215.117,173.262,180.614,142.726,205.445,3455811.409,3436722.56,3458833.541,3424832.956,3435151.974,167.204,972050.694,3421658.623,3432525.84,3459562.54,164.716,3439165.217,3459232.425,941956.27,3462503.582,988887.655,944499.487,3432646.453,943089.551,160.029,966602.344,944507.954,3459445.146,947328.888,945285.067,3436102.84,924773.351,966164.665,3456918.545,3448928.342,946245.765,955636.651,972043.487,943157.59,3501146.057,971218.453,968495.808
ME0 0 offwind-ac,1.761,1.994,1.961,1.493,2.132,1.221,1.543,1.852,2.295,2.005,1.343,1.624,1.653,1.816,25.324,22.152,23.377,3.388,3.895,1.567,2.836,3.369,2.294,19.664,1.69,14.614,21.847,19.978,31.34,2.181,18.494,4.17,12.683,1.59,8.654,17.65,31.503,10.783,18.788,4.479,10.306,14.847,28.557,24.04,17.785,31.308,1.657,13.733,2.198,1.722,3.685
NL0 0 offwind-ac,108.482,133.85,118.865,103.176,137.153,86.511,96.09,128.892,142.738,136.719,100.649,116.072,106.654,126.623,23431991.629,23870408.227,23647105.566,22420167.421,22503644.201,112.819,339.76,22547511.018,22535861.708,23455266.796,107.943,23137826.152,23708027.057,3044.038,23475372.083,276.648,2461.704,22479164.475,2190.081,109.099,1204.132,2210.489,23616426.689,1702.616,3122.666,22534973.513,1937.943,2584.005,23639264.499,23430688.234,2356.431,3210.632,212.914,2158.298,23203529.481,223.518,388.834
NL0 0 offwind-dc,116.033,145.69,118.607,117.85,144.305,92.62,104.278,135.926,148.913,131.526,100.329,128.649,115.08,123.095,91216243.154,91314548.38,91085670.408,92377608.112,92021606.644,116.179,8390668.52,92583966.327,92046291.474,91198847.176,119.013,91466475.273,91016149.413,8882258.995,91151555.673,8438031.804,8921015.507,92037129.102,9019454.867,114.572,8549364.094,8833854.135,91099810.359,8845336.383,9020572.947,91994363.557,9583650.386,8900103.024,91080754.511,91297156.629,8970690.522,8776088.817,8390943.969,8840917.27,91952249.898,8396990.169,8438788.593
NO3 0 offwind-ac,21.625,27.482,22.934,22.261,26.814,18.222,19.423,25.206,27.679,28.272,21.257,24.338,21.378,25.823,742.275,991.665,872.955,97.481,111.112,22.586,58.147,111.085,84.794,707.872,22.504,530.149,825.681,528.823,938.566,45.145,445.629,117.503,389.656,21.263,208.085,417.543,1059.177,295.957,537.429,113.718,310.705,440.741,1018.932,800.125,432.086,538.441,36.257,381.795,83.435,37.977,66.361
NO3 0 offwind-dc,66.298,83.599,67.729,67.008,84.635,55.795,62.184,82.772,87.216,83.307,62.592,73.263,63.471,71.982,14557539.961,14557522.287,14556397.7,14563922.043,14563442.75,65.514,7065989.566,14563273.157,14563352.377,14557271.222,69.919,14560030.751,14555743.333,7060495.063,14557797.376,7004055.64,7061837.149,14563687.452,7062008.442,68.818,7050214.762,7062008.399,14556133.84,7063132.679,7056939.869,14563252.828,6348002.84,7048446.448,14555906.761,14557736.668,7062267.951,7048626.171,7066103.373,7062215.675,14563526.2,7066042.034,7065661.503
PL0 0 offwind-ac,8878469.774,8882637.949,8847475.688,8877993.393,8873994.092,8973939.249,8873504.47,8874456.199,8870735.029,9033038.385,9044717.129,8886303.533,8873993.507,8766744.772,15740407.741,15888228.759,15899821.244,14969607.369,15034244.236,8858332.634,16304120.931,15058703.493,15053497.93,15761457.353,8875444.506,15490384.05,15968862.56,16799910.555,15734880.973,16356392.252,16718923.961,15010019.866,16746338.291,8875642.865,16573653.233,16673312.715,15893291.46,16630072.392,16818146.642,15056734.614,16762447.552,16888890.888,15906926.758,15729061.757,16752103.372,16760539.882,16305759.488,16725087.651,15323301.069,16312521.246,16340723.866
PL0 0 offwind-dc,15045287.12,15041909.647,15046642.069,15045810.515,15049328.295,15026778.869,15051877.46,15048733.131,15043229.72,15050450.677,15032529.81,15039759.735,15047803.521,15062941.196,14760056.108,14715326.301,14699673.182,15056891.529,15026960.96,15040361.589,15071183.85,15018732.771,15019551.305,14754033.032,15048957.478,14848955.987,14685042.149,14921001.446,14774110.829,15067895.911,14937373.634,15039497.663,14936946.886,15047601.687,14990619.509,14950136.188,14709675.004,14969780.392,14916965.529,15017662.245,14967184.735,14912388.108,14702491.483,14761309.505,14930670.888,14937917.263,15070067.45,14944217.004,15031184.715,15068235.343,15057640.885
PT0 0 offwind-ac,7684709.68,7694046.286,7687056.267,7679544.665,7671325.482,7746363.229,7661696.431,7673269.685,7684121.285,7735929.353,7757565.122,7697026.248,7676899.806,7785348.436,2935510.095,2937883.648,2958885.822,2875121.302,2837399.422,7696342.611,7983378.638,2775905.603,2818390.875,2942933.084,7673578.086,2905810.101,2967048.897,8134180.247,2943461.007,8000609.768,8118989.068,2830638.458,8131368.737,7678296.064,8092961.447,8104611.29,2960498.391,8101689.63,8141955.73,2835583.061,8117343.605,8158457.68,2960750.068,2922658.571,8126236.564,8133068.829,7998445.781,8123228.761,2909056.015,8001084.101,8023800.36
RO0 0 offwind-ac,3837016.825,3833309.867,3834849.067,3840897.834,3846618.711,3827205.043,3851384.33,3845498.132,3838430.516,3808324.518,3776059.323,3832262.746,3842348.752,3561524.588,11741056.534,11759895.882,11753789.756,11727120.07,11713752.016,3827003.761,9494852.49,11713405.279,11714401.516,11741874.193,3844242.738,11722559.481,11761511.273,9495077.661,11737371.989,9462066.384,9487842.409,11723066.734,9487916.888,3842304.565,9470351.979,9486255.004,11751144.867,9480729.735,9494272.551,11711538.154,9382540.924,9469018.01,11755185.484,11737696.477,9490965.558,9470919.06,9482463.453,9483861.399,11717300.612,9482060.684,9474328.157
RO0 0 offwind-dc,4864375.372,4867336.081,4860985.232,4861791.186,4857562.858,4881727.24,4854338.945,4856676.68,4862502.238,4880903.236,4890386.866,4867661.66,4859253.185,4904803.013,5251873.519,5267383.649,5263376.201,5180993.372,5198734.396,4868943.915,5132352.439,5200172.858,5201609.71,5255178.614,4859022.202,5242280.576,5263392.247,5220436.06,5254001.688,5143897.361,5216465.498,5188007.152,5214423.152,4860248.6,5199667.684,5211307.86,5261073.806,5202207.385,5218424.979,5202782.12,5214074.368,5222530.172,5261287.102,5254767.539,5218273.379,5216007.288,5141957.247,5215723.067,5205385.557,5143706.808,5155350.289
SE3 0 offwind-ac,58.977,74.979,61.92,60.578,73.312,47.514,53.255,68.98,75.569,75.311,55.648,66.432,58.4,70.086,1102.652,1568.179,1340.037,143.673,164.095,60.873,123.026,164.125,137.719,1058.144,61.377,779.916,1254.75,1114.742,1382.91,95.069,932.909,173.223,822.825,58.059,441.477,865.87,1573.755,625.467,1136.456,168.167,656.352,937.553,1524.702,1190.633,905.543,1135.419,77.334,807.82,127.989,79.197,140.257
SE3 0 offwind-dc,13860501.297,13860021.299,13871193.757,13860836.977,13861177.554,13868224.732,13861812.024,13861556.674,13864280.139,13960396.114,13891364.833,13859983.711,13861127.153,13877063.872,51273071.464,51577001.956,51294076.917,51216656.837,51166147.903,13868618.413,31593250.016,51135403.647,51204148.256,51277627.012,13861028.859,51207773.159,51297485.068,31595726.193,51276643.793,31743162.96,31567686.791,51186536.779,31568928.534,13861199.678,31698249.653,31569742.535,51283842.124,31571142.906,31639726.422,51164958.679,31702656.166,31699932.3,51299901.775,51310292.32,31572070.684,31700979.592,31587847.499,31567865.375,52147863.832,31588691.896,31584232.098
SI0 0 offwind-ac,2.033,2.386,2.379,1.816,2.547,1.499,1.762,2.291,2.752,2.325,1.666,1.963,1.99,2.15,33.491,33.976,33.056,4.56,5.447,1.945,3.234,4.586,3.655,27.708,1.94,19.897,31.221,20.602,41.503,2.469,21.435,5.812,15.088,1.959,9.744,19.532,43.799,12.595,22.984,5.788,12.2,17.646,37.416,32.646,19.641,30.035,1.874,15.017,3.356,1.879,4.046
AL0 0 solar,340818.535,340488.408,340277.316,341173.975,341829.691,324263.999,342695.751,341546.588,341090.066,311107.669,310485.609,340008.47,341247.271,310606.281,6358870.998,6325660.715,6357540.08,6397332.889,6393139.904,339085.699,2103603.948,6395830.152,6394456.853,6360760.917,341612.533,6365995.614,6354411.192,2086858.902,6352258.439,2104913.731,2086625.465,6395461.902,2089446.361,341295.158,2098426.051,2087996.001,6359310.231,2093945.635,2087541.425,6391954.158,2080590.21,2091534.365,6357635.072,6357162.605,2089069.451,2095592.648,2103954.259,2090729.357,6330882.634,2103695.937,2101902.057
AT0 0 solar,6456183.003,6456120.348,6460636.795,6456366.978,6456424.546,6561111.723,6456624.414,6456141.704,6445864.083,6490829.229,6585512.035,6455282.404,6456407.544,6252646.455,26148675.792,26060837.662,26136081.043,26166573.447,26203715.977,6447949.354,18305632.973,26166672.201,26197791.533,26152769.741,6456916.129,26176009.793,26120924.325,18257719.72,26147417.692,18276229.956,18269899.578,26204447.176,18273114.847,6456439.644,18238574.915,18277561.517,26141961.547,18285479.281,18232871.72,26202941.12,18239816.883,18217054.889,26132122.179,26148436.259,18266826.513,18201886.336,18306093.703,18275748.425,26253796.729,18305888.402,18304084.109
BA0 0 solar,207529.619,207632.278,205096.007,207539.153,207566.273,168845.747,207084.653,208033.297,207668.226,50554.882,114828.565,207443.949,207839.757,888.638,2942333.107,2952298.851,2954831.484,2923553.962,2922803.994,206525.48,2426828.111,2925939.871,2924413.571,2944232.663,207612.699,2936215.095,2951869.605,2412592.878,2944812.174,2412437.687,2413673.948,2923899.91,2413139.386,207613.329,2414972.998,2415203.279,2949706.473,2417539.63,2412032.543,2923392.827,2408172.427,2410656.58,2951317.76,2943817.112,2413079.52,2412677.973,2426405.435,2414855.553,2926713.438,2426330.725,2425602.656
BE0 0 solar,23.253,29.574,24.592,24.003,28.852,21.402,21.022,27.127,29.721,29.64,23.416,26.169,23.044,26.767,9377492.788,9205053.405,9372852.71,9390904.458,9413737.69,24.324,3819087.443,9366180.975,9411825.086,9377778.896,24.217,9389782.65,9368769.619,3791510.048,9376816.451,3888419.209,3795511.409,9413668.792,3794524.483,22.886,3808545.563,3798277.049,9370731.939,3801530.426,3790657.582,9413065.091,3835685.023,3847850.912,9370035.378,9373258.329,3794407.761,3796847.363,3819987.848,3796666.452,9081013.183,3819131.13,3817235.271
BG0 0 solar,2231868.736,2231810.722,2234417.252,2232185.079,2233451.074,2247129.258,2233688.351,2232882.79,2235301.793,2130409.301,2225234.686,2232148.902,2232556.069,2091416.794,19192208.896,19173140.247,19177469.518,19277494.329,19255722.14,2245359.842,8256180.499,19258829.345,19254689.626,19188934.417,2232618.625,19207519.001,19178989.39,8250040.058,19187673.298,8251861.661,8244794.255,19259664.743,8243066.032,2232724.409,8234522.783,8248624.872,19183911.238,8246050.586,8243929.298,19252668.044,8246700.94,8228884.802,19185390.312,19193645.691,8245677.797,8245632.2,8253858.76,8244875.331,19227027.502,8253610.837,8252775.589
CH0 0 solar,13764363.573,13763402.254,13764063.373,13764647.193,13764539.963,13812775.682,13765129.236,13764836.799,13764960.51,13769893.847,13829126.381,13763661.35,13764866.977,13615156.937,28269837.234,28045115.289,28276336.575,28293410.777,28283546.004,13763781.523,18523549.84,28258979.927,28284171.185,28274516.585,13764921.414,28274598.763,28272264.61,18431270.827,28273469.635,18323322.505,18460420.796,28284594.424,18465041.84,13764516.377,18382782.778,18466711.329,28270026.328,18476799.343,18384845.781,28283421.082,18131357.408,18285102.298,28271531.168,28275528.197,18455662.0,18314886.916,18525767.519,18467404.261,27908865.322,18525480.478,18522410.245
CZ0 0 solar,29.977,38.128,32.205,30.913,37.213,28.053,27.052,34.972,38.322,37.876,30.041,33.732,29.701,34.508,3662196.06,3655991.983,3669157.278,3669074.394,3666625.386,31.539,4313199.62,3639233.489,3668146.974,3664978.501,31.247,3668436.327,3665385.402,4298556.891,3665748.452,4385390.557,4297957.167,3665469.626,4299455.131,29.468,4281374.196,4300521.571,3668285.498,4302733.149,4292165.574,3666138.761,4380667.29,4315825.545,3669591.491,3669073.634,4297047.87,4280476.118,4312690.986,4300562.16,3723378.411,4312588.47,4312466.739
DE0 0 solar,14.302,18.208,15.327,14.801,17.761,13.63,12.944,16.699,18.289,18.817,14.766,16.1,14.182,17.36,29896203.609,29783614.364,29884300.156,29889137.892,29900641.594,15.07,14354366.696,29828027.133,29907190.827,29895280.927,14.924,29896004.466,29886718.673,14336781.086,29890676.44,14663215.579,14342077.673,29899943.102,14342501.627,14.068,14318281.398,14345091.764,29885749.093,14348080.63,14324317.035,29900455.449,14487537.207,14505153.609,29887682.502,29886706.598,14339930.051,14318558.614,14353405.496,14342577.344,30070077.216,14353868.35,14356624.578
DK0 0 solar,17.55,22.328,18.835,18.103,21.797,16.433,15.833,20.491,22.465,23.056,17.918,19.758,17.385,21.295,4099698.535,4050780.297,4090245.949,4136525.672,4131717.926,18.497,290.048,4138664.555,4133663.825,4098853.833,18.28,4111134.985,4087398.432,2546.455,4097087.543,236.371,2185.837,4131973.029,1927.93,17.269,1042.357,2058.026,4090928.939,1457.997,2680.031,4130944.686,2254.128,2450.515,4089810.223,4100052.596,2097.876,2652.264,181.599,1878.647,4026446.667,197.559,330.312
DK3 0 solar,17.748,22.475,18.92,18.273,22.088,15.802,16.066,20.801,22.841,23.088,17.36,19.919,17.546,21.258,1926673.094,1934467.566,1924658.5,1952779.539,1949632.221,18.621,145.977,1954090.96,1949935.939,1925548.146,18.519,1935749.403,1919782.905,1288.186,1925781.716,113.529,1088.205,1950328.217,946.809,17.564,527.318,1031.471,1922253.93,717.814,1289.161,1948961.694,846.848,1259.916,1919475.152,1929035.558,1035.466,1378.493,90.637,916.504,2021794.465,99.832,166.146
EE6 0 solar,28.789,36.654,30.859,29.809,35.876,26.793,25.877,33.698,36.918,37.594,28.268,32.364,28.491,34.591,2171707.223,2174825.113,2170511.072,2183690.239,2181398.227,30.384,782840.592,2191394.536,2185448.683,2171872.531,29.878,2179820.167,2170502.455,776829.632,2169238.174,809988.43,776119.087,2182374.338,775891.686,28.317,793298.467,777899.33,2168437.317,779544.581,781657.63,2181308.81,808734.963,790934.089,2168892.954,2176043.607,775425.631,792160.833,783023.987,777304.344,2192651.266,782192.543,781143.927
ES0 0 solar,28951791.912,28947247.094,28845367.032,28949253.608,28949733.316,28663481.378,28951571.673,28952027.963,28934328.734,28843421.432,28927480.91,28945954.213,28952858.396,28619874.837,165574202.29,165974754.333,165621971.069,165653279.52,165554090.398,28915121.325,68923915.812,165580682.918,165557609.67,165572201.525,28951732.124,165530637.216,165656519.687,68781731.827,165508906.206,68998891.793,68820765.003,165553799.274,68796439.591,28950870.974,68873264.288,68841558.432,165594741.497,68841087.71,68755442.582,165556704.119,68944450.964,68753518.133,165653363.367,165600181.485,68810832.566,68785706.513,68928163.426,68807458.49,166162207.706,68925077.253,68921940.727
ES2 0 solar,422639.103,422571.631,414304.082,424408.351,425085.641,402392.543,425791.448,424469.949,424171.277,386488.585,394201.683,422324.615,423919.787,394014.718,4519968.099,4519622.545,4519648.307,4521905.709,4521689.65,422829.878,1350472.953,4521537.512,4521620.79,4519752.191,423504.402,4520242.998,4519455.523,1344697.687,4520133.938,1348636.113,1340356.087,4521823.714,1339269.559,424159.85,1343764.388,1340378.854,4519600.082,1338028.998,1340167.874,4521596.769,1333474.786,1352388.143,4519464.983,4520004.164,1341439.409,1341505.251,1348911.546,1340959.825,4521495.248,1349103.898,1348421.713
FI3 0 solar,13.857,17.62,14.848,14.294,17.199,12.941,12.505,16.167,17.723,18.1,14.14,15.592,13.728,16.708,942705.832,926739.806,941744.084,940486.343,943679.137,14.588,52.657,951366.625,944154.17,941925.457,14.44,944117.304,941468.77,475.909,941621.102,40.229,405.811,945634.377,353.267,13.626,189.392,379.293,941474.791,267.398,486.94,943554.672,269.447,407.591,941415.9,938311.07,391.762,488.799,33.188,346.741,880382.566,34.52,59.928
FR0 0 solar,1025605.891,1025239.178,905262.262,1025655.323,1025840.85,729014.966,1026020.22,1025773.556,1026892.599,318926.426,638168.037,1024618.729,1025770.951,917.451,67385011.863,67076078.176,67369814.55,67422299.496,67411396.751,1026282.976,35671269.517,67370415.911,67420241.489,67386221.131,1025851.17,67397132.167,67363032.74,35635937.613,67375967.891,35776448.476,35644399.079,67412585.214,35632731.041,1025757.492,35656800.875,35649047.353,67366649.938,35647275.948,35631579.862,67409850.87,35833435.07,35663540.994,67365888.9,67375966.053,35645671.726,35671825.695,35671586.824,35638958.371,66556803.871,35671578.815,35668869.319
GB4 0 solar,15.166,19.303,16.273,15.627,18.858,13.678,13.601,17.719,19.455,20.073,15.305,17.061,15.004,18.54,761.668,1209.226,988.826,109.958,115.327,16.019,58.192,128.106,104.849,752.247,15.77,551.684,902.109,522.153,976.216,46.504,445.061,122.828,383.964,14.937,206.56,419.255,1141.713,293.086,534.862,119.396,286.167,492.941,1110.805,856.091,429.378,555.877,36.112,373.271,91.114,37.908,66.171
GB5 0 solar,16.26,20.695,17.527,16.821,20.181,15.706,14.719,18.972,20.784,22.264,17.331,18.292,16.125,20.399,6680460.755,8074843.161,6682079.211,6665333.792,6727402.384,17.065,6155352.36,7320646.712,6742574.669,6678691.614,16.962,6695969.5,6664065.677,6075855.196,6676426.645,6065891.39,6080790.345,6726490.27,6073074.043,15.993,6144939.347,6089658.57,6667137.986,6099089.217,6089796.762,6727725.458,4530172.339,5855362.374,6665319.899,6739348.111,6078478.665,6176236.105,6157621.533,6080078.842,8315004.998,6156883.049,6151628.543
GR0 0 solar,1391611.926,1391955.195,1398484.455,1390732.392,1390773.974,1412516.156,1390218.312,1391444.348,1392798.994,1419395.068,1418238.849,1392224.511,1391255.6,1547570.85,35463387.349,35451990.76,35468306.477,35552763.83,35514716.752,1398477.729,9585273.912,35549189.774,35521735.829,35478009.493,1390608.872,35487286.285,35453550.903,9506197.683,35465229.861,9567019.495,9515143.839,35510078.148,9514584.656,1391114.105,9558667.594,9526433.454,35448900.794,9534850.283,9508713.305,35515259.831,9503363.343,9496216.928,35445430.294,35487786.301,9511611.55,9533022.677,9585862.35,9517943.652,35863789.663,9584413.242,9580347.71
HR0 0 solar,51.98,65.912,55.424,53.382,64.313,48.137,46.666,60.536,66.495,63.76,51.156,58.402,51.371,54.968,3722261.931,3712731.658,3724339.395,3730755.305,3734725.554,54.929,2258714.246,3735158.545,3733923.941,3723519.835,53.938,3725153.234,3722308.756,2271281.265,3721904.258,2315517.091,2280989.761,3735077.586,2272902.658,51.094,2268225.708,2278068.094,3724513.729,2267551.626,2266980.267,3735158.529,2333039.78,2279432.271,3722508.007,3723118.991,2279233.573,2267388.909,2258479.738,2271930.393,3717995.264,2258171.009,2260312.996
