,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
IE4 0 solar,87.509,56.304,73.941,44.288,116.195,130.539,103.492,61.995,110.463,121.125,48.63,3256882.107,2704240.248,2907669.278,3353063.163,2593847.57,3177205.042,2536719.373,3330528.27,2449268.945,3345226.975,2310176.69,2496035.36,68.76,2307593.099,2403561.475,3328085.743,3089190.67,2564432.595,2518489.541,2309403.563,2362791.563,2284302.124,2501947.019,3282498.657,2818735.225
IT0 0 solar,43084939.562,41864107.061,41816212.105,41662829.558,42496666.231,43707734.527,42935567.856,42067072.567,42314109.787,43714273.642,41875160.932,241059012.633,246944361.419,241117814.332,241117247.385,253806743.941,240800140.206,116534907.434,240990261.658,116456725.078,241142526.151,117252749.768,116653455.736,41649217.669,121281367.136,116389253.644,241138187.213,241012333.308,116481243.722,116582154.134,116129223.871,116066578.809,118908936.123,116740523.739,241268692.317,241528382.22
IT1 0 solar,3955341.322,4056970.284,4010197.072,4233572.258,4010683.159,3914130.688,3950479.463,4026628.558,4026932.115,3914037.897,4096422.24,9646548.065,9491155.477,9688572.105,9695098.09,9761514.766,9687504.501,6026511.837,9693026.913,6006861.299,9693927.074,5748057.604,6020848.816,4033107.012,5621429.6,6015547.016,9697955.502,9697092.83,6070832.32,6080430.863,5763238.161,6021716.874,5744380.568,6011339.039,9618858.303,9622970.168
LT6 0 solar,13.185,18.109,17.008,16.877,17.671,19.158,15.136,17.382,17.573,16.649,17.195,14259.826,11701.855,1366.584,2912.894,19037.838,2106.241,780.447,2262.923,1167.009,2920.967,812.648,949.49,13.89,1336.963,1287.971,2578.494,916.875,138.672,98.574,1253.547,1203.471,798.146,892.092,23349.188,1200.548
LU0 0 solar,13.251,21.369,17.901,18.242,12.591,17.73,15.324,15.357,16.689,13.729,19.218,2141954.009,2145934.255,2169207.759,2152816.008,2128912.856,2152043.462,564555.771,2149826.033,573466.394,2150922.115,591082.077,563944.942,12.195,677361.793,572366.272,2153350.45,2162961.518,569972.091,571737.814,589729.219,590113.238,680463.023,569740.467,2133191.359,2174294.799
LV6 0 solar,17.785,24.392,22.904,22.521,23.843,25.896,20.447,23.34,23.607,22.453,22.983,1082943.636,1060387.845,1112143.726,1103439.784,1022283.044,1087859.015,709103.539,1095631.36,686173.082,1104029.96,712036.947,691857.795,18.617,738902.272,682400.659,1102698.27,1083952.2,704156.744,704440.803,690618.169,678014.361,699136.158,704305.87,1084324.011,1118335.385
ME0 0 solar,1016639.198,920230.05,916877.052,950794.667,1006739.816,1022635.092,1007901.575,909585.121,996131.229,1022762.973,906257.534,3247670.592,3272385.109,3305364.63,3262999.968,3126936.001,3274499.283,1190604.767,3250713.793,1187524.503,3262315.317,1241890.762,1184763.113,967219.058,1319684.999,1193824.108,3263986.544,3291209.939,1187989.802,1184533.77,1197555.027,1186330.78,1295577.546,1189076.78,3243115.84,3273237.236
MK0 0 solar,1367758.006,1215200.651,1249662.723,1245581.224,1363436.779,1367720.121,1362870.497,1228746.989,1349175.943,1368105.197,1176343.011,5005794.158,4964175.949,5042668.397,5012108.105,4919081.148,5026203.244,1867410.176,5006417.236,1868041.567,5011422.356,2083979.408,1877505.033,1322824.869,2292304.137,1867965.779,5006153.037,5019377.301,1902564.528,1910945.058,1929281.403,1858318.113,2127265.26,1871046.565,4973588.179,5056620.203
NL0 0 solar,18.413,23.32,22.802,20.724,24.614,27.499,21.08,23.027,24.16,23.923,21.902,15609820.279,14963605.406,15398667.525,15549432.351,14892014.291,15697572.146,3545226.797,15617803.623,3499011.045,15555219.438,3150474.908,3519660.18,19.367,2951763.833,3419692.535,15555672.719,15496631.583,3581757.513,3594020.538,3168918.907,3300059.412,3048182.357,3571176.739,15543287.792,15303919.612
NO3 0 solar,10.565,14.412,13.792,12.999,14.334,15.359,12.214,13.946,14.31,13.304,13.537,528.394,423.386,73.49,65.981,538.503,68.269,189.826,47.882,282.379,55.27,199.553,232.249,11.247,337.657,313.469,64.14,56.367,34.263,24.072,301.183,290.872,189.624,219.216,709.886,65.389
PL0 0 solar,13.905,19.038,17.89,17.747,18.542,20.212,15.948,18.355,18.51,17.576,18.071,15229966.954,15699069.646,15173096.189,15235304.733,15294123.822,15032323.086,3363746.392,15304005.531,3138951.006,15235600.767,3169358.374,3156313.855,14.639,3275092.913,3130097.47,15267231.025,15016472.821,3368822.607,3226428.195,3139416.441,3157883.612,3377014.02,3231435.119,15218426.384,15570477.414
PT0 0 solar,79.118,101.407,101.798,99.574,105.472,113.561,91.103,102.786,105.865,98.955,96.378,1682050.845,1827625.546,1822806.119,1682951.874,1882208.876,1697593.753,196419.282,1680991.429,161207.545,1683968.164,31504.513,182573.832,81.277,8881.968,143357.585,1684942.753,1708929.0,206071.528,209307.674,62702.078,149356.784,19749.244,210736.381,1662469.049,1848198.966
RO0 0 solar,19.074,26.775,24.86,25.781,25.486,27.628,21.918,25.61,25.453,23.958,25.609,1558592.458,1564482.679,1610307.155,1552620.644,1489283.514,1588713.176,545.285,1553143.497,816.357,1554924.689,589.804,668.892,20.235,1019.878,903.998,1553944.929,1609897.87,98.883,69.443,874.283,841.27,562.053,634.306,1560885.159,1657950.556
RS0 0 solar,30.272,42.266,39.343,39.467,40.697,43.819,34.965,40.588,40.375,38.012,40.357,1052768.94,1190958.38,1037743.945,1028251.294,1143188.783,1042859.992,546.331,1033958.318,813.23,1030054.939,598.256,665.245,32.382,1076.545,909.682,1032774.241,1035781.24,98.963,69.453,871.566,842.772,569.813,627.5,1044375.494,1036904.596
SE3 0 solar,21.553,29.692,28.206,27.44,29.084,31.318,24.985,28.679,28.892,27.191,27.939,987583.532,1066507.756,1150058.399,1151924.213,796406.68,972890.582,887.287,1065720.459,1291.186,1159340.966,908.773,1108.852,22.949,1417.31,1427.304,1156155.496,1070789.895,158.46,115.087,1435.456,1331.665,875.006,1034.62,1107991.282,1211025.538
SI0 0 solar,20.606,26.428,24.386,24.551,26.804,30.026,23.345,24.121,26.965,25.305,25.392,1244.931,1111.107,175.915,143.415,1511.781,160.881,462.434,107.343,687.061,124.141,523.094,566.322,20.436,878.582,784.152,150.505,135.636,83.277,57.981,768.025,731.268,485.226,526.775,1670.769,160.906
SK0 0 solar,1807577.031,1547636.143,1629728.849,1564338.988,1723557.618,1825767.597,1775610.777,1592924.543,1694788.962,1825171.623,1550795.63,5945000.855,6322494.772,6065289.888,5933561.854,6756237.644,6013825.58,4852252.069,5919054.46,4870397.829,5938145.791,4870789.359,4894132.604,1654242.82,4833513.935,4859016.504,5938051.094,5969225.073,4864070.715,4903696.082,4886381.826,4869421.972,4942802.125,4893716.852,5925257.725,6150321.535
AL0 0 solar rooftop,1050644.775,1061004.318,1044069.002,1063241.782,1048278.212,1049520.709,1050227.771,1053966.898,1046690.022,1049683.334,1062725.634,1080234.608,1078357.394,1083381.502,1083720.829,1080320.882,1083677.962,1073389.42,1082936.141,1071099.238,1083360.851,1079587.662,1072152.742,1045355.708,1080567.167,1071269.034,1084060.771,1083545.091,1081737.206,1083226.228,1074981.231,1074081.621,1080247.732,1072062.284,1076739.604,1083850.965
AT0 0 solar rooftop,2639239.407,2624484.625,2643980.863,2617295.56,2639890.857,2639787.892,2640996.162,2633444.471,2640897.686,2640409.203,2619598.506,2710196.032,2709339.873,2715483.716,2716227.411,2711157.375,2715873.441,2698177.717,2715193.632,2695595.185,2715581.425,2692163.621,2697061.264,2643444.606,2691078.991,2695919.815,2716364.654,2715784.331,2701149.499,2701320.784,2697562.508,2696827.946,2690780.698,2697535.419,2703295.631,2716077.858
BA0 0 solar rooftop,1384784.901,1387255.441,1374705.253,1400328.277,1381508.631,1385152.745,1384253.35,1382596.197,1381613.943,1385189.04,1394981.131,1396459.145,1394886.565,1399226.61,1399799.18,1396702.071,1399567.967,1396051.361,1399083.859,1394576.141,1399441.34,1396816.34,1395441.145,1379282.707,1396587.22,1395087.116,1399925.189,1399459.945,1399390.301,1399942.466,1395813.755,1395730.771,1397028.459,1395211.419,1393307.459,1399732.296
BE0 0 solar rooftop,3159813.807,3159878.115,3161608.768,3162262.551,3159162.005,3159250.466,3159642.768,3161754.877,3159887.711,3159383.207,3161876.413,3156951.071,3156467.256,3161363.1,3161762.67,3156951.724,3161515.871,3153613.614,3161067.38,3150054.336,3161362.786,3155231.385,3151951.138,3161201.942,3153479.874,3150393.054,3161854.491,3161496.517,3160726.691,3161437.397,3151743.325,3152654.492,3155105.673,3151816.579,3152069.341,3161721.856
BG0 0 solar rooftop,2911946.046,2912097.975,2911582.616,2912483.958,2910902.41,2911397.117,2911664.828,2911664.172,2911267.286,2911435.586,2912110.28,2901248.08,2901821.835,2909467.668,2910589.967,2906043.503,2910137.7,2900619.522,2909152.884,2895642.633,2909691.483,2904172.69,2898661.199,2911386.177,2907920.651,2896246.028,2910907.792,2909824.037,2909859.677,2911110.358,2898444.823,2897982.045,2905962.312,2897979.649,2892434.32,2910587.568
CH0 0 solar rooftop,2964156.854,2965833.514,2964295.171,2966155.617,2963275.039,2963522.062,2963835.804,2965501.376,2963723.955,2963740.904,2965764.625,2957140.206,2952472.134,2964216.997,2965130.704,2956657.552,2964692.081,2956197.703,2963913.806,2951833.791,2964404.391,2958245.932,2954404.402,2963861.278,2957785.554,2952469.534,2965265.172,2964656.149,2964339.827,2965182.93,2953748.544,2954207.89,2958435.15,2954095.164,2948393.591,2964783.41
CZ0 0 solar rooftop,3046004.54,3045570.35,3040284.945,3043813.705,3045900.436,3045409.954,3045929.245,3038874.423,3044924.64,3045498.669,3045200.409,3051743.98,3051172.167,3053124.495,3053266.716,3051316.381,3053178.483,3049971.107,3053056.021,3048457.125,3053140.038,3050627.672,3049339.554,3044999.935,3050267.018,3048679.716,3053297.591,3053154.875,3052741.387,3053064.155,3049193.234,3049306.493,3050663.525,3049175.766,3050235.851,3053210.567
DE0 0 solar rooftop,21939388.883,20821204.552,20793277.363,21022714.105,21553671.948,21921500.63,21659522.606,20827608.361,21305626.777,21927476.629,21155055.34,23111837.647,23113228.159,23118569.115,23118586.129,23111829.308,23118571.536,23112559.133,23118468.874,23108964.407,23118572.896,23114230.083,23111063.12,21069028.05,23112615.305,23109201.588,23118798.116,23118783.184,23118355.85,23118875.674,23110591.198,23110419.103,23114543.469,23110909.242,23107833.254,23118751.158
DK0 0 solar rooftop,624658.833,785047.351,784730.56,785242.827,617188.46,620121.947,616590.513,784824.564,569415.939,620146.773,784921.447,782094.876,780450.982,784631.418,784922.918,781378.688,784721.202,778087.783,784208.333,776384.083,784558.644,780891.237,777131.918,746551.867,780621.163,777175.675,785018.139,784690.791,783838.876,784617.957,778926.455,780098.102,781469.742,777357.473,779501.185,784830.363
DK3 0 solar rooftop,394532.886,393992.828,412039.702,416570.278,393310.794,395261.287,393915.44,394066.427,392866.805,395284.352,416495.607,428216.719,427920.477,430396.986,430547.226,428368.739,430419.493,425583.429,429855.723,425479.503,430171.663,427961.303,425578.789,393579.081,427950.952,425909.623,430670.502,430384.371,429879.556,430560.084,427166.139,427660.08,428291.299,425728.982,426241.404,430634.672
EE6 0 solar rooftop,336702.154,336642.911,336619.65,336775.502,336462.553,336553.724,336639.907,336580.168,336495.401,336572.554,336594.981,334736.575,333951.789,336272.229,336374.603,334509.371,336302.416,333010.005,335857.886,332656.748,336071.88,334340.326,332891.149,336494.523,334504.248,332644.663,336489.872,336244.75,335917.373,336429.511,333628.358,333980.637,334643.782,332971.397,333461.501,336484.424
ES0 0 solar rooftop,18530824.49,18531355.556,18530368.954,18532053.232,18529251.151,18529633.71,18530229.233,18530766.757,18529733.92,18530031.045,18531391.384,18513765.008,18523789.749,18529482.642,18529314.112,18526089.01,18529130.425,18511754.017,18528802.239,18501442.656,18529126.343,18518669.792,18507287.75,18530267.383,18521668.855,18501606.521,18529952.341,18529639.753,18528221.627,18529764.661,18507762.17,18506099.065,18522749.777,18507074.284,18501930.564,18530571.432
ES2 0 solar rooftop,263318.238,263653.133,263317.084,263996.872,262691.806,262613.876,263142.719,263366.951,262752.849,262699.28,263693.752,264251.733,264282.071,264284.314,264292.883,264278.367,264286.074,257153.846,264287.789,257828.405,264290.434,260093.222,257759.001,262791.951,262764.213,258132.964,264296.185,264278.158,261838.753,262841.063,260128.445,259422.995,261959.311,257477.494,264244.087,264295.722
FI3 0 solar rooftop,1241226.113,1007667.143,1145429.248,936028.865,1233630.711,1243071.286,1242518.516,1073840.355,1204547.099,1244021.093,995106.437,1283849.302,1283397.595,1285815.709,1285949.944,1284150.574,1285871.726,1282736.736,1285395.49,1281476.194,1285637.447,1283469.38,1282096.733,1188974.204,1283225.965,1281789.97,1286040.136,1285852.648,1285552.211,1285969.37,1282329.799,1282831.717,1283443.273,1282152.653,1281599.782,1286059.394
FR0 0 solar rooftop,21133798.257,21134063.268,21133486.409,21134499.928,21132916.47,21132995.8,21133461.27,21133679.651,21133215.264,21133303.491,21134090.331,21120200.517,21123592.149,21132593.646,21132786.754,21124334.197,21132628.215,21121406.13,21132480.638,21115236.803,21132683.697,21124153.647,21118801.777,21133509.16,21121090.942,21115376.091,21133162.167,21133013.924,21132175.19,21133132.022,21117371.443,21117388.97,21124484.529,21118478.686,21112804.947,21133001.81
GB4 0 solar rooftop,404807.281,375509.862,385984.846,347717.313,414455.023,390682.457,412568.407,361832.461,417134.67,385113.64,369449.494,441666.29,440280.122,443244.707,443396.282,440631.373,443329.587,436895.888,442845.764,436924.234,443061.565,439493.031,437040.264,403667.129,438879.75,436966.265,443521.6,443222.077,442098.286,443093.253,438610.832,439529.418,439782.393,437094.618,440124.042,443471.026
GB5 0 solar rooftop,17040077.942,16867075.887,17039668.858,15500400.99,17038994.579,17038671.18,17039657.055,17040025.535,17039625.091,17039211.737,16266639.191,17027752.321,17029401.254,17039602.068,17039721.438,17028149.564,17039515.258,17025876.852,17039419.641,17020191.389,17039575.286,17029986.718,17023317.707,17039922.184,17025054.906,17020738.137,17040028.695,17039957.617,17038683.696,17039734.862,17023415.949,17023969.188,17029816.081,17022769.252,17020754.265,17039852.797
GR0 0 solar rooftop,3562702.913,3562893.548,3562159.753,3563426.914,3561181.78,3561921.109,3562310.201,3562339.765,3561672.156,3561994.622,3562839.662,3549040.295,3545597.047,3560027.506,3561508.252,3552662.509,3560851.426,3542920.833,3559728.187,3533355.901,3560381.55,3545405.919,3538716.777,3561785.717,3552316.299,3533886.221,3561751.729,3560538.213,3559326.942,3561120.653,3535674.084,3536500.58,3547712.516,3537918.826,3536550.927,3560977.389
HR0 0 solar rooftop,1325014.654,1324059.193,1316203.751,1345833.085,1322516.524,1324241.346,1323904.989,1318194.403,1322066.172,1324284.066,1332667.061,1347726.425,1345511.327,1350293.847,1350680.86,1347958.228,1350512.941,1346249.165,1350007.501,1344552.548,1350326.614,1347002.615,1345594.429,1319456.526,1347886.117,1344990.856,1350784.937,1350406.32,1349988.064,1350601.97,1345616.833,1345901.873,1347523.99,1345335.102,1344598.005,1350653.082
HU0 0 solar rooftop,3326757.305,3322552.802,3314186.223,3324495.679,3322300.098,3327253.284,3325966.217,3317133.041,3319160.693,3327333.978,3317802.14,3337110.664,3336219.235,3339322.585,3339650.264,3337436.695,3339525.476,3336647.367,3339296.422,3335370.554,3339447.273,3337577.777,3336128.667,3316632.197,3336965.98,3335559.009,3339749.471,3339414.571,3339346.908,3339707.353,3336319.477,3336071.847,3337506.713,3335963.966,3334883.395,3339633.004
IE4 0 solar rooftop,1175633.273,1175700.122,1175458.548,1175796.72,1175079.914,1175224.402,1175486.385,1175479.151,1175298.297,1175267.135,1175522.043,1172253.011,1170433.764,1175236.817,1175435.129,1170928.345,1175324.721,1167666.792,1174703.48,1166120.06,1175000.382,1170801.155,1167091.868,1175380.241,1169321.053,1166888.649,1175564.239,1175302.113,1174200.671,1175145.265,1168528.249,1169594.323,1171033.078,1166708.587,1168594.471,1175528.806
IT0 0 solar rooftop,21384199.054,21384457.336,21383398.934,21385390.156,21382681.598,21382861.197,21383563.988,21383760.046,21383075.272,21383430.091,21384636.851,21349059.373,21354744.595,21379883.983,21380610.19,21359871.357,21380149.097,21349046.54,21379993.586,21330418.688,21380537.752,21353630.802,21340993.572,21383503.426,21349705.045,21330095.529,21381780.16,21381138.097,21378703.319,21381368.685,21332833.858,21335800.165,21354550.765,21341073.081,21329444.496,21380435.99
IT1 0 solar rooftop,647630.646,648062.263,647655.899,648372.672,646797.853,647030.414,647383.031,647739.913,647151.129,647189.65,647974.049,641866.376,639063.883,646600.219,647206.759,643074.279,647045.918,627861.387,646047.103,624951.486,646599.486,634170.907,626777.299,647342.656,636236.292,624285.803,647491.865,646932.745,644156.819,646417.332,629202.728,631021.387,636054.666,627613.253,635189.405,647219.068
LT6 0 solar rooftop,758875.085,718597.258,760544.464,695794.735,761231.899,758637.399,760090.506,745347.974,763300.066,758595.014,700675.773,779155.09,778575.501,780956.638,781109.078,779055.972,781013.346,777666.615,780596.138,776502.363,780833.189,778704.711,777131.486,772888.846,778585.536,776739.593,781203.903,780941.645,780629.285,781090.482,777504.765,778016.067,778928.895,777134.164,777399.628,781201.77
LU0 0 solar rooftop,164328.958,169649.403,168662.207,170108.827,166644.35,161872.2,165505.378,169768.41,168499.109,161872.391,169987.516,168709.355,168845.997,169996.115,169912.888,168955.339,169886.378,165528.497,169483.83,165708.984,169654.489,165726.326,165855.959,168278.356,167840.348,165738.566,170041.716,169845.153,167139.028,167444.318,165704.83,166236.264,167433.447,165779.118,167848.99,170136.896
LV6 0 solar rooftop,515638.489,515584.612,515544.593,515713.217,515393.831,515486.397,515572.847,515515.546,515434.875,515514.84,515549.578,513226.401,512249.308,515097.498,515261.423,512804.006,515153.535,512068.024,514711.939,511450.776,514939.913,513183.442,511786.818,515443.739,513169.187,511450.738,515379.692,515091.755,514896.374,515383.656,512342.467,512853.227,513459.172,511962.595,511427.722,515368.351
ME0 0 solar rooftop,269987.508,270253.06,269397.359,270838.73,268924.957,269118.397,269632.455,269596.868,268894.731,269468.346,270134.689,269113.179,268540.647,270324.736,270550.2,269324.29,270490.966,268863.729,269967.71,268759.452,270233.298,269191.139,269033.482,268519.732,269949.191,268800.352,270709.664,270253.73,270498.205,270876.123,269321.026,269283.119,269704.432,268964.033,268199.766,270601.093
MK0 0 solar rooftop,821762.02,821814.456,821482.173,822052.151,820982.768,821385.17,821551.299,821529.394,821210.379,821436.711,821781.238,817046.584,816087.212,820280.296,820866.728,818395.456,820764.033,812861.102,819915.421,811833.161,820403.888,815887.423,812474.787,821238.542,818826.5,811176.291,821256.623,820548.693,819853.42,821116.314,813416.342,813659.645,817809.378,812560.888,813507.673,820974.201
NL0 0 solar rooftop,4446042.999,4446213.593,4445754.61,4446476.671,4445191.629,4445543.868,4445771.12,4445937.669,4445594.806,4445702.079,4446092.858,4438278.43,4439010.614,4445477.907,4445625.286,4439182.583,4445307.387,4436056.131,4444661.028,4431378.663,4445023.937,4439280.862,4434085.6,4445790.732,4436642.551,4431933.038,4445762.105,4445457.773,4444638.419,4445481.36,4435034.567,4434871.189,4439302.414,4433797.995,4430682.204,4445897.767
NO3 0 solar rooftop,48.228,54.919,66.022,40.84,54.069,58.294,40.401,47.189,49.582,49.105,56.316,1234315.642,1233794.623,1234807.469,1234872.856,1233892.968,1234839.548,1233839.801,1234756.744,1233471.817,1234814.438,1234185.395,1233730.285,38.984,1234140.134,1233618.025,1234884.288,1234835.514,1234744.976,1234844.632,1233949.202,1233980.389,1234329.09,1233751.633,1233771.528,1234847.265
PL0 0 solar rooftop,8427915.858,9140190.623,8707276.92,9068780.598,8495875.855,8436368.037,8404910.737,8953794.14,8547964.508,8435466.12,9121820.617,10855159.581,10857458.838,10862619.988,10862583.331,10857104.738,10862473.894,10855295.402,10862250.032,10851354.912,10862397.687,10857829.166,10853671.912,8644284.495,10856607.535,10851809.998,10862830.826,10862705.063,10862066.0,10862796.328,10853516.925,10853197.262,10857864.826,10853321.586,10849664.301,10862883.965
PT0 0 solar rooftop,3822476.095,3822927.123,3822104.964,3823456.032,3820827.573,3821633.259,3822013.163,3822385.829,3821491.963,3821760.076,3822819.765,3810584.209,3816016.023,3821042.688,3821688.105,3818451.935,3821043.794,3806680.403,3820236.042,3798937.004,3820732.797,3812073.624,3803347.777,3821879.596,3814563.474,3799542.11,3821956.532,3821102.859,3820092.854,3821529.384,3803849.988,3803140.358,3815133.661,3802759.179,3799283.063,3822199.473
RO0 0 solar rooftop,7065166.464,7060717.968,7053136.12,7079560.23,7061767.247,7065806.463,7063414.008,7054305.28,7059956.199,7066068.981,7071610.715,7074069.098,7073468.385,7080058.116,7080251.984,7074659.747,7080201.912,7073415.079,7079926.445,7069804.478,7080098.739,7074639.863,7071879.163,7056575.566,7073676.914,7070070.2,7080603.962,7080288.34,7079977.754,7080770.563,7071229.52,7071438.517,7074713.593,7071613.287,7069454.608,7080532.431
RS0 0 solar rooftop,2598456.755,2596792.702,2600645.95,2596682.219,2598606.714,2597476.046,2598523.072,2600414.229,2599808.24,2597481.754,2596883.26,2586708.69,2587620.995,2594358.525,2595870.894,2596002.893,2595512.421,2578169.047,2593454.079,2577331.827,2594216.208,2581541.192,2579866.668,2600522.105,2586937.834,2577619.844,2596440.515,2594731.833,2582312.053,2582666.602,2577377.03,2578045.006,2586977.277,2579630.039,2580200.956,2595799.458
SE3 0 solar rooftop,2553532.394,2553535.27,2553511.047,2553589.525,2553417.245,2553456.85,2553495.701,2553508.967,2553428.178,2553480.831,2553537.483,2549858.952,2549268.508,2552707.418,2552988.451,2549796.315,2552817.935,2550168.135,2552413.945,2548930.583,2552665.058,2550771.631,2549590.915,2553465.445,2550170.2,2549185.794,2553076.991,2552825.342,2552799.098,2553150.99,2549717.55,2549922.964,2550706.381,2549531.149,2546338.914,2552955.599
SI0 0 solar rooftop,845176.34,855853.55,830584.777,899073.868,843118.517,845981.834,843608.47,836088.902,844584.565,845885.97,872178.459,908656.273,910346.51,900894.751,904515.111,914809.12,902330.453,902589.583,905875.152,902316.956,904960.358,903240.8,902988.338,839886.09,916865.862,902007.672,903330.615,903004.518,902033.697,902068.047,903072.817,902941.532,910012.614,903137.573,910358.244,900368.133
SK0 0 solar rooftop,1720756.458,1720861.64,1720596.623,1720925.777,1720142.655,1720411.925,1720570.666,1720647.233,1720372.07,1720491.962,1720808.472,1718022.963,1715122.628,1720309.001,1720673.21,1716692.549,1720512.123,1715349.639,1720149.827,1713151.126,1720412.651,1716872.247,1714468.42,1720458.922,1715249.236,1713685.235,1720769.778,1720473.582,1719828.999,1720449.6,1714420.845,1714687.226,1716495.19,1714144.889,1715649.238,1720558.66
AL0 0 ror,60484.363,60789.725,60237.642,61254.807,60228.347,60297.068,60486.154,60396.759,60213.167,60314.952,60979.564,60015.696,59975.278,60880.617,60955.132,60203.63,60855.12,60067.97,60443.702,59850.517,60719.476,60637.768,59960.863,60025.147,60879.2,59976.258,61104.966,60750.677,60910.608,61102.399,60302.247,60173.352,60595.886,59849.839,59635.311,60986.239
AT0 0 ror,7340842.878,7313524.574,7330295.189,7315413.245,7330395.909,7346719.204,7337343.444,7314820.385,7330248.543,7346839.755,7301572.344,7580951.687,7579468.884,7593353.609,7594645.946,7582308.092,7593803.258,7558615.27,7592978.222,7550087.11,7593569.069,7540412.532,7554302.436,7328120.059,7539230.342,7550626.096,7594836.1,7593863.342,7571874.301,7573143.501,7552480.888,7552957.137,7536379.137,7555239.027,7569829.089,7594073.408
BE0 0 ror,107436.922,107575.405,107490.173,107768.577,107114.666,107226.529,107359.568,107474.813,107178.792,107183.232,107559.011,105691.541,105961.27,107215.901,107284.643,106281.552,107150.964,105542.557,106542.798,105067.507,106941.328,105950.674,105302.832,107251.837,105905.366,105381.344,107482.359,107046.57,107215.438,107501.757,105745.727,105817.38,105752.765,105117.325,104970.989,107442.899
BG0 0 ror,14394.865,14453.308,14399.179,14541.835,14316.082,14321.688,14395.848,14412.755,14317.541,14319.124,14486.35,13914.831,14063.354,14162.873,14182.863,14209.329,14133.967,14013.214,14005.083,13950.226,14092.624,14123.69,13980.483,14302.955,14261.508,13983.038,14277.404,14094.365,14287.221,14375.662,14034.339,14042.276,14158.649,13954.505,13841.994,14231.892
CH0 0 ror,4491301.75,4513290.266,4498203.921,4518192.766,4492274.266,4490338.084,4494178.208,4502825.655,4493122.945,4490526.484,4517742.53,4504249.81,4498372.69,4515424.672,4516644.428,4504320.901,4515911.615,4502994.874,4514747.732,4497510.789,4515554.869,4505832.14,4500815.285,4493760.306,4506445.971,4498104.196,4516858.06,4515861.637,4515533.23,4516765.365,4500383.956,4500414.971,4507076.047,4501178.318,4493465.839,4516111.948
CZ0 0 ror,49390.882,49449.496,49387.667,49494.167,49277.202,49297.116,49366.687,49365.802,49271.996,49289.087,49443.028,49173.14,49128.728,49481.468,49500.255,49130.547,49462.072,49061.588,49360.286,48951.252,49434.089,49201.736,49016.689,49272.741,49134.09,49031.117,49541.941,49437.644,49461.521,49533.568,49138.368,49151.062,49145.36,48954.206,49048.909,49505.453
DE0 0 ror,5340773.032,5341000.536,5340329.919,5341361.89,5339533.912,5340072.851,5340377.314,5340600.705,5340110.482,5340395.187,5340846.662,5331675.914,5330049.471,5339744.545,5340553.51,5330723.598,5340029.937,5330910.602,5339165.792,5326854.111,5339877.7,5333080.451,5329472.309,5340323.65,5331895.509,5327531.457,5340671.588,5340072.591,5339751.382,5340636.377,5329367.381,5328679.617,5334317.072,5329351.494,5323032.212,5340382.54
ES0 0 ror,168370.766,168533.454,168372.696,168742.023,168005.064,168113.486,168278.63,168401.642,168054.858,168071.55,168543.04,163199.251,163422.85,167205.399,167390.929,164588.469,167036.078,164238.134,165626.203,163219.339,166558.987,165410.705,163672.584,168133.951,166287.373,163651.629,167774.613,166767.596,167635.456,168100.918,164654.992,164726.987,165888.366,163421.707,160580.024,167710.353
FI3 0 ror,2310151.645,2310106.239,2310080.589,2310166.538,2309948.259,2310033.388,2310079.969,2310057.531,2309981.266,2310067.901,2310076.589,2302489.848,2301520.355,2308460.22,2308844.091,2302947.721,2308578.047,2302392.225,2307381.545,2301031.112,2308142.477,2302853.139,2302187.932,2310019.843,2304261.074,2301236.448,2309073.928,2308658.985,2308539.439,2309399.823,2302974.207,2301107.959,2305052.041,2302112.216,2294859.676,2309049.725
FR0 0 ror,10167909.442,10168161.652,10167658.023,10168504.199,10167005.008,10167237.238,10167634.166,10167830.184,10167386.609,10167489.672,10168112.283,10148746.13,10148447.853,10165144.479,10166411.336,10150545.999,10165532.808,10149201.315,10164673.93,10141589.306,10165419.547,10152579.22,10145805.64,10167600.863,10149233.922,10141633.447,10166626.516,10165747.737,10164928.222,10166429.088,10144044.413,10144503.833,10153442.431,10145899.115,10135225.961,10165904.519
GB4 0 ror,91429.109,91397.393,91364.444,91546.486,91061.77,91020.777,91360.726,91299.689,91158.987,90871.815,91263.091,87208.2,86830.442,90505.338,90616.703,87189.7,90355.28,87180.261,88954.858,86574.018,89857.949,88146.705,86906.0,91159.327,87462.476,87183.614,91023.287,90116.969,90542.486,91120.01,87874.965,88059.855,87706.172,86398.537,85546.841,90845.973
GB5 0 ror,1271346.008,1271378.247,1271043.559,1271651.358,1270476.084,1270598.05,1271105.901,1271124.089,1270879.301,1270673.246,1271026.583,1257560.704,1252969.568,1269403.786,1270403.312,1253515.041,1269510.897,1248269.642,1267303.786,1245493.136,1268875.034,1249905.785,1247963.854,1271032.748,1248163.508,1248235.202,1270704.37,1269377.341,1268290.605,1269974.325,1249876.318,1250262.678,1253695.618,1247798.334,1246925.302,1270115.425
