,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
LU0 0 coal,-1.063,-0.932,-1.151,-1.179,-0.935,-0.791,-1.044,-1.072,-1.387,-0.919,-0.901,-10.295,-2.126,-9.768,-1.8,-1.84,-17.311,-13.634,-8.158,-2.336,-1.927,-18.609,-1.485,-18.799,-17.029,-16.469,-11.912,-12.514,-2.812,-12.073,-18.574,-15.644,-15.041,-13.822,-2.226,-14.397
LV6 0 coal,-1.065,-0.931,-1.169,-1.19,-0.943,-0.802,-1.047,-1.081,-1.392,-0.924,-0.918,-9.9,-2.053,-9.367,-1.733,-1.77,-16.638,-13.329,-7.966,-2.248,-1.86,-18.208,-1.485,-18.362,-16.673,-15.828,-11.652,-12.192,-2.709,-11.765,-18.129,-15.27,-14.666,-13.359,-2.136,-14.068
ME0 0 coal,-1.091,-0.955,-1.198,-1.221,-0.963,-0.82,-1.072,-1.107,-1.426,-0.943,-0.938,-9.961,-2.063,-9.443,-1.748,-1.783,-16.779,-13.69,-8.146,-2.265,-1.868,-18.522,-1.523,-18.889,-17.02,-15.926,-11.939,-12.549,-2.725,-12.11,-18.451,-15.695,-15.101,-13.454,-2.151,-14.398
MK0 0 coal,-1.068,-0.934,-1.168,-1.191,-0.947,-0.8,-1.048,-1.079,-1.39,-0.921,-0.915,-9.736,-2.018,-9.243,-1.711,-1.745,-16.427,-13.535,-8.052,-2.217,-1.825,-18.316,-1.486,-18.677,-16.848,-15.577,-11.814,-12.405,-2.667,-11.971,-18.252,-15.517,-14.917,-13.142,-2.105,-14.251
NL0 0 coal,-1.081,-0.944,-1.168,-1.192,-0.948,-0.802,-1.063,-1.087,-1.41,-0.936,-0.905,-9.824,-2.027,-9.321,-1.721,-1.757,-16.535,-13.352,-7.963,-2.23,-1.833,-18.224,-1.505,-18.402,-16.663,-15.699,-11.665,-12.259,-2.684,-11.819,-18.17,-15.292,-14.681,-13.19,-2.125,-14.108
NO3 0 coal,-0.879,-0.761,-0.943,-0.966,-0.762,-0.649,-0.856,-0.876,-1.144,-0.76,-0.741,-8.906,-1.839,-8.444,-1.568,-1.593,-15.034,-12.016,-7.044,-2.028,-1.663,-16.202,-1.219,-16.488,-14.997,-14.206,-10.505,-11.0,-2.433,-10.638,-16.151,-13.783,-13.142,-12.011,-1.92,-12.632
PL0 0 coal,-1.096,-0.959,-1.187,-1.213,-0.964,-0.814,-1.079,-1.104,-1.431,-0.948,-0.922,-10.133,-2.097,-9.589,-1.772,-1.807,-17.026,-13.576,-8.097,-2.295,-1.901,-18.5,-1.529,-18.707,-16.909,-16.154,-11.844,-12.396,-2.766,-11.956,-18.443,-15.493,-14.908,-13.627,-2.185,-14.32
PT0 0 coal,-1.054,-0.919,-1.143,-1.172,-0.93,-0.782,-1.033,-1.061,-1.372,-0.908,-0.893,-9.563,-1.98,-9.056,-1.676,-1.708,-16.088,-13.468,-8.021,-2.17,-1.795,-18.292,-1.468,-18.583,-16.766,-15.253,-11.762,-12.379,-2.613,-11.948,-18.222,-15.458,-14.844,-12.88,-2.061,-14.212
RO0 0 coal,-1.05,-0.921,-1.149,-1.175,-0.93,-0.78,-1.031,-1.065,-1.374,-0.903,-0.899,-9.789,-2.025,-9.279,-1.719,-1.751,-16.497,-13.457,-7.997,-2.226,-1.836,-18.198,-1.468,-18.532,-16.759,-15.637,-11.752,-12.346,-2.676,-11.917,-18.142,-15.435,-14.836,-13.196,-2.113,-14.174
RS0 0 coal,-1.074,-0.941,-1.175,-1.199,-0.95,-0.803,-1.055,-1.087,-1.403,-0.928,-0.92,-9.915,-2.053,-9.403,-1.741,-1.775,-16.708,-13.666,-8.136,-2.255,-1.858,-18.491,-1.499,-18.858,-17.005,-15.85,-11.924,-12.527,-2.713,-12.089,-18.43,-15.665,-15.073,-13.379,-2.142,-14.387
SE3 0 coal,-0.962,-0.833,-1.036,-1.061,-0.838,-0.717,-0.939,-0.964,-1.252,-0.835,-0.814,-9.31,-1.92,-8.834,-1.634,-1.667,-15.683,-12.761,-7.586,-2.118,-1.738,-17.409,-1.335,-17.559,-15.989,-14.875,-11.164,-11.69,-2.545,-11.292,-17.357,-14.636,-14.011,-12.526,-2.011,-13.468
SI0 0 coal,-1.14,-1.001,-1.257,-1.277,-1.007,-0.858,-1.12,-1.158,-1.49,-0.983,-0.979,-10.271,-2.128,-9.753,-1.804,-1.841,-17.322,-14.247,-8.525,-2.339,-1.928,-19.328,-1.594,-19.701,-17.694,-16.454,-12.407,-13.055,-2.813,-12.592,-19.247,-16.311,-15.738,-13.86,-2.225,-14.99
SK0 0 coal,-1.125,-0.985,-1.226,-1.247,-0.988,-0.838,-1.106,-1.135,-1.465,-0.971,-0.95,-10.37,-2.145,-9.851,-1.815,-1.857,-17.458,-14.05,-8.394,-2.355,-1.941,-19.128,-1.569,-19.419,-17.471,-16.62,-12.216,-12.778,-2.84,-12.319,-19.058,-15.984,-15.419,-13.927,-2.244,-14.783
AL0 0 nuclear,-8.684,-6.827,-9.107,-9.496,-7.732,-7.899,-8.62,-8.549,-10.831,-9.836,-7.891,-134.669,-27.604,-125.592,-16.11,-24.034,-174.758,-134.376,-124.474,-33.057,-28.706,-340.165,-11.676,-195.712,-223.288,-250.943,-132.032,-162.816,-43.856,-135.159,-350.289,-208.933,-164.185,-169.99,-33.23,-168.196
AT0 0 nuclear,-7.687,-5.466,-6.674,-7.181,-6.084,-6.686,-6.867,-6.709,-8.592,-7.721,-6.062,-260.878,-51.995,-233.665,-39.194,-53.334,-395.544,-169.345,-124.118,-59.464,-55.407,-322.649,-9.225,-256.191,-258.139,-484.231,-187.943,-209.451,-80.593,-202.088,-328.619,-237.936,-188.292,-291.544,-60.549,-232.064
BA0 0 nuclear,-11.461,-8.507,-11.367,-11.523,-9.218,-10.892,-11.015,-10.494,-13.326,-13.416,-9.668,-410.117,-90.304,-377.941,-55.656,-76.589,-590.686,-107.012,-107.04,-93.266,-90.114,-307.383,-14.263,-160.565,-171.69,-698.865,-90.631,-129.568,-120.843,-112.334,-323.02,-148.244,-161.862,-556.154,-93.052,-112.406
BE0 0 nuclear,-7.563,-5.321,-6.403,-6.854,-5.908,-6.435,-7.199,-6.525,-8.441,-8.591,-5.826,-469.078,-111.075,-397.358,-66.076,-86.707,-698.724,-241.346,-150.44,-94.118,-101.391,-367.827,-8.949,-334.045,-340.125,-805.569,-237.113,-251.825,-144.926,-244.514,-375.237,-305.429,-263.011,-632.411,-110.217,-287.026
BG0 0 nuclear,-8.748,-6.497,-8.348,-8.728,-7.152,-8.282,-7.805,-7.976,-10.271,-10.38,-7.281,-201.747,-34.082,-183.418,-30.662,-38.966,-322.532,-153.416,-129.547,-44.107,-37.702,-396.168,-10.936,-236.668,-245.821,-368.84,-182.452,-216.34,-61.607,-210.123,-407.963,-250.727,-192.262,-231.979,-43.513,-234.733
CH0 0 nuclear,-7.75,-5.13,-6.32,-6.76,-5.719,-6.453,-6.944,-6.333,-8.145,-6.211,-5.693,-132.126,-24.569,-131.669,-19.482,-25.73,-191.634,-137.882,-105.789,-28.717,-25.21,-279.362,-8.754,-210.085,-206.661,-235.375,-153.06,-170.47,-41.15,-164.173,-284.851,-196.428,-146.327,-150.64,-31.494,-189.352
CZ0 0 nuclear,-10.94,-7.981,-9.654,-10.418,-8.637,-9.415,-9.7,-9.457,-12.271,-11.069,-8.582,-9519916.872,-9566799.292,-9607573.967,-9772467.539,-9618378.671,-9732292.524,-567.675,-432.875,-9702527.147,-9563876.323,-1177.443,-13.206,-856.192,-961.157,-9514756.747,-595.38,-702.187,-9498095.853,-615.268,-1213.924,-794.701,-616.365,-9492029.117,-9635319.725,-810.109
DE0 0 nuclear,-4.893,-3.589,-4.243,-4.491,-3.923,-4.588,-4.224,-4.315,-5.446,-5.392,-3.828,-441.052,-85.922,-513.673,-89.266,-102.632,-929.054,-291.016,-177.843,-127.039,-86.347,-423.198,-5.931,-390.278,-404.107,-770.017,-282.965,-298.615,-121.971,-288.928,-434.574,-365.388,-314.1,-628.023,-122.269,-340.303
DK0 0 nuclear,-5.171,-3.752,-4.769,-4.933,-4.066,-5.014,-4.678,-4.6,-5.903,-5.963,-4.062,-55.438,-12.37,-78.06,-12.467,-17.326,-136.786,-89.256,-69.625,-20.231,-10.519,-173.257,-6.362,-136.96,-137.521,-99.144,-90.903,-105.275,-15.554,-99.842,-174.964,-126.129,-109.095,-96.266,-18.878,-114.607
DK3 0 nuclear,-4.492,-3.151,-4.03,-4.237,-3.511,-4.332,-4.377,-3.94,-5.071,-4.179,-3.529,-82.271,-16.491,-88.526,-11.67,-16.34,-112.002,-58.96,-58.212,-19.947,-14.751,-149.277,-5.433,-88.765,-99.892,-147.286,-63.366,-78.0,-25.735,-73.216,-153.998,-88.489,-82.489,-102.448,-19.071,-79.918
EE6 0 nuclear,-6.449,-5.026,-6.694,-6.737,-5.533,-6.233,-6.135,-6.269,-8.03,-7.868,-5.682,-141.489,-24.572,-134.227,-22.201,-27.808,-228.154,-79.954,-80.113,-32.915,-26.425,-237.053,-8.524,-120.836,-136.703,-260.784,-94.16,-111.99,-43.19,-111.625,-243.915,-135.773,-110.791,-168.434,-32.756,-120.194
ES0 0 nuclear,-4.413,-3.345,-3.985,-4.217,-3.587,-3.922,-3.96,-3.974,-4.962,-4.321,-3.501,-133.167,-25.494,-138.841,-24.157,-27.004,-235.062,-172.191,-125.584,-33.255,-24.969,-295.29,-5.511,-260.463,-257.856,-228.9,-190.384,-206.289,-36.606,-200.468,-295.796,-252.819,-200.469,-170.831,-32.53,-235.665
ES2 0 nuclear,-5.814,-4.48,-6.286,-6.657,-4.993,-7.118,-5.087,-5.64,-5.996,-7.21,-5.183,-6811273.057,-6812771.429,-6805162.64,-6803145.641,-6802042.388,-6805576.803,-101.841,-79.972,-6803476.075,-6809326.394,-208.924,-8.173,-133.914,-143.23,-6808343.012,-105.152,-110.016,-6803654.633,-106.085,-235.359,-113.912,-109.477,-6818635.382,-6802903.626,-123.458
FI3 0 nuclear,-4.072,-3.136,-3.771,-3.898,-3.352,-3.871,-3.786,-3.744,-4.719,-4.42,-3.299,-189.257,-42.782,-222.88,-38.509,-43.299,-403.047,-111.995,-94.891,-55.539,-36.773,-251.554,-5.153,-186.23,-189.504,-341.507,-143.148,-161.48,-52.953,-157.339,-253.689,-190.22,-145.506,-295.391,-52.827,-179.73
FR0 0 nuclear,-5.217,-3.846,-4.554,-4.805,-4.149,-4.538,-4.532,-4.619,-5.851,-5.31,-4.067,-172.542,-33.126,-180.135,-32.115,-34.023,-321.692,-176.743,-118.273,-42.083,-32.451,-276.768,-6.37,-254.349,-251.166,-288.134,-184.079,-195.564,-46.163,-190.213,-282.778,-238.4,-192.845,-236.099,-41.395,-222.294
GB4 0 nuclear,-5.963,-4.214,-5.634,-5.685,-4.537,-6.042,-5.824,-5.278,-6.728,-5.69,-4.711,-96.27,-18.386,-100.138,-14.432,-19.043,-135.959,-87.009,-89.667,-22.801,-16.657,-220.187,-7.223,-127.17,-179.5,-169.693,-101.659,-123.245,-29.42,-116.216,-230.175,-148.232,-148.209,-118.624,-22.234,-127.488
GB5 0 nuclear,-4.175,-3.045,-3.565,-3.763,-3.251,-3.57,-3.613,-3.619,-4.614,-4.172,-3.169,-106.789,-21.016,-115.375,-19.825,-22.057,-198.869,-122.762,-82.27,-27.443,-19.298,-205.565,-5.023,-182.59,-174.523,-184.564,-133.721,-143.36,-29.201,-140.393,-207.898,-175.585,-140.959,-144.719,-26.667,-161.394
GR0 0 nuclear,-5.759,-4.281,-5.422,-5.674,-4.682,-5.339,-5.172,-5.248,-6.732,-6.682,-4.715,-131.351,-24.313,-136.082,-21.384,-27.308,-249.026,-116.55,-93.509,-33.126,-24.96,-234.041,-7.24,-184.269,-186.283,-232.668,-128.864,-148.134,-37.717,-144.431,-237.718,-174.212,-143.086,-171.745,-32.251,-162.31
HR0 0 nuclear,-12.594,-8.646,-11.395,-11.408,-9.174,-11.004,-12.199,-10.482,-13.311,-9.588,-9.595,-524.903,-100.306,-464.205,-81.281,-109.065,-728.916,-481.782,-378.417,-124.593,-113.672,-1039.092,-14.28,-708.058,-808.332,-971.843,-521.0,-625.934,-167.544,-570.31,-1026.929,-783.138,-613.219,-668.493,-118.172,-647.87
HU0 0 nuclear,-11.331,-8.247,-10.593,-10.812,-8.883,-10.871,-10.085,-9.979,-12.85,-12.815,-9.141,-365.286,-64.162,-305.236,-53.46,-73.85,-612.684,-241.856,-183.16,-85.388,-76.183,-563.463,-13.681,-374.925,-360.004,-670.791,-263.838,-303.913,-102.798,-289.867,-564.66,-346.393,-265.623,-426.593,-74.013,-333.58
IE4 0 nuclear,-7.069,-5.268,-6.981,-6.926,-5.565,-6.837,-6.502,-6.533,-8.501,-7.69,-5.695,-115.337,-21.803,-130.585,-21.602,-29.046,-251.201,-170.806,-141.705,-35.064,-21.71,-360.777,-8.967,-258.945,-307.969,-214.33,-198.884,-226.805,-33.745,-214.825,-368.551,-277.063,-233.973,-168.646,-32.945,-252.085
IT0 0 nuclear,-8.297,-5.89,-6.995,-7.674,-6.514,-7.51,-6.942,-7.078,-8.923,-10.451,-6.395,-202.536,-39.536,-226.111,-37.373,-47.125,-388.448,-681.301,-500.412,-56.337,-38.538,-1229.658,-9.747,-999.618,-1098.984,-346.443,-683.105,-823.294,-53.566,-771.163,-1260.579,-975.762,-747.524,-269.448,-51.653,-971.012
IT1 0 nuclear,-6.917,-5.25,-6.75,-7.156,-5.74,-6.262,-7.134,-6.537,-8.239,-6.781,-5.838,-95.304,-20.369,-94.76,-12.223,-17.651,-132.518,-141.336,-132.487,-22.868,-18.799,-352.398,-8.985,-208.855,-240.422,-176.832,-148.165,-176.077,-31.257,-157.179,-362.439,-229.959,-165.435,-121.348,-24.101,-194.639
LT6 0 nuclear,-7.46,-5.713,-7.564,-7.687,-6.403,-7.11,-7.055,-7.146,-9.057,-9.701,-6.58,-233.003,-39.894,-202.281,-34.362,-46.221,-388.109,-136.756,-119.311,-55.888,-43.305,-295.998,-9.615,-203.024,-244.796,-415.507,-162.68,-183.508,-66.87,-176.929,-302.93,-225.274,-184.958,-276.242,-49.722,-204.384
LU0 0 nuclear,-8.449,-5.779,-6.648,-7.779,-7.001,-7.456,-6.258,-7.143,-8.795,-9.281,-6.981,-558.02,-113.683,-551.038,-82.746,-100.512,-876.884,-203.155,-154.89,-120.656,-105.098,-404.97,-9.423,-302.777,-314.984,-971.32,-223.128,-252.811,-150.564,-237.537,-415.419,-291.961,-229.865,-655.764,-133.261,-277.618
LV6 0 nuclear,-6.841,-5.314,-7.023,-7.126,-5.926,-6.396,-6.752,-6.616,-8.346,-8.827,-6.08,-210.214,-37.367,-195.882,-33.538,-44.472,-365.31,-117.974,-107.774,-53.805,-39.783,-286.859,-8.908,-174.524,-202.886,-386.922,-138.392,-161.738,-61.176,-154.433,-293.531,-198.608,-157.029,-262.765,-49.198,-176.1
ME0 0 nuclear,-8.725,-6.818,-9.321,-9.33,-7.819,-9.997,-7.903,-8.807,-10.943,-10.449,-8.14,-205.122,-49.538,-204.091,-31.582,-42.78,-330.205,-235.34,-202.16,-50.279,-42.603,-525.501,-11.974,-346.542,-413.141,-396.463,-273.293,-295.091,-68.298,-278.026,-540.623,-389.996,-288.59,-295.757,-53.126,-335.641
MK0 0 nuclear,-8.029,-6.92,-9.055,-9.347,-7.744,-7.453,-8.799,-8.534,-10.592,-8.499,-7.863,-192.919,-42.887,-185.547,-27.828,-37.727,-288.306,-66.959,-74.986,-45.368,-39.899,-157.454,-11.393,-97.639,-120.914,-362.044,-60.778,-76.132,-62.738,-60.341,-175.253,-98.854,-90.025,-262.641,-48.371,-79.98
NL0 0 nuclear,-6.8,-4.944,-5.974,-6.344,-5.31,-6.231,-5.974,-5.958,-7.738,-6.902,-5.265,-119.551,-20.116,-127.178,-20.42,-28.11,-235.49,-144.059,-104.64,-33.036,-22.296,-265.65,-8.277,-221.273,-229.876,-215.544,-157.114,-173.325,-32.912,-168.104,-268.317,-205.198,-168.004,-153.924,-31.425,-194.263
NO3 0 nuclear,-2.589,-1.927,-2.353,-2.451,-2.11,-2.672,-2.366,-2.338,-2.925,-2.97,-2.079,-67.354,-15.892,-86.022,-13.437,-16.435,-143.881,-57.104,-47.698,-19.736,-12.349,-118.566,-3.218,-88.145,-89.222,-117.541,-67.108,-76.376,-18.639,-72.927,-120.216,-90.305,-70.468,-107.801,-19.311,-83.843
PL0 0 nuclear,-5.554,-4.108,-4.788,-5.107,-4.417,-5.456,-4.901,-4.86,-6.133,-6.141,-4.326,-333.246,-73.504,-395.115,-69.995,-77.128,-723.558,-251.796,-159.613,-95.446,-65.54,-393.673,-6.708,-360.582,-356.327,-556.618,-251.422,-264.994,-88.556,-256.654,-397.726,-320.58,-264.911,-529.199,-89.853,-305.59
PT0 0 nuclear,-8.402,-6.107,-7.635,-8.268,-6.736,-6.983,-7.459,-7.477,-9.657,-10.621,-6.732,-126.866,-22.493,-121.632,-18.69,-24.597,-201.33,-141.667,-117.428,-27.342,-23.566,-316.311,-10.37,-224.355,-216.439,-226.899,-159.031,-187.393,-38.661,-182.52,-318.181,-215.852,-161.703,-140.751,-28.42,-205.527
RO0 0 nuclear,-5.897,-4.449,-5.485,-5.798,-4.897,-6.466,-5.335,-5.37,-6.723,-8.211,-4.866,-202.806,-47.038,-246.71,-41.827,-47.982,-439.253,-218.37,-157.344,-59.839,-39.966,-396.677,-7.314,-328.903,-341.542,-361.999,-246.532,-268.786,-56.567,-260.067,-401.932,-329.868,-254.146,-330.568,-56.772,-305.191
RS0 0 nuclear,-8.614,-6.397,-8.181,-8.517,-7.072,-8.273,-7.703,-7.846,-9.957,-9.371,-7.236,-270.307,-46.872,-244.913,-42.919,-55.912,-423.257,-228.708,-193.548,-64.994,-48.661,-534.207,-10.688,-348.419,-390.569,-486.112,-270.722,-306.072,-78.022,-292.126,-549.931,-372.204,-275.297,-319.432,-60.883,-342.57
SE3 0 nuclear,-2.867,-2.175,-2.624,-2.708,-2.322,-2.72,-2.611,-2.608,-3.252,-2.897,-2.282,-95.9,-20.237,-114.072,-18.4,-21.869,-193.704,-81.715,-69.617,-26.823,-17.161,-175.394,-3.595,-127.474,-134.917,-169.512,-104.583,-118.251,-26.726,-115.002,-178.799,-139.998,-110.336,-139.588,-26.297,-129.343
SI0 0 nuclear,-15.544,-12.161,-16.801,-16.394,-13.254,-17.008,-13.446,-14.956,-18.83,-18.188,-13.941,-1375.717,-310.138,-1306.179,-229.316,-285.477,-2111.191,-15792.415,-9986.195,-361.472,-291.402,-16930.591,-20.329,-26138.543,-23333.367,-2608.343,-18419.045,-20853.417,-439.148,-20880.55,-15505.168,-25721.437,-14945.862,-2026.907,-335.499,-22659.631
SK0 0 nuclear,-12.267,-8.741,-10.98,-11.361,-9.23,-11.079,-11.889,-10.377,-13.462,-12.661,-9.359,-4002709.871,-4230110.164,-3228511.769,-3009282.314,-3296130.693,-3040652.146,-642.824,-517.866,-3046980.691,-4497028.651,-1687.207,-14.496,-1062.346,-987.251,-3498844.951,-475.955,-550.435,-3810239.405,-406.246,-1693.815,-638.233,-517.594,-4074460.428,-3173825.874,-762.178
