,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
IE4 0 solar,111.674,93.723,122.355,110.559,73.29,101.716,129.724,115.129,133.122,122.548,74.708,3014377.168,2964182.256,3250472.687,3353204.372,3241680.417,3318103.024,2304667.124,2331545.828,3324606.095,2977499.661,2305772.953,130.854,2305345.083,2344711.436,3110997.366,2416952.189,2536179.825,3110002.229,2535471.884,2313225.795,2501089.433,2478309.666,2975966.456,3304134.616,2373584.79
IT0 0 solar,43084871.518,42233851.911,42862392.893,41421923.035,40869864.578,43594619.986,43059036.923,41766214.769,42545252.709,43715217.608,40957204.838,239807608.856,239638037.637,240673104.208,241125720.891,240261891.986,241327064.705,116602621.717,116897436.066,241162500.02,240348443.29,116834566.356,42360818.123,116774530.991,117067821.633,240323781.377,116851124.635,116492988.102,239891901.452,116497324.638,116838735.136,116741017.481,116858426.569,239894852.134,240904155.076,116932919.014
IT1 0 solar,3954583.286,4024842.595,3963244.228,4163596.79,4320931.474,3913793.037,3960040.772,4130741.994,4003371.121,3913796.956,4234660.261,9605812.713,9676772.05,9658450.059,9695036.306,9698700.231,9630354.263,5958578.427,6079585.072,9692164.328,9683178.961,6004448.933,4009635.255,5856263.258,6030863.553,9643095.528,6008140.855,6023323.527,9683490.061,6022718.817,6028039.882,6006174.93,6009022.619,9615000.85,9693710.684,6030191.472
LT6 0 solar,16.808,15.202,17.75,18.328,16.967,15.245,17.272,17.217,19.353,17.18,16.411,8501.453,6561.056,8399.411,2938.477,1388.851,19855.275,838.372,465.173,3789.848,25457.297,1145.222,20.107,1131.968,1116.195,11510.721,766.054,812.311,2449.119,796.2,1162.694,1028.874,923.832,12603.461,2278.767,903.572
LU0 0 solar,16.705,14.025,16.775,18.758,14.357,11.129,15.91,16.463,21.284,13.622,13.479,2140465.885,2150277.316,2142830.112,2150719.801,2152134.426,2134114.445,629315.812,580765.827,2149817.847,2153075.814,603722.781,22.377,640471.704,585722.6,2139379.225,575565.014,564116.285,2149782.944,564174.55,592171.258,569326.829,576450.896,2132350.514,2152674.756,584551.354
LV6 0 solar,22.672,20.536,24.02,24.928,23.141,20.61,23.257,23.35,26.162,23.196,22.357,1156922.063,1176539.303,1073850.23,1104127.745,1066047.267,1085068.985,576496.508,627173.907,1100970.37,1175270.793,608292.575,27.327,548362.275,627308.344,1073584.876,654525.159,710044.415,1120379.931,710472.795,609621.818,701811.783,684313.385,1165386.514,1081842.37,628674.351
ME0 0 solar,1016328.936,1003849.856,1008340.028,971838.164,930532.621,1023027.301,1011331.974,983364.689,1007465.383,1021906.064,967581.9,3220931.998,3134101.543,3228126.865,3264464.887,3245691.611,3259336.335,1215049.019,1179250.568,3260681.471,3144767.923,1204409.234,1002803.859,1223617.757,1182775.329,3250156.703,1186467.37,1187162.959,3257531.899,1187489.857,1184356.356,1189711.667,1191261.798,3224420.339,3234818.135,1179222.847
MK0 0 solar,1367255.956,1340733.027,1364198.12,1295540.971,1339863.737,1364245.706,1362703.175,1328828.205,1359541.603,1369209.151,1291960.409,4954374.309,4886583.21,4981819.213,5012700.306,4972531.65,4980626.308,1746965.181,1880609.405,5005186.654,4842232.696,1835118.812,1356453.354,1650879.203,1861890.174,4913150.968,1871413.703,1861928.881,4903765.301,1862998.011,1878245.527,1866310.361,1868573.885,4917126.145,5009145.472,1854219.04
NL0 0 solar,23.485,20.582,24.507,24.229,22.166,21.703,23.937,22.967,26.838,24.702,21.894,16163780.556,16568571.504,15645304.861,15547804.75,15693761.853,15501386.76,3910180.944,3632035.486,15550908.004,16602610.011,3809855.922,27.667,3901672.717,3586828.162,15669212.911,3586294.736,3541328.766,15864844.402,3538977.178,3746649.085,3564402.331,3602079.126,16346174.975,15613426.761,3570809.711
NO3 0 solar,13.468,12.152,14.245,14.495,13.074,12.198,13.884,13.698,15.487,13.767,12.861,347.035,72.986,342.551,64.961,64.654,623.126,214.072,116.727,84.559,66.618,293.514,16.04,291.154,275.036,573.869,191.596,198.562,96.739,194.872,292.566,252.095,224.419,481.816,79.054,226.627
PL0 0 solar,17.736,15.964,18.624,19.18,17.593,16.044,18.221,18.062,20.363,18.154,17.127,14466371.049,14977975.538,15196273.579,15234721.613,15170528.185,15193575.517,3321764.786,3145274.838,15264317.536,15277687.198,3253766.801,21.119,3368601.919,3141040.4,15009292.548,3162252.601,3366585.355,14728004.326,3366357.481,3192912.839,3230640.51,3143210.389,14685170.944,15316471.399,3167755.447
PT0 0 solar,100.859,90.363,105.552,102.233,88.313,89.955,103.754,100.47,116.185,102.069,89.829,1728535.752,1734370.802,1670759.087,1679282.12,1705651.83,1664980.033,160690.318,205092.056,1672189.719,1699821.668,160114.493,120.253,193466.155,205225.897,1679931.22,195997.559,196246.78,1736616.381,195575.956,205218.26,212348.887,208771.817,1742324.093,1684013.192,196935.114
RO0 0 solar,24.324,22.02,25.642,26.652,24.806,21.903,25.06,24.999,28.082,24.822,23.802,1596947.503,1755791.818,1556864.959,1552346.993,1557782.532,1556517.694,619.845,333.286,1554140.002,1741793.606,846.054,29.157,841.547,787.19,1572009.134,548.123,574.061,1559518.21,562.79,848.655,727.275,644.252,1672052.374,1552646.952,649.205
RS0 0 solar,38.578,34.803,40.965,42.257,38.87,34.626,40.053,39.494,44.721,39.313,37.845,1046831.066,1018352.103,1050470.393,1029065.639,1047248.817,1035961.08,644.033,340.049,1031670.059,1057568.616,867.279,46.267,937.269,797.922,1070344.795,551.903,575.591,1055475.546,562.318,864.907,733.216,644.585,1054894.969,1037031.619,656.355
SE3 0 solar,27.457,24.919,29.129,29.99,26.864,24.938,28.352,28.112,31.554,28.035,26.688,1159143.015,1129995.413,1051740.702,1152921.741,1075148.202,1183669.509,1496.951,715.269,1151705.111,1048090.799,1851.021,32.93,2275.276,1662.357,1077107.583,1055.755,922.859,1105415.297,905.857,1751.263,1194.984,1133.787,1134610.392,1060776.492,1284.519
SI0 0 solar,26.058,22.347,27.039,27.609,23.288,22.954,26.247,26.171,29.866,26.355,23.892,815.77,175.153,834.181,153.852,159.821,1474.685,574.597,303.83,199.502,160.199,757.325,30.929,793.382,696.565,1354.364,466.974,478.68,235.648,469.956,748.748,598.498,549.176,1137.999,189.616,566.05
SK0 0 solar,1807022.994,1691920.918,1747508.586,1650681.196,1694071.051,1824596.567,1804114.848,1664365.624,1750434.59,1825379.989,1690392.656,5410248.729,5273874.196,5858291.111,5934399.29,5794396.423,5931562.611,4572351.563,4604009.663,5939430.835,5145873.849,4573347.028,1714509.978,4636934.469,4692456.791,5662239.115,4909181.931,4847876.665,5497528.713,4849118.021,4548795.295,4890916.311,4904284.03,5379457.197,5895919.654,4826652.906
AL0 0 solar rooftop,1050282.778,1047572.05,1049924.571,1045806.834,1043123.702,1049655.575,1048925.601,1047251.475,1049452.177,1049882.769,1044568.799,1079234.241,1083575.509,1079514.932,1083097.296,1083633.357,1077106.569,1070597.908,1077794.194,1083068.73,1083446.617,1074033.746,1049831.098,1070162.459,1071150.853,1079584.336,1073296.378,1074951.06,1083313.699,1074406.743,1074842.863,1071672.216,1071453.893,1077543.125,1083763.533,1072865.723
AT0 0 solar rooftop,2639123.25,2642832.652,2640517.691,2645883.941,2646148.13,2640411.306,2640272.244,2644638.294,2640782.1,2639783.286,2645930.813,2708933.189,2715502.124,2710177.78,2715336.033,2715824.113,2704981.48,2699461.317,2700345.114,2715127.52,2715293.709,2698367.08,2639844.976,2698846.873,2698156.812,2708810.628,2699021.058,2698621.137,2715388.302,2698095.073,2698475.685,2697153.317,2697392.831,2705322.958,2715967.236,2699204.701
BA0 0 solar rooftop,1384592.149,1381208.505,1383866.09,1380089.477,1376926.806,1385285.56,1383454.899,1380535.432,1382410.969,1385300.389,1378098.341,1396114.978,1399445.073,1396450.026,1399188.807,1399600.579,1394023.702,1394985.592,1397684.606,1399116.213,1399329.512,1395449.878,1381953.77,1394442.942,1394740.776,1396264.53,1395716.821,1396101.668,1399335.107,1395978.274,1395681.016,1394860.115,1395210.232,1394197.461,1399725.868,1395316.716
BE0 0 solar rooftop,3159619.692,3159247.372,3159203.179,3160707.595,3160920.526,3159398.371,3159152.151,3159957.883,3159724.18,3159467.93,3160842.324,3156729.142,3161339.266,3157668.625,3161170.291,3161422.604,3153359.847,3152117.594,3157522.477,3160956.307,3161282.619,3152128.147,3159641.563,3150443.45,3150388.718,3155484.535,3153536.808,3153762.519,3161117.911,3153614.895,3152735.492,3151059.353,3151726.686,3153705.989,3161506.409,3152465.827
BG0 0 solar rooftop,2911719.924,2911125.955,2911281.745,2911273.847,2911170.522,2911368.241,2911103.785,2911340.414,2911739.652,2911572.394,2911111.011,2900187.793,2909635.749,2901261.756,2909410.537,2910075.762,2894324.215,2897379.137,2905178.654,2908985.507,2909435.824,2897638.023,2911652.655,2895937.869,2895979.368,2900257.774,2899945.922,2900441.132,2909164.759,2900141.91,2898403.679,2897210.038,2898002.591,2895460.157,2910236.891,2898162.59
CH0 0 solar rooftop,2963933.855,2963578.16,2963409.559,2963648.788,2964844.27,2963625.793,2963360.595,2963732.051,2963874.826,2963807.662,2963636.427,2956331.755,2964318.984,2957923.105,2964070.963,2964539.043,2950847.741,2953934.331,2960746.913,2963755.989,2964170.037,2954075.726,2963931.082,2952271.819,2952309.383,2955106.896,2956041.079,2956342.397,2964013.879,2956015.229,2954758.81,2953179.77,2954142.913,2951300.459,2964726.507,2954785.502
CZ0 0 solar rooftop,3045856.111,3044111.334,3045781.758,3044664.852,3039392.9,3045446.794,3045410.243,3043990.291,3043667.36,3045513.398,3039985.545,3051795.461,3053157.99,3051910.225,3053084.975,3053157.39,3050691.942,3048526.468,3051280.698,3053029.249,3053134.601,3048688.326,3044047.522,3048057.338,3048537.435,3051512.404,3049773.76,3049894.835,3053067.399,3049867.525,3048961.689,3048889.299,3049160.39,3051081.547,3053191.676,3049274.162
DE0 0 solar rooftop,21938415.772,21357060.4,21658559.144,20960198.493,20881719.409,22001212.82,21730092.861,21051154.519,21520600.45,21928783.294,21054729.312,23112884.949,23118446.768,23113999.022,23118501.355,23118596.323,23109424.397,23110454.372,23115421.072,23118192.432,23118409.358,23109869.846,21478058.473,23108837.673,23109143.648,23110131.799,23112005.205,23112236.916,23117957.991,23112272.634,23110015.473,23109981.256,23110887.119,23110550.54,23118451.737,23110891.572
DK0 0 solar rooftop,624248.574,576790.818,584366.43,657507.397,784338.887,618404.577,623374.113,625418.798,565585.404,620179.267,734320.757,781799.319,784680.873,782437.382,784444.59,784729.185,780053.17,777487.49,781579.246,784394.761,784567.608,779145.547,598554.47,777548.28,776291.631,781590.18,778629.796,779562.757,784507.771,779255.599,779592.777,777025.181,776513.266,780103.815,784815.424,778364.307
DK3 0 solar rooftop,394431.39,393354.243,393693.74,392810.481,386625.527,395266.361,393863.989,392948.006,392829.119,395358.714,392596.811,427979.282,430419.997,428263.244,430095.639,430433.038,426499.372,425976.918,428544.927,430070.236,430271.55,427133.854,393655.949,426190.884,425385.755,427942.156,426605.32,427211.462,430245.15,426938.265,427345.496,425803.972,424537.641,426868.116,430517.718,426488.635
EE6 0 solar rooftop,336642.428,336425.596,336574.882,336535.119,336493.278,336557.986,336442.274,336519.093,336666.747,336579.806,336498.736,334341.879,336252.884,334616.247,336030.451,336305.606,333481.735,331924.912,334843.262,336046.639,336109.964,333317.724,336658.706,332035.329,332713.179,334534.961,333653.533,334084.745,336120.338,333884.256,333814.469,333049.822,332151.869,333689.823,336389.02,333602.236
ES0 0 solar rooftop,18530332.741,18529766.683,18529581.63,18529656.285,18529580.673,18529763.347,18529384.139,18529716.252,18530190.726,18530092.084,18529613.753,18514350.323,18528941.353,18516635.023,18529022.542,18529319.428,18505996.701,18506784.718,18519997.49,18528327.453,18528786.564,18504810.597,18530049.99,18502555.405,18502360.792,18508702.002,18510416.45,18511213.157,18527755.5,18511012.669,18506327.406,18504788.659,18507008.927,18508965.825,18529063.358,18507433.219
ES2 0 solar rooftop,263104.833,262445.904,262934.197,262773.696,262815.567,262764.464,262281.844,262756.17,263160.814,262963.034,262840.416,264268.758,264292.974,264259.381,264289.288,264293.156,264243.988,257881.12,260143.644,264284.312,264290.364,258813.152,263282.117,258033.481,257810.078,264260.729,258330.895,258927.609,264288.004,258573.805,258811.837,257461.814,256261.815,264259.369,264294.367,258181.637
FI3 0 solar rooftop,1241230.339,1193801.137,1243040.362,1144573.354,1124607.205,1247710.915,1242729.92,1189135.289,1224701.36,1244191.149,1148196.765,1283411.091,1285774.887,1283804.613,1285510.189,1285800.677,1282095.565,1281187.499,1284135.43,1285505.07,1285673.115,1282108.663,1204648.68,1280794.881,1281363.907,1283441.204,1282557.597,1283028.211,1285572.782,1282906.17,1282559.301,1281921.653,1281856.939,1282478.942,1285900.177,1282161.541
FR0 0 solar rooftop,21133489.447,21133253.516,21133093.788,21133186.819,21133238.398,21133182.377,21132935.319,21133238.724,21133398.471,21133349.988,21133232.153,21122109.138,21132391.088,21124271.295,21132559.422,21132724.895,21115840.089,21118622.238,21126917.539,21132025.678,21132292.771,21116697.648,21133354.29,21115582.785,21115637.165,21117236.37,21120712.112,21120929.313,21131579.673,21120967.359,21117155.849,21116873.417,21118493.617,21117658.622,21132480.942,21118818.422
GB4 0 solar rooftop,404625.088,373906.352,400360.594,347319.314,308082.821,394983.431,406793.881,358937.001,400395.824,385206.088,332495.233,440931.916,443224.538,441454.578,443007.319,443310.041,440137.951,436252.622,440404.587,443021.417,443064.882,438392.572,395328.408,436552.734,436681.263,441274.374,438106.871,438716.699,443126.027,438376.751,439039.784,437002.869,435970.588,440016.605,443394.847,438014.694
GB5 0 solar rooftop,17039692.442,17039553.553,17038956.673,17039469.816,17039643.637,17039062.708,17038981.863,17039565.129,17039331.997,17039391.911,17039630.893,17029356.988,17039264.845,17031999.852,17039440.548,17039598.736,17023492.994,17023223.588,17032505.448,17038907.41,17039228.779,17021604.061,17039416.582,17020078.121,17019237.986,17024858.043,17025292.921,17025480.575,17038538.093,17025562.944,17021621.569,17020524.484,17022606.286,17024740.137,17039403.303,17023152.554
GR0 0 solar rooftop,3562383.777,3561509.17,3561765.984,3561679.276,3561530.696,3561922.336,3561462.018,3561792.678,3562403.95,3562169.55,3561435.91,3546881.258,3560300.898,3549773.002,3560042.036,3560799.693,3539306.793,3537327.802,3551007.745,3559462.19,3560272.198,3535924.443,3562311.014,3534857.861,3533700.742,3546963.135,3541641.312,3542763.342,3559735.805,3542260.249,3538015.022,3536483.242,3538094.408,3540170.783,3560774.442,3538532.215
HR0 0 solar rooftop,1324820.966,1322630.095,1323008.468,1323151.504,1319426.62,1324485.899,1324177.48,1322351.221,1323364.849,1324385.904,1320108.559,1347118.374,1350388.564,1347559.62,1350150.457,1350525.231,1345287.345,1345250.165,1348218.829,1350145.501,1350254.532,1346190.248,1323193.668,1344926.372,1344873.391,1347243.536,1345960.442,1346436.953,1350276.34,1346117.426,1346506.727,1345042.163,1345360.142,1345536.115,1350602.071,1345547.42
HU0 0 solar rooftop,3326530.082,3321635.755,3325611.384,3314834.543,3316511.226,3327280.674,3325989.587,3317879.173,3326485.719,3327326.251,3315938.525,3337120.337,3339460.214,3337211.043,3339368.961,3339521.387,3335537.405,3335589.241,3337940.02,3339239.8,3339412.325,3335592.045,3322038.51,3335146.548,3335450.528,3336954.003,3336541.512,3336556.229,3339296.417,3336532.057,3335766.765,3335691.707,3335992.641,3335943.941,3339539.56,3336035.429
IE4 0 solar rooftop,1175502.362,1175149.862,1175264.101,1175271.881,1175282.729,1175257.861,1175064.141,1175328.389,1175532.818,1175361.849,1175242.282,1171599.067,1175185.549,1172210.724,1174798.16,1175252.391,1169110.99,1166498.53,1171663.724,1174825.274,1175023.886,1168100.91,1175506.231,1166116.331,1165680.505,1171544.745,1168181.583,1168497.466,1175030.609,1168192.092,1168734.19,1166187.662,1166360.173,1169610.082,1175334.977,1167493.199
IT0 0 solar rooftop,21383658.715,21383152.381,21382982.329,21382956.695,21382922.756,21383124.597,21382716.548,21383035.474,21383431.032,21383450.656,21382993.382,21353207.239,21379699.775,21359876.855,21380204.268,21380544.717,21337670.124,21339695.846,21363684.29,21378782.771,21379514.005,21336965.499,21383330.62,21331138.023,21332133.282,21340393.006,21346937.736,21348021.041,21377667.994,21348039.395,21336646.281,21336662.257,21340995.861,21341516.519,21379930.038,21341561.639
IT1 0 solar rooftop,647419.849,646659.299,647058.418,646967.338,646829.346,647112.985,646602.832,647033.252,647445.025,647268.894,646779.774,639933.143,646731.081,641264.363,646258.524,646919.043,637010.434,625654.981,638751.469,646320.222,646465.459,631175.843,647427.538,626598.062,626182.495,640523.237,630613.966,633918.874,646579.693,632452.806,633546.168,627340.96,623162.625,636726.871,647111.261,630969.118
LT6 0 solar rooftop,758762.388,766868.792,762001.386,764483.284,755960.937,757616.154,758963.291,763111.192,763192.145,758639.224,767675.076,778775.421,780955.591,779101.409,780749.586,781013.244,777736.614,776631.878,779352.567,780723.506,780820.228,777729.732,763774.813,776281.966,776669.227,778854.486,777853.575,778166.763,780814.918,777990.373,778116.833,776963.36,776925.822,777875.806,781076.083,777574.357
LU0 0 solar rooftop,164243.895,166862.69,165171.128,168268.175,168175.01,163146.954,164519.531,168370.678,165603.006,161969.416,168262.636,168571.956,169867.299,168643.183,169647.398,169872.931,167833.352,165597.447,166547.335,169619.594,169776.192,166226.817,166637.647,165598.221,165617.135,168587.73,165879.605,166037.76,169701.244,165972.249,166403.116,165583.5,165197.638,168023.245,169951.106,165850.618
LV6 0 solar rooftop,515576.486,515373.799,515506.35,515471.063,515428.682,515490.35,515383.514,515458.093,515597.791,515508.203,515432.309,512688.669,515051.071,513156.745,514867.542,515173.441,511704.172,510963.653,513773.923,514869.169,514880.523,512384.014,515588.055,510861.151,511518.23,512933.11,512558.8,512982.736,514943.447,512805.021,512845.92,511895.976,511334.35,511681.882,515243.295,512456.388
ME0 0 solar rooftop,269724.34,268549.932,269440.392,268887.851,268713.845,269301.158,268443.839,269027.221,269754.177,269643.432,268771.513,268927.208,270431.741,268823.229,270122.393,270486.044,268050.766,268553.946,269877.718,270138.333,270236.202,269119.414,269910.306,268457.945,268961.518,269066.482,269191.116,269316.827,270306.987,269184.239,269423.977,268869.341,268484.743,268343.509,270583.175,269064.716
MK0 0 solar rooftop,821585.85,821044.069,821291.151,821282.998,821140.705,821373.387,821060.317,821340.444,821616.91,821485.616,821117.714,816008.308,820708.191,816285.56,820136.259,820769.138,813913.181,811101.114,816787.865,820110.27,820484.578,813422.951,821587.502,811331.86,811869.445,816543.99,813793.491,814961.547,820353.691,814586.397,814124.149,812592.607,811405.761,814140.304,820973.526,813411.711
NL0 0 solar rooftop,4445845.931,4445482.129,4445340.505,4445578.073,4445629.36,4445609.805,4445344.621,4445614.168,4445784.94,4445783.729,4445579.407,4438510.427,4445183.418,4439427.226,4444803.861,4445073.078,4432929.083,4434018.07,4440604.756,4444436.738,4445151.18,4433578.13,4445703.24,4432399.213,4431794.545,4435887.19,4435813.821,4436165.079,4444641.453,4435998.384,4434391.908,4432820.555,4433697.073,4434457.683,4445171.073,4434522.891
NO3 0 solar rooftop,52.187,41.207,63.958,61.437,40.302,37.616,43.918,51.385,67.66,39.952,35.145,1234266.146,1234822.514,1234381.236,1234782.193,1234833.708,1233917.697,1233682.779,1234408.868,1234773.649,1234809.726,1233798.135,58.967,1233447.013,1233571.058,1234229.072,1233857.85,1233899.604,1234798.484,1233833.618,1233919.355,1233545.343,1233635.52,1233929.782,1234845.35,1233711.778
PL0 0 solar rooftop,8427851.814,8642059.259,8445194.707,8745072.513,8865078.406,8435766.653,8439138.913,8686843.76,8481902.256,8435225.01,8809566.607,10855896.365,10862351.662,10856984.77,10862330.793,10862464.41,10851695.361,10853023.483,10858722.391,10861994.555,10862285.938,10852556.883,8560627.12,10851416.823,10851800.676,10852736.677,10854833.21,10854948.133,10861747.599,10854954.295,10852837.139,10852529.742,10853454.575,10853393.465,10862391.769,10853580.663
PT0 0 solar rooftop,3822087.401,3821340.162,3821300.959,3821436.958,3821299.059,3821572.639,3821280.736,3821586.546,3822082.789,3821875.094,3821183.043,3809361.166,3820629.203,3811243.764,3820491.134,3821009.585,3802294.023,3802618.265,3813542.696,3820002.746,3820429.374,3802305.374,3821907.922,3799969.954,3799389.737,3808444.319,3805706.421,3806762.924,3820144.19,3806213.902,3803533.487,3801408.798,3802749.331,3804117.338,3821149.688,3803432.122
RO0 0 solar rooftop,7064687.051,7061444.674,7062882.107,7059723.197,7056440.398,7065875.04,7063201.327,7060956.089,7063593.961,7065974.623,7058108.567,7073653.071,7080154.38,7074791.329,7080062.594,7080287.206,7070721.673,7071084.932,7076694.688,7079691.91,7079997.685,7071006.955,7061973.565,7069850.265,7070121.946,7072521.843,7072920.335,7073246.618,7079487.276,7073138.328,7071506.593,7070870.053,7071591.821,7071511.476,7080221.505,7071836.05
RS0 0 solar rooftop,2598239.59,2599498.471,2598340.29,2600301.297,2600337.126,2597497.336,2598227.383,2599862.298,2598892.615,2597597.795,2600439.645,2585612.113,2594955.435,2585788.33,2593842.97,2595681.74,2580489.484,2576647.79,2579579.769,2593609.808,2593944.949,2577423.75,2599254.225,2577921.052,2577167.998,2587049.873,2579971.659,2576984.618,2594701.78,2577222.954,2577600.468,2578405.771,2579739.449,2582848.705,2595821.933,2578317.53
SE3 0 solar rooftop,2553497.065,2553427.67,2553481.292,2553461.191,2553451.749,2553450.087,2553410.552,2553459.31,2553515.045,2553458.534,2553445.357,2549348.491,2552701.808,2550063.08,2552509.306,2552765.663,2547472.593,2548847.368,2551430.309,2552399.243,2552597.358,2549291.382,2553517.124,2548348.092,2548787.386,2549174.465,2549949.776,2550289.209,2552540.047,2550222.799,2549552.376,2549293.555,2549402.012,2547574.931,2552865.348,2549514.625
SI0 0 solar rooftop,845166.673,843825.536,843465.672,841367.008,838323.119,846483.03,844292.05,844598.41,843126.599,846114.181,840367.198,910855.477,905572.261,908662.619,904519.559,904428.637,909533.443,901846.285,901729.683,904805.157,906825.842,903504.159,842646.116,901687.514,902175.373,910752.88,901748.173,902233.8,905881.493,902263.91,903329.357,902500.584,902448.955,911238.153,904458.071,901374.642
SK0 0 solar rooftop,1720619.669,1720272.014,1720358.098,1720399.718,1720339.16,1720398.031,1720220.018,1720427.924,1720631.404,1720520.459,1720291.268,1718199.393,1720520.698,1718106.821,1720256.33,1720529.962,1716198.086,1713780.586,1717649.778,1720192.812,1720433.76,1714484.618,1720597.335,1713212.614,1713229.616,1718019.869,1714992.983,1715435.825,1720422.045,1715155.81,1714842.957,1713693.329,1714149.93,1717076.556,1720576.931,1714429.358
AL0 0 ror,60424.61,60095.202,60377.132,60118.343,60031.11,60293.292,60101.42,60147.647,60424.42,60431.565,60092.921,59934.38,60918.094,60075.669,60721.279,60936.115,59651.34,59881.508,60541.905,60679.62,60798.939,60108.05,60491.052,59940.023,59946.049,59919.736,60106.644,60142.58,60720.915,60128.442,60187.658,59950.402,59878.616,59648.247,61014.796,60062.973
AT0 0 ror,7340460.72,7348264.684,7335272.466,7355083.806,7363427.956,7347718.408,7337600.698,7350969.58,7338382.676,7347106.763,7358920.767,7581639.892,7593401.531,7584130.676,7593224.91,7593806.73,7572676.925,7564319.732,7572872.998,7592626.747,7593299.557,7561921.273,7345210.092,7562773.89,7558603.551,7578369.218,7560139.187,7558965.633,7592866.1,7558356.551,7562230.071,7553540.616,7555966.608,7573123.852,7593945.671,7560730.358
BE0 0 ror,107336.656,107061.134,107232.803,107236.935,107210.141,107205.912,107050.022,107178.768,107369.099,107308.188,107245.133,105542.416,107220.053,105860.288,106957.298,107257.145,105041.973,105152.653,106558.067,106891.049,107043.747,105575.524,107357.962,105227.461,105249.101,105480.32,105659.179,105772.205,106909.254,105732.326,105752.172,105281.435,105141.407,105004.823,107353.307,105575.772
BG0 0 ror,14373.759,14285.503,14357.957,14318.667,14319.631,14315.828,14249.328,14319.631,14378.052,14366.558,14334.913,13899.614,14179.16,13927.74,14092.043,14187.436,13847.915,13969.471,14149.11,14084.817,14125.78,14023.379,14394.843,13980.376,13974.905,13892.589,14020.417,14025.052,14084.627,14020.901,14045.993,13978.546,13966.624,13845.34,14237.489,14005.47
CH0 0 ror,4491035.755,4492149.111,4493003.561,4491967.793,4498614.163,4490503.988,4491365.809,4492130.041,4494131.992,4490551.784,4494023.38,4505055.961,4515599.886,4507020.601,4515114.161,4515802.567,4496272.876,4500121.636,4510725.557,4514654.677,4515492.876,4500405.16,4494115.285,4498506.43,4498636.628,4501772.46,4503989.248,4505132.222,4514936.566,4504736.913,4502029.853,4500033.094,4499666.207,4496985.786,4515994.632,4502944.744
CZ0 0 ror,49353.084,49228.898,49316.779,49285.551,49255.906,49297.579,49213.204,49277.246,49339.827,49343.472,49286.049,49201.406,49502.323,49224.653,49434.705,49492.544,49054.497,48933.157,49295.368,49423.22,49471.284,49080.156,49345.744,48966.746,49010.318,49154.096,49092.471,49105.267,49433.405,49093.604,49127.417,48995.8,48966.275,49103.959,49516.53,49078.755
DE0 0 ror,5340451.286,5339924.041,5339830.44,5340166.547,5340210.447,5340138.561,5339735.829,5340202.022,5340438.189,5340373.681,5340102.468,5332098.76,5339703.819,5333599.665,5339402.15,5339883.234,5325807.174,5328212.213,5336060.608,5339025.819,5339657.822,5328187.473,5340298.057,5326935.598,5327145.806,5329621.491,5330896.349,5331990.404,5339376.651,5331797.92,5328952.824,5328465.131,5328213.964,5325351.191,5340078.088,5330117.643
ES0 0 ror,168253.611,167975.702,168133.367,168105.29,168026.71,168109.701,167947.675,168093.86,168295.53,168204.15,168068.043,162921.331,167172.161,163567.439,166470.04,167208.507,160926.252,163395.63,166371.086,166357.085,166873.418,164299.722,168280.56,163640.792,163466.669,162677.026,164656.732,164986.307,166567.372,164852.37,164794.054,163827.36,163321.357,161065.476,167450.531,164443.655
FI3 0 ror,2310087.821,2309933.985,2310062.906,2310033.318,2309994.209,2310015.173,2309935.136,2310022.897,2310116.988,2310031.108,2309992.535,2301965.284,2308460.574,2302723.249,2307636.46,2308425.945,2297185.018,2299638.034,2306197.065,2307504.411,2308314.463,2300718.236,2310106.622,2299889.551,2301387.326,2301135.623,2302888.752,2304424.765,2308010.39,2304113.707,2301346.128,2302181.768,2300162.87,2298342.633,2308629.274,2302988.741
FR0 0 ror,10167665.722,10167342.543,10167203.142,10167395.646,10167475.407,10167385.7,10167146.691,10167464.947,10167657.025,10167539.197,10167358.043,10151216.861,10165066.824,10153989.774,10164882.067,10165426.233,10139499.135,10145769.743,10158004.549,10164099.141,10165149.373,10143839.074,10167593.56,10142327.526,10142159.605,10144857.312,10149151.262,10150331.048,10164259.433,10150060.355,10145202.895,10143987.285,10144853.376,10140284.018,10165474.032,10147404.757
GB4 0 ror,91300.001,91031.25,91202.251,91193.159,91119.5,91063.885,90915.306,91169.623,91377.858,91081.76,91184.918,86850.871,90467.935,87498.25,89879.762,90548.475,85707.83,86433.498,89329.818,89727.963,90097.455,87349.283,91380.498,86754.31,86701.048,86750.318,87553.375,87717.752,89834.735,87634.168,87760.451,86785.405,86495.803,85668.924,90742.974,87427.219
GB5 0 ror,1271055.657,1270668.338,1270609.146,1270905.849,1270841.634,1270614.256,1270476.633,1270893.262,1271162.221,1270855.76,1270851.636,1258138.427,1269307.649,1261121.174,1268261.223,1269429.921,1249067.883,1246059.17,1262667.532,1267992.376,1269108.175,1247501.028,1271028.578,1246983.194,1245198.345,1254919.434,1253080.9,1255221.048,1268545.252,1254828.912,1250820.887,1247143.636,1242940.143,1247728.652,1269769.191,1252319.767
