,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
DK0 0 X Store,19.576,0.076,136.611,309.127,0.017,0.012,275.242,0.007,0.02,0.274,228.618,89.949,741.862,318.656,178.42,0.175,0.102,112.55,0.017,0.019,53.187,0.023,581.033,0.061,0.025,0.769,0.052,293.012,372.944,177.28,215.461,59.456,0.018,0.016,641.528,0.022,478.734,0.248,0.032,6.925,0.114,0.022,0.014,312.944,0.022
DK3 0 X Store,0.008,0.008,0.014,37.22,6.411,0.022,115.474,0.005,45.919,22.243,0.025,0.01,424.688,47.885,0.017,13.953,0.219,0.012,0.006,0.057,50.865,12.837,345.284,108.46,13.914,31.896,0.057,10.175,54.749,67.952,0.018,0.009,0.142,0.034,395.523,10.872,255.416,16.758,63.92,44.681,3.63,1.385,0.018,148.588,24.022
EE6 0 X Store,0.008,0.008,0.014,7.439,9.201,0.018,20.656,0.005,117.568,0.307,0.024,0.011,177.583,16.985,0.016,0.166,0.116,0.012,0.007,0.045,3.203,45.574,120.406,150.137,49.324,0.649,0.053,0.416,22.979,9.405,0.018,0.009,0.148,0.027,145.65,32.881,66.106,0.271,128.319,1.537,0.157,3.698,0.015,27.85,82.353
ES0 0 X Store,0.015,0.012,5.889,577.672,0.12,0.016,106.119,0.005,712.441,0.134,112.376,0.047,947.168,832.173,40.193,0.093,0.069,0.108,0.008,0.03,1.829,143.254,656.217,1507.24,198.447,0.282,0.053,238.981,1061.367,36.704,76.533,0.025,0.041,0.022,850.451,70.256,416.282,0.132,986.789,0.611,0.063,0.06,0.016,188.589,525.643
ES2 0 X Store,2.035,1.131,6.241,13.154,11.981,0.02,15.559,0.006,123.535,0.234,6.537,3.921,43.458,21.939,6.386,0.112,0.072,5.381,0.021,0.123,7.157,26.812,43.551,208.045,30.622,0.862,0.051,8.634,29.1,12.01,7.036,2.979,1.439,0.035,41.406,22.443,45.988,0.177,180.307,3.524,0.071,6.195,0.016,17.742,72.939
FI3 0 X Store,0.005,0.005,0.006,8.12,67.436,0.084,2.865,0.004,252.422,0.136,0.008,0.006,143.719,28.081,0.006,0.129,0.108,0.005,0.005,37.001,0.303,115.397,78.727,359.833,122.748,0.215,0.058,0.107,46.124,0.442,0.006,0.005,54.111,11.52,104.163,91.992,40.899,0.166,296.159,0.274,0.133,60.341,0.024,6.563,186.987
FR0 0 X Store,0.017,0.014,0.123,120.259,0.023,0.012,0.46,0.006,853.431,0.095,37.074,0.036,311.151,79.532,2.714,0.088,0.072,0.063,0.01,0.019,0.189,0.083,13.778,1432.52,0.18,0.142,0.049,48.3,84.647,0.251,44.805,0.024,0.019,0.016,56.951,0.042,1.291,0.113,1089.322,0.167,0.067,0.025,0.012,0.057,258.846
GB4 0 X Store,14.868,11.468,28.615,64.802,32.526,6.464,82.92,0.025,60.079,17.172,40.148,22.181,235.102,74.3,29.31,7.961,0.202,26.384,5.317,21.16,43.103,76.503,162.609,127.991,78.551,29.264,0.129,48.317,79.36,68.81,36.832,19.681,25.405,16.31,206.065,62.932,136.022,14.753,60.369,36.21,1.399,30.982,0.201,97.543,85.24
GB5 0 X Store,407.783,230.214,773.466,1220.869,604.196,12.2,1210.687,0.012,1525.863,349.413,1111.98,588.833,3679.446,1302.018,880.057,1.022,0.161,698.985,0.065,198.334,895.253,899.275,2675.686,2399.199,1020.1,591.087,0.085,1096.552,1363.055,1002.93,1023.736,486.63,350.55,108.936,3184.882,762.815,1937.805,74.384,1664.28,739.904,0.251,457.046,0.051,1308.544,1387.314
GR0 0 X Store,0.007,0.007,0.025,55.514,0.012,0.008,0.655,0.004,128.223,0.058,9.348,0.01,132.959,82.288,0.569,0.059,0.064,0.015,0.005,0.011,0.113,0.04,67.977,221.919,0.062,0.083,0.045,26.872,139.682,0.195,6.649,0.009,0.01,0.009,95.675,0.021,20.803,0.073,168.1,0.096,0.051,0.014,0.01,0.195,66.277
HR0 0 X Store,0.004,0.005,0.005,0.009,0.008,0.007,0.084,0.003,0.03,0.04,0.005,0.005,0.023,0.011,0.006,0.049,0.059,0.005,0.004,0.009,0.054,0.013,0.091,0.063,0.015,0.053,0.043,0.034,0.015,0.06,0.005,0.005,0.007,0.008,0.081,0.01,0.078,0.055,0.043,0.051,0.046,0.01,0.009,0.009,0.026
HU0 0 X Store,0.004,0.005,0.005,0.007,0.008,0.007,0.076,0.003,0.025,0.04,0.005,0.005,0.015,0.008,0.005,0.048,0.058,0.005,0.004,0.009,0.053,0.013,0.068,0.056,0.015,0.052,0.042,0.031,0.011,0.057,0.004,0.005,0.007,0.008,0.057,0.012,0.065,0.055,0.035,0.05,0.045,0.01,0.009,0.008,0.02
IE4 0 X Store,0.063,0.05,2.653,10.817,103.772,36.178,78.062,0.01,307.883,18.678,3.439,0.24,259.679,16.852,3.496,9.912,0.154,1.008,0.028,65.006,44.06,128.213,168.42,369.666,135.675,26.324,0.145,5.975,26.422,67.292,3.09,0.248,75.731,47.141,213.177,121.771,132.359,14.695,335.452,35.817,0.823,93.331,3.703,86.936,173.496
IT0 0 X Store,0.008,0.007,0.04,400.037,0.011,0.008,1.298,0.004,1791.811,0.058,67.041,0.015,1447.239,593.143,13.981,0.059,0.064,0.021,0.006,0.011,0.123,0.027,1155.753,2168.762,0.041,0.084,0.045,223.273,770.388,0.22,50.997,0.011,0.009,0.01,1243.857,0.018,612.513,0.073,2223.714,0.099,0.051,0.013,0.01,45.007,529.784
IT1 0 X Store,0.032,0.015,15.477,86.359,0.012,0.008,14.123,0.004,104.32,0.063,26.763,7.746,108.72,84.86,23.513,0.062,0.066,11.591,0.007,0.011,0.135,0.036,102.415,109.03,0.072,0.092,0.045,40.689,86.324,0.349,25.003,3.15,0.011,0.01,107.615,0.018,53.213,0.078,107.029,0.105,0.053,0.014,0.01,23.121,38.824
LT6 0 X Store,0.006,0.007,0.011,0.027,0.052,0.013,0.311,0.004,0.154,0.112,0.013,0.009,0.116,0.034,0.011,0.103,0.097,0.009,0.006,0.025,0.201,0.098,0.342,0.485,0.114,0.174,0.049,0.109,0.04,0.214,0.011,0.008,0.038,0.018,0.32,0.092,0.278,0.134,0.224,0.202,0.114,0.052,0.013,0.036,0.118
LU0 0 X Store,26.419,17.19,55.381,97.112,15.011,0.015,3.343,0.02,123.949,0.084,80.629,47.018,85.158,79.568,69.977,0.08,0.067,50.676,3.547,0.043,0.227,56.375,57.4,129.006,60.111,0.131,0.047,90.874,72.091,0.48,76.498,36.473,0.101,0.023,64.083,42.086,37.254,0.1,118.02,0.17,0.064,1.031,0.013,5.174,107.528
LV6 0 X Store,0.007,0.007,0.011,0.027,0.105,0.016,0.315,0.004,3.318,0.113,0.013,0.009,0.115,0.034,0.011,0.103,0.098,0.009,0.006,0.032,0.204,0.239,0.341,53.567,0.289,0.175,0.051,0.108,0.04,0.217,0.011,0.008,0.058,0.022,0.321,0.272,0.279,0.135,21.615,0.203,0.114,0.092,0.014,0.036,0.406
ME0 0 X Store,0.004,0.005,0.006,0.01,0.009,0.007,0.136,0.003,44.064,0.044,0.006,0.005,12.565,0.013,0.006,0.05,0.061,0.005,0.004,0.009,0.066,0.025,3.55,69.812,0.035,0.059,0.044,0.039,0.022,0.083,0.005,0.005,0.007,0.008,10.674,0.014,0.204,0.058,48.499,0.06,0.047,0.01,0.009,0.017,2.253
MK0 0 X Store,0.004,0.005,0.006,1.334,0.011,0.008,3.119,0.003,69.465,0.052,0.009,0.005,46.992,19.524,0.007,0.054,0.062,0.005,0.004,0.01,0.113,0.04,37.801,66.087,0.075,0.075,0.044,0.14,42.771,0.206,0.007,0.005,0.009,0.009,51.627,0.018,30.816,0.066,68.276,0.088,0.049,0.012,0.009,6.399,15.573
NL0 0 X Store,0.031,0.022,191.867,535.378,461.194,0.042,663.135,0.006,1641.449,0.295,313.854,0.538,1820.819,589.705,245.925,0.17,0.093,89.245,0.012,56.772,104.116,828.975,1579.189,2401.963,897.36,0.915,0.061,494.81,638.358,395.838,294.117,0.071,187.378,0.118,1733.285,703.402,1285.159,0.254,1920.055,18.3,0.107,351.586,0.024,786.744,1239.215
NO3 0 X Store,0.004,0.004,0.004,0.005,0.007,0.007,0.066,0.003,0.008,0.039,0.003,0.004,0.006,0.004,0.004,0.047,0.056,0.004,0.004,0.008,0.05,0.008,0.043,0.016,0.009,0.05,0.041,0.022,0.004,0.051,0.003,0.004,0.006,0.008,0.028,0.009,0.05,0.053,0.012,0.048,0.044,0.009,0.009,0.006,0.008
PL0 0 X Store,0.011,0.01,0.031,79.965,340.227,0.022,120.144,0.005,1549.942,0.204,3.452,0.018,1101.246,100.459,0.062,0.13,0.105,0.022,0.007,0.088,9.277,745.762,697.383,1788.962,884.997,0.463,0.055,49.988,155.366,49.203,0.145,0.014,58.427,0.036,851.451,562.217,395.363,0.198,1665.378,1.385,0.13,215.63,0.017,159.07,1176.183
PT0 0 X Store,0.014,0.012,5.274,50.564,0.063,0.015,0.506,0.005,0.036,0.103,46.978,0.045,0.056,70.06,28.16,0.081,0.067,0.104,0.007,0.026,0.413,0.093,0.261,0.05,0.09,0.186,0.051,111.285,61.913,0.434,39.203,0.024,0.033,0.02,0.205,0.132,0.402,0.111,0.033,0.287,0.058,0.045,0.015,0.059,0.061
RO0 0 X Store,0.004,0.005,0.006,6.413,0.01,0.007,0.174,0.004,0.04,0.046,0.01,0.005,0.038,26.709,0.007,0.051,0.061,0.005,0.004,0.009,0.074,0.024,0.172,0.089,0.032,0.064,0.044,0.199,36.402,0.099,0.007,0.005,0.008,0.009,0.125,0.015,0.168,0.06,0.052,0.065,0.047,0.011,0.009,0.02,0.037
RS0 0 X Store,0.004,0.005,0.005,0.011,0.01,0.007,0.193,0.003,0.028,0.047,0.006,0.005,0.052,0.018,0.006,0.051,0.061,0.005,0.004,0.009,0.079,0.024,0.151,0.05,0.034,0.065,0.044,0.041,0.029,0.11,0.005,0.005,0.009,0.009,0.137,0.015,0.167,0.06,0.036,0.069,0.047,0.011,0.009,0.023,0.033
SE3 0 X Store,0.004,0.004,0.005,0.007,0.021,0.011,0.155,0.003,0.029,0.09,0.004,0.004,0.039,0.006,0.005,0.101,0.108,0.004,0.004,0.017,0.103,0.027,0.182,0.192,0.028,0.12,0.048,0.032,0.006,0.109,0.004,0.004,0.02,0.014,0.133,0.025,0.158,0.121,0.051,0.113,0.119,0.024,0.012,0.017,0.025
SI0 0 X Store,0.004,0.005,0.007,3.447,0.009,0.007,0.178,0.003,20.956,0.042,0.008,0.005,19.873,6.455,0.007,0.05,0.06,0.006,0.004,0.009,0.066,0.024,0.913,17.754,0.032,0.057,0.043,0.074,16.136,0.087,0.006,0.005,0.008,0.008,5.876,0.014,0.302,0.057,10.234,0.059,0.047,0.011,0.009,0.025,14.094
SK0 0 X Store,0.005,0.005,0.007,0.012,0.018,0.008,0.113,0.004,96.026,0.044,0.007,0.006,90.02,0.016,0.007,0.05,0.059,0.006,0.005,0.014,0.064,0.058,0.432,136.293,0.085,0.058,0.043,0.048,0.029,0.078,0.006,0.006,0.016,0.011,25.739,0.033,0.147,0.059,139.716,0.058,0.046,0.019,0.01,0.012,27.368
AL0 0 X Discharge,0.0,0.0,0.0,0.326,0.0,0.0,0.199,0.0,2.094,0.002,0.0,0.0,1.695,0.261,0.0,0.001,0.001,0.0,0.0,0.0,0.004,0.001,1.302,2.53,0.002,0.002,0.001,0.072,0.338,0.008,0.0,0.0,0.0,0.0,1.549,0.001,0.961,0.002,2.538,0.003,0.001,0.0,0.0,0.569,1.154
AT0 0 X Discharge,0.0,0.0,0.001,0.001,0.001,0.0,0.005,0.0,6.964,0.001,0.0,0.0,8.774,0.001,0.001,0.001,0.002,0.0,0.0,0.0,0.002,0.004,0.018,14.751,0.007,0.002,0.0,0.003,0.001,0.003,0.0,0.0,0.0,0.0,3.396,0.001,0.006,0.002,12.45,0.002,0.001,0.001,0.0,0.001,3.632
BA0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.011,0.001,0.0,0.0,0.176,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.003,2.174,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.004,0.0,0.002,0.001,1.202,0.001,0.001,0.0,0.0,0.0,0.002
BE0 0 X Discharge,0.0,0.0,0.001,0.001,0.004,0.0,0.013,0.0,4.33,0.002,0.001,0.001,1.522,0.002,0.001,0.002,0.001,0.001,0.0,0.001,0.005,2.646,0.794,4.087,3.472,0.004,0.001,0.008,0.002,0.007,0.001,0.0,0.001,0.0,0.682,0.715,0.038,0.002,4.128,0.005,0.001,0.002,0.0,0.002,4.326
BG0 0 X Discharge,0.0,0.0,0.0,0.007,0.0,0.0,0.039,0.0,9.04,0.002,0.0,0.0,8.061,1.271,0.0,0.002,0.001,0.0,0.0,0.0,0.004,0.004,3.427,13.711,0.311,0.003,0.001,0.004,3.38,0.008,0.0,0.0,0.0,0.0,5.979,0.001,2.046,0.002,11.256,0.003,0.001,0.001,0.0,0.074,4.104
CH0 0 X Discharge,0.0,0.0,0.002,5.711,0.0,0.0,0.005,0.0,6.956,0.001,1.793,0.001,12.249,7.52,0.304,0.001,0.001,0.001,0.0,0.0,0.002,0.0,3.308,13.571,0.001,0.002,0.0,3.284,8.96,0.003,1.619,0.0,0.0,0.0,9.017,0.0,0.012,0.001,8.46,0.002,0.001,0.0,0.0,0.001,0.001
CZ0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,1.614,0.001,0.0,0.0,0.005,0.0,0.0,0.001,0.002,0.0,0.0,0.0,0.002,0.001,0.005,3.187,0.002,0.002,0.0,0.001,0.001,0.002,0.0,0.0,0.0,0.0,0.006,0.001,0.003,0.002,1.897,0.002,0.002,0.0,0.0,0.0,1.038
DE0 0 X Discharge,0.0,0.0,0.011,2.441,0.002,0.0,0.004,0.0,16.233,0.001,3.37,0.001,0.001,2.535,2.048,0.001,0.002,0.002,0.0,0.001,0.002,6.845,0.005,19.323,8.602,0.002,0.001,4.554,5.038,0.002,2.908,0.001,0.001,0.0,0.003,2.794,0.004,0.002,16.704,0.002,0.001,0.001,0.0,0.0,14.136
DK0 0 X Discharge,0.404,0.001,3.062,5.882,0.0,0.0,5.556,0.0,0.0,0.006,4.75,1.942,9.946,6.0,3.949,0.003,0.002,2.522,0.0,0.0,1.178,0.0,10.217,0.001,0.0,0.018,0.001,6.138,5.615,3.836,4.474,1.283,0.0,0.0,9.878,0.0,9.089,0.005,0.0,0.158,0.002,0.0,0.0,5.885,0.0
DK3 0 X Discharge,0.0,0.0,0.0,1.086,0.32,0.001,5.316,0.0,1.615,4.786,0.001,0.0,7.936,1.208,0.0,4.314,0.068,0.0,0.0,0.003,4.998,0.586,8.71,2.369,0.641,5.12,0.002,0.297,1.119,4.511,0.0,0.0,0.008,0.002,8.303,0.528,7.767,5.137,2.071,5.426,1.127,0.074,0.001,6.289,0.986
EE6 0 X Discharge,0.0,0.0,0.0,0.22,0.353,0.0,0.835,0.0,2.766,0.034,0.001,0.0,2.959,0.407,0.0,0.039,0.036,0.0,0.0,0.002,0.259,1.252,2.668,3.261,1.36,0.069,0.001,0.01,0.514,0.509,0.0,0.0,0.005,0.001,2.858,0.98,1.861,0.038,3.04,0.125,0.048,0.157,0.0,1.096,2.008
ES0 0 X Discharge,0.0,0.0,0.12,15.303,0.004,0.001,2.642,0.0,41.132,0.003,2.46,0.001,40.436,26.511,0.743,0.002,0.001,0.002,0.0,0.001,0.046,5.587,25.748,72.74,8.071,0.007,0.001,5.951,35.163,0.914,1.637,0.0,0.001,0.001,35.936,2.548,10.327,0.003,59.071,0.015,0.002,0.002,0.001,4.189,25.143
ES2 0 X Discharge,0.047,0.027,0.131,0.329,0.321,0.001,0.375,0.0,2.662,0.006,0.144,0.092,1.541,0.444,0.122,0.003,0.001,0.121,0.0,0.003,0.177,0.758,1.428,4.16,0.811,0.021,0.001,0.202,0.471,0.299,0.136,0.068,0.039,0.001,1.437,0.617,1.092,0.004,3.82,0.085,0.002,0.166,0.0,0.418,1.515
FI3 0 X Discharge,0.0,0.0,0.0,0.448,3.614,0.005,0.244,0.0,6.501,0.033,0.0,0.0,3.565,1.526,0.0,0.037,0.033,0.0,0.0,2.017,0.076,4.848,2.724,7.218,5.012,0.058,0.003,0.003,1.744,0.065,0.0,0.0,2.95,0.628,3.18,4.332,1.776,0.039,6.761,0.076,0.043,3.29,0.001,0.482,5.943
FR0 0 X Discharge,0.0,0.0,0.003,2.45,0.0,0.0,0.01,0.0,15.734,0.002,0.855,0.001,5.762,1.501,0.063,0.001,0.001,0.001,0.0,0.0,0.004,0.002,0.291,25.305,0.005,0.003,0.001,1.114,1.561,0.006,1.034,0.0,0.0,0.0,1.132,0.001,0.028,0.002,19.411,0.004,0.001,0.0,0.0,0.001,5.693
GB4 0 X Discharge,0.437,0.37,0.721,1.3,1.082,0.351,1.615,0.001,2.061,0.667,0.856,0.633,2.091,1.456,0.752,0.344,0.01,0.701,0.177,1.043,1.235,2.614,1.98,1.996,2.709,0.826,0.007,1.041,1.551,1.458,0.833,0.569,1.017,0.819,2.056,2.103,1.879,0.581,1.928,1.04,0.048,1.091,0.011,1.735,2.922
GB5 0 X Discharge,8.115,4.323,17.566,23.809,23.048,1.046,23.622,0.0,44.262,7.35,21.158,13.238,41.238,25.851,18.967,0.02,0.003,15.709,0.001,12.127,17.047,31.862,36.74,50.589,34.398,11.802,0.006,22.763,24.855,19.355,20.509,10.369,16.439,8.047,39.442,27.719,31.872,1.592,46.324,14.62,0.004,19.276,0.005,25.273,40.679
GR0 0 X Discharge,0.0,0.0,0.0,1.664,0.0,0.0,0.031,0.0,5.688,0.002,0.167,0.0,6.921,3.962,0.01,0.002,0.001,0.0,0.0,0.0,0.005,0.001,2.267,12.332,0.002,0.003,0.001,0.659,8.746,0.009,0.114,0.0,0.0,0.0,3.96,0.001,0.72,0.003,8.534,0.004,0.001,0.0,0.0,0.009,2.47
HR0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.002,0.001,0.0,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.001
HU0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0
IE4 0 X Discharge,0.002,0.002,0.096,0.275,3.477,1.743,1.704,0.0,6.01,0.741,0.112,0.008,2.741,0.535,0.102,0.323,0.009,0.035,0.001,2.341,1.296,4.064,2.411,6.563,4.159,0.942,0.007,0.169,0.81,1.675,0.098,0.009,2.682,1.979,2.568,3.99,2.214,0.535,6.459,1.114,0.027,3.118,0.187,1.889,4.861
IT0 0 X Discharge,0.0,0.0,0.001,10.808,0.0,0.0,0.023,0.0,56.292,0.001,1.547,0.0,70.324,18.922,0.323,0.001,0.001,0.0,0.0,0.0,0.002,0.0,44.309,105.684,0.001,0.001,0.0,5.549,24.859,0.004,1.177,0.0,0.0,0.0,65.895,0.0,17.265,0.001,102.063,0.002,0.0,0.0,0.0,0.806,10.784
IT1 0 X Discharge,0.001,0.0,0.334,3.811,0.0,0.0,0.479,0.0,4.253,0.001,0.618,0.167,4.683,4.69,0.512,0.001,0.001,0.25,0.0,0.0,0.003,0.001,3.81,5.922,0.002,0.002,0.0,1.031,5.109,0.01,0.577,0.068,0.0,0.0,4.36,0.0,1.631,0.001,5.459,0.002,0.001,0.0,0.0,0.776,0.967
LT6 0 X Discharge,0.0,0.0,0.0,0.001,0.001,0.0,0.018,0.0,0.003,0.02,0.0,0.0,0.003,0.001,0.0,0.026,0.03,0.0,0.0,0.001,0.027,0.002,0.011,0.008,0.002,0.025,0.001,0.003,0.001,0.017,0.0,0.0,0.001,0.0,0.009,0.002,0.009,0.026,0.004,0.029,0.036,0.002,0.0,0.002,0.003
LU0 0 X Discharge,0.504,0.31,1.272,1.868,0.339,0.0,0.07,0.0,1.726,0.002,1.828,1.015,1.408,1.502,1.615,0.001,0.001,1.095,0.057,0.001,0.005,1.077,0.984,1.82,1.043,0.003,0.001,1.999,1.282,0.012,1.759,0.764,0.002,0.0,1.195,0.882,0.731,0.002,1.64,0.004,0.001,0.022,0.0,0.108,1.64
LV6 0 X Discharge,0.0,0.0,0.0,0.001,0.003,0.0,0.018,0.0,0.058,0.02,0.0,0.0,0.003,0.001,0.0,0.026,0.03,0.0,0.0,0.001,0.028,0.005,0.011,0.689,0.006,0.025,0.001,0.002,0.001,0.017,0.0,0.0,0.002,0.001,0.009,0.006,0.009,0.026,0.345,0.029,0.036,0.003,0.0,0.002,0.01
ME0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,1.474,0.001,0.0,0.0,0.688,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.002,0.001,0.166,2.575,0.001,0.001,0.001,0.001,0.001,0.003,0.0,0.0,0.0,0.0,0.569,0.0,0.009,0.001,1.634,0.002,0.001,0.0,0.0,0.001,0.063
MK0 0 X Discharge,0.0,0.0,0.0,0.061,0.0,0.0,0.168,0.0,3.135,0.002,0.0,0.0,3.184,0.914,0.0,0.002,0.001,0.0,0.0,0.0,0.005,0.001,2.07,3.403,0.003,0.004,0.001,0.005,2.163,0.011,0.0,0.0,0.0,0.0,2.827,0.001,1.654,0.003,3.207,0.004,0.001,0.0,0.0,0.339,0.599
NL0 0 X Discharge,0.001,0.0,4.088,10.104,11.801,0.001,13.519,0.0,29.298,0.006,7.242,0.012,24.34,10.494,5.478,0.003,0.002,1.978,0.0,1.628,2.372,20.24,26.565,31.019,21.383,0.021,0.001,9.617,11.36,8.898,6.743,0.001,5.255,0.003,26.19,17.728,23.797,0.005,29.642,0.417,0.002,9.048,0.001,16.038,26.189
NO3 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL0 0 X Discharge,0.0,0.0,0.001,2.02,8.412,0.0,7.184,0.0,28.672,0.033,0.08,0.0,18.706,2.336,0.001,0.034,0.032,0.0,0.0,0.002,1.005,17.555,18.654,26.66,20.424,0.062,0.001,1.153,3.339,4.003,0.003,0.0,1.326,0.001,18.754,13.503,14.059,0.035,28.87,0.152,0.04,4.903,0.0,8.891,26.13
PT0 0 X Discharge,0.0,0.0,0.108,1.26,0.002,0.001,0.011,0.0,0.001,0.003,1.01,0.001,0.001,1.891,0.52,0.002,0.001,0.002,0.0,0.001,0.01,0.003,0.007,0.001,0.003,0.005,0.001,2.771,1.315,0.011,0.832,0.0,0.001,0.001,0.005,0.005,0.006,0.003,0.001,0.007,0.001,0.002,0.0,0.001,0.002
RO0 0 X Discharge,0.0,0.0,0.0,0.263,0.0,0.0,0.006,0.0,0.001,0.002,0.0,0.0,0.001,1.369,0.0,0.001,0.001,0.0,0.0,0.0,0.003,0.001,0.004,0.002,0.001,0.002,0.001,0.007,1.812,0.004,0.0,0.0,0.0,0.0,0.003,0.0,0.005,0.002,0.001,0.002,0.001,0.0,0.0,0.001,0.001
RS0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.001,0.002,0.0,0.0,0.002,0.001,0.0,0.002,0.001,0.0,0.0,0.0,0.004,0.001,0.005,0.001,0.001,0.003,0.001,0.001,0.001,0.006,0.0,0.0,0.0,0.0,0.005,0.001,0.007,0.003,0.001,0.004,0.001,0.001,0.0,0.001,0.001
SE3 0 X Discharge,0.0,0.0,0.0,0.0,0.001,0.001,0.016,0.0,0.001,0.022,0.0,0.0,0.001,0.0,0.0,0.025,0.034,0.0,0.0,0.001,0.03,0.001,0.006,0.005,0.002,0.03,0.002,0.001,0.0,0.02,0.0,0.0,0.001,0.001,0.004,0.001,0.007,0.028,0.002,0.032,0.038,0.001,0.001,0.002,0.001
SI0 0 X Discharge,0.0,0.0,0.0,0.136,0.0,0.0,0.007,0.0,0.701,0.001,0.0,0.0,0.897,0.275,0.0,0.001,0.001,0.0,0.0,0.0,0.002,0.001,0.032,0.476,0.001,0.002,0.001,0.002,0.647,0.003,0.0,0.0,0.0,0.0,0.239,0.0,0.011,0.002,0.335,0.002,0.001,0.0,0.0,0.001,0.414
SK0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,2.156,0.001,0.0,0.0,3.067,0.0,0.0,0.001,0.002,0.0,0.0,0.0,0.002,0.001,0.014,4.438,0.002,0.002,0.0,0.001,0.001,0.002,0.0,0.0,0.0,0.0,0.831,0.001,0.004,0.002,3.061,0.002,0.001,0.0,0.0,0.0,0.586
AL0 0 onwind,1.086,1.231,1.11,1.173,2.223,2.33,19.068,1.039,2.125,11.038,0.967,1.133,1.364,0.943,1.138,14.431,18.121,1.029,1.21,2.705,14.354,2.353,8.873,2.595,2.087,13.71,14.832,5.881,0.916,15.202,0.938,1.094,1.824,2.645,5.0,2.757,13.823,16.714,2.629,9.371,9.084,2.702,2.821,1.25,2.476
AT0 0 onwind,8.464,9.621,8.853,8.453,32.56,33.951,212.01,8.287,33.934,132.345,7.374,8.91,14.547,6.949,8.588,168.569,214.596,8.35,9.467,38.455,169.041,39.019,120.894,33.651,39.864,172.945,222.168,43.911,5.875,168.763,6.987,9.197,34.201,37.1,71.774,37.177,151.297,186.778,34.678,149.765,143.914,39.751,43.956,18.782,39.206
BA0 0 onwind,0.957,1.085,0.986,1.013,1.967,2.071,16.975,0.934,1.887,10.065,0.853,1.007,1.221,0.769,0.996,13.029,16.329,0.933,1.069,2.396,12.479,2.245,8.62,2.43,2.049,12.263,13.323,5.09,0.755,13.259,0.813,0.99,1.759,2.325,4.678,2.353,12.343,14.766,2.336,8.733,8.321,2.391,2.583,1.259,2.291
BE0 0 onwind,4178418.014,4318262.172,3895951.766,2346930.205,10195768.55,10205928.176,9973582.939,4702812.337,10312928.922,9905344.292,3410817.582,3847578.573,10042947.59,2488457.609,3735131.176,9933212.786,9909416.165,3890674.343,4650950.641,10216174.752,9942827.51,10274364.212,10055124.691,10331352.508,10281051.295,9932946.756,10156480.688,3270712.915,2773242.073,9946641.423,3417371.601,3922006.902,10217216.057,10215614.771,10059534.976,10224383.76,9990003.9,9912102.019,10326641.581,9940464.208,9928210.616,10207238.221,10210790.269,9850941.343,10312343.888
BG0 0 onwind,9.554,10.808,10.161,10.148,22.867,24.037,162.993,9.321,24.028,101.667,8.476,10.162,12.334,8.588,9.885,129.286,164.131,9.5,10.647,27.171,126.548,27.243,93.304,25.829,27.649,125.459,157.552,50.778,7.681,130.016,8.051,10.256,23.996,26.232,57.715,26.207,118.351,144.091,24.934,107.38,102.265,27.829,31.206,13.857,27.498
CH0 0 onwind,0.776,0.883,0.769,0.836,1.588,1.655,14.197,0.753,1.471,8.314,0.683,0.8,1.006,0.657,0.802,10.926,13.635,0.723,0.869,1.93,10.649,1.686,6.812,1.834,1.485,10.337,10.609,4.165,0.635,11.267,0.661,0.765,1.321,1.878,3.814,1.941,10.276,12.412,1.851,7.095,6.938,1.916,2.025,0.97,1.753
